year,province,district,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered
2009,sakarya,kocaali,0,0,0,0,0
2010,sakarya,kocaali,0,0,0,0,0
2011,sakarya,kocaali,0,0,0,0,0
2012,sakarya,kocaali,0,0,0,0,0
2013,sakarya,kocaali,0,0,0,1,0
2014,sakarya,kocaali,0,0,0,1,0
2015,sakarya,kocaali,0,0,0,1,0
2016,sakarya,kocaali,0,0,0,0,0
2017,sakarya,kocaali,0,0,0,0,0
2018,sakarya,kocaali,0,0,0,0,0
2019,sakarya,kocaali,0,0,0,0,0
2020,sakarya,kocaali,0,0,0,0,0
2002,sakarya,merkez,1,0,0,0,0
2003,sakarya,merkez,1,0,0,0,0
2004,sakarya,merkez,1,0,0,0,0
2005,sakarya,merkez,1,0,0,0,0
2006,sakarya,merkez,1,0,0,0,0
2007,sakarya,merkez,1,0,0,0,0
2002,sakarya,pamukova,0,0,0,0,0
2003,sakarya,pamukova,0,0,0,0,0
2004,sakarya,pamukova,0,0,0,0,0
2005,sakarya,pamukova,0,0,0,0,0
2006,sakarya,pamukova,0,0,0,0,0
2007,sakarya,pamukova,0,0,0,0,0
2008,sakarya,pamukova,0,0,0,0,0
2009,sakarya,pamukova,0,0,0,0,0
2010,sakarya,pamukova,0,0,0,0,0
2011,sakarya,pamukova,0,0,0,0,0
2012,sakarya,pamukova,0,0,0,0,0
2013,sakarya,pamukova,0,0,0,1,0
2014,sakarya,pamukova,0,0,0,1,0
2015,sakarya,pamukova,0,0,0,1,0
2016,sakarya,pamukova,0,0,0,0,0
2017,sakarya,pamukova,0,0,0,0,0
2018,sakarya,pamukova,0,0,0,0,0
2019,sakarya,pamukova,0,0,0,0,0
2020,sakarya,pamukova,0,0,0,0,0
2002,sakarya,sapanca,0,0,0,0,0
2003,sakarya,sapanca,0,0,0,0,0
2004,sakarya,sapanca,0,0,0,0,0
2005,sakarya,sapanca,0,0,0,0,0
2006,sakarya,sapanca,0,0,0,0,0
2007,sakarya,sapanca,0,0,0,0,0
2008,sakarya,sapanca,0,0,0,0,0
2009,sakarya,sapanca,0,0,0,0,0
2010,sakarya,sapanca,0,0,0,0,0
2011,sakarya,sapanca,0,0,0,0,0
2012,sakarya,sapanca,0,0,0,0,0
2013,sakarya,sapanca,0,0,0,1,0
2014,sakarya,sapanca,0,0,0,1,0
2015,sakarya,sapanca,0,0,0,1,0
2016,sakarya,sapanca,0,0,0,0,0
2017,sakarya,sapanca,0,0,0,0,0
2018,sakarya,sapanca,0,0,0,0,0
2019,sakarya,sapanca,0,0,0,0,0
2020,sakarya,sapanca,0,0,0,0,0
2008,sakarya,serdivan,0,1,0,0,1
2009,sakarya,serdivan,0,1,0,0,1
2010,sakarya,serdivan,0,1,0,0,1
2011,sakarya,serdivan,0,1,0,0,0
2012,sakarya,serdivan,0,1,0,0,0
2013,sakarya,serdivan,0,1,0,1,0
2014,sakarya,serdivan,0,1,0,1,0
2015,sakarya,serdivan,0,1,0,1,0
2016,sakarya,serdivan,0,1,0,0,0
2017,sakarya,serdivan,0,1,0,0,0
2018,sakarya,serdivan,0,1,0,0,0
2019,sakarya,serdivan,0,1,0,0,0
2020,sakarya,serdivan,0,1,0,0,0
2002,sakarya,sogutlu,0,0,0,0,0
2003,sakarya,sogutlu,0,0,0,0,0
2004,sakarya,sogutlu,0,0,0,0,0
2005,sakarya,sogutlu,0,0,0,0,0
2006,sakarya,sogutlu,0,0,0,0,0
2007,sakarya,sogutlu,0,0,0,0,0
2008,sakarya,sogutlu,0,0,0,0,0
2009,sakarya,sogutlu,0,0,0,0,0
2010,sakarya,sogutlu,0,0,0,0,0
2011,sakarya,sogutlu,0,0,0,0,0
2012,sakarya,sogutlu,0,0,0,0,0
2013,sakarya,sogutlu,0,0,0,1,0
2014,sakarya,sogutlu,0,0,0,1,0
2015,sakarya,sogutlu,0,0,0,1,0
2016,sakarya,sogutlu,0,0,0,0,0
2017,sakarya,sogutlu,0,0,0,0,0
2018,sakarya,sogutlu,0,0,0,0,0
2019,sakarya,sogutlu,0,0,0,0,0
2020,sakarya,sogutlu,0,0,0,0,0
2002,sakarya,tarakli,0,0,0,0,0
2003,sakarya,tarakli,0,0,0,0,0
2004,sakarya,tarakli,0,0,0,0,0
2005,sakarya,tarakli,0,0,0,0,0
2006,sakarya,tarakli,0,0,0,0,0
2007,sakarya,tarakli,0,0,0,0,0
2008,sakarya,tarakli,0,0,0,0,0
2009,sakarya,tarakli,0,0,0,0,0
2010,sakarya,tarakli,0,0,0,0,0
2011,sakarya,tarakli,0,0,0,0,0
2012,sakarya,tarakli,0,0,0,0,0
2013,sakarya,tarakli,0,0,0,1,0
2014,sakarya,tarakli,0,0,0,1,0
2015,sakarya,tarakli,0,0,0,1,0
2016,sakarya,tarakli,0,0,0,0,0
2017,sakarya,tarakli,0,0,0,0,0
2018,sakarya,tarakli,0,0,0,0,0
2019,sakarya,tarakli,0,0,0,0,0
2020,sakarya,tarakli,0,0,0,0,0
2002,samsun,alacam,0,0,0,0,0
2003,samsun,alacam,0,0,0,0,0
2004,samsun,alacam,0,0,0,0,0
2005,samsun,alacam,0,0,0,0,0
2006,samsun,alacam,0,0,0,0,0
2007,samsun,alacam,0,0,1,1,0
2008,samsun,alacam,0,0,1,1,0
2009,samsun,alacam,0,0,1,1,0
2010,samsun,alacam,0,0,1,1,0
2011,samsun,alacam,0,0,1,1,0
2012,samsun,alacam,0,0,1,1,0
2013,samsun,alacam,0,0,1,1,0
2014,samsun,alacam,0,0,1,1,0
2015,samsun,alacam,0,0,1,1,0
2016,samsun,alacam,0,0,1,1,0
2017,samsun,alacam,0,0,1,1,0
2018,samsun,alacam,0,0,1,1,0
2019,samsun,alacam,0,0,0,0,0
2020,samsun,alacam,0,0,0,0,0
2002,samsun,asarcik,0,0,0,0,0
2003,samsun,asarcik,0,0,0,0,0
2004,samsun,asarcik,0,0,0,0,0
2005,samsun,asarcik,0,0,0,0,0
2006,samsun,asarcik,0,0,0,0,0
2007,samsun,asarcik,0,0,1,1,0
2008,samsun,asarcik,0,0,1,1,0
2009,samsun,asarcik,0,0,1,1,0
2010,samsun,asarcik,0,0,1,1,0
2011,samsun,asarcik,0,0,1,1,0
2012,samsun,asarcik,0,0,1,1,0
2013,samsun,asarcik,0,0,1,1,0
2014,samsun,asarcik,0,0,1,1,0
2015,samsun,asarcik,0,0,1,1,0
2016,samsun,asarcik,0,0,1,1,0
2017,samsun,asarcik,0,0,1,1,0
2018,samsun,asarcik,0,0,1,1,0
2019,samsun,asarcik,0,0,0,0,0
2020,samsun,asarcik,0,0,0,0,0
2008,samsun,atakum,0,1,1,1,1
2009,samsun,atakum,0,1,1,1,1
2010,samsun,atakum,0,1,1,1,1
2011,samsun,atakum,0,1,1,1,0
2012,samsun,atakum,0,1,1,1,0
2013,samsun,atakum,0,1,1,1,0
2014,samsun,atakum,0,1,1,1,0
2015,samsun,atakum,0,1,1,1,0
2016,samsun,atakum,0,1,1,1,0
2017,samsun,atakum,0,1,1,1,0
2018,samsun,atakum,0,1,1,1,0
2019,samsun,atakum,0,1,0,0,0
2020,samsun,atakum,0,1,0,0,0
2002,samsun,ayvacik,0,0,0,0,0
2003,samsun,ayvacik,0,0,0,0,0
2004,samsun,ayvacik,0,0,0,0,0
2005,samsun,ayvacik,0,0,0,0,0
2006,samsun,ayvacik,0,0,0,0,0
2007,samsun,ayvacik,0,0,1,1,0
2008,samsun,ayvacik,0,0,1,1,0
2009,samsun,ayvacik,0,0,1,1,0
2010,samsun,ayvacik,0,0,1,1,0
2011,samsun,ayvacik,0,0,1,1,0
2012,samsun,ayvacik,0,0,1,1,0
2013,samsun,ayvacik,0,0,1,1,0
2014,samsun,ayvacik,0,0,1,1,0
2015,samsun,ayvacik,0,0,1,1,0
2016,samsun,ayvacik,0,0,1,1,0
2017,samsun,ayvacik,0,0,1,1,0
2018,samsun,ayvacik,0,0,1,1,0
2019,samsun,ayvacik,0,0,0,0,0
2020,samsun,ayvacik,0,0,0,0,0
2002,samsun,bafra,0,0,0,0,0
2003,samsun,bafra,0,0,0,0,0
2004,samsun,bafra,0,0,0,0,0
2005,samsun,bafra,0,0,0,0,0
2006,samsun,bafra,0,0,0,0,0
2007,samsun,bafra,0,0,1,1,0
2008,samsun,bafra,0,0,1,1,0
2009,samsun,bafra,0,0,1,1,0
2010,samsun,bafra,0,0,1,1,0
2011,samsun,bafra,0,0,1,1,0
2012,samsun,bafra,0,0,1,1,0
2013,samsun,bafra,0,0,1,1,0
2014,samsun,bafra,0,0,1,1,0
2015,samsun,bafra,0,0,1,1,0
2016,samsun,bafra,0,0,1,1,0
2017,samsun,bafra,0,0,1,1,0
2018,samsun,bafra,0,0,1,1,0
2019,samsun,bafra,0,0,0,0,0
2020,samsun,bafra,0,0,0,0,0
2008,samsun,canik,0,1,1,1,1
2009,samsun,canik,0,1,1,1,1
2010,samsun,canik,0,1,1,1,1
2011,samsun,canik,0,1,1,1,0
2012,samsun,canik,0,1,1,1,0
2013,samsun,canik,0,1,1,1,0
2014,samsun,canik,0,1,1,1,0
2015,samsun,canik,0,1,1,1,0
2016,samsun,canik,0,1,1,1,0
2017,samsun,canik,0,1,1,1,0
2018,samsun,canik,0,1,1,1,0
2019,samsun,canik,0,1,0,0,0
2020,samsun,canik,0,1,0,0,0
2002,samsun,carsamba,0,0,0,0,0
2003,samsun,carsamba,0,0,0,0,0
2004,samsun,carsamba,0,0,0,0,0
2005,samsun,carsamba,0,0,0,0,0
2006,samsun,carsamba,0,0,0,0,0
2007,samsun,carsamba,0,0,1,1,0
2008,samsun,carsamba,0,0,1,1,0
2009,samsun,carsamba,0,0,1,1,0
2010,samsun,carsamba,0,0,1,1,0
2011,samsun,carsamba,0,0,1,1,0
2012,samsun,carsamba,0,0,1,1,0
2013,samsun,carsamba,0,0,1,1,0
2014,samsun,carsamba,0,0,1,1,0
2015,samsun,carsamba,0,0,1,1,0
2016,samsun,carsamba,0,0,1,1,0
2017,samsun,carsamba,0,0,1,1,0
2018,samsun,carsamba,0,0,1,1,0
2019,samsun,carsamba,0,0,0,0,0
2020,samsun,carsamba,0,0,0,0,0
2002,samsun,havza,0,0,0,0,0
2003,samsun,havza,0,0,0,0,0
2004,samsun,havza,0,0,0,0,0
2005,samsun,havza,0,0,0,0,0
2006,samsun,havza,0,0,0,0,0
2007,samsun,havza,0,0,1,1,0
2008,samsun,havza,0,0,1,1,0
2009,samsun,havza,0,0,1,1,0
2010,samsun,havza,0,0,1,1,0
2011,samsun,havza,0,0,1,1,0
2012,samsun,havza,0,0,1,1,0
2013,samsun,havza,0,0,1,1,0
2014,samsun,havza,0,0,1,1,0
2015,samsun,havza,0,0,1,1,0
2016,samsun,havza,0,0,1,1,0
2017,samsun,havza,0,0,1,1,0
2018,samsun,havza,0,0,1,1,0
2019,samsun,havza,0,0,0,0,0
2020,samsun,havza,0,0,0,0,0
2008,samsun,ilkadim,0,1,1,1,1
2009,samsun,ilkadim,0,1,1,1,1
2010,samsun,ilkadim,0,1,1,1,1
2011,samsun,ilkadim,0,1,1,1,0
2012,samsun,ilkadim,0,1,1,1,0
2013,samsun,ilkadim,0,1,1,1,0
2014,samsun,ilkadim,0,1,1,1,0
2015,samsun,ilkadim,0,1,1,1,0
2016,samsun,ilkadim,0,1,1,1,0
2017,samsun,ilkadim,0,1,1,1,0
2018,samsun,ilkadim,0,1,1,1,0
2019,samsun,ilkadim,0,1,0,0,0
2020,samsun,ilkadim,0,1,0,0,0
2002,samsun,kavak,0,0,0,0,0
2003,samsun,kavak,0,0,0,0,0
2004,samsun,kavak,0,0,0,0,0
2005,samsun,kavak,0,0,0,0,0
2006,samsun,kavak,0,0,0,0,0
2007,samsun,kavak,0,0,1,1,0
2008,samsun,kavak,0,0,1,1,0
2009,samsun,kavak,0,0,1,1,0
2010,samsun,kavak,0,0,1,1,0
2011,samsun,kavak,0,0,1,1,0
2012,samsun,kavak,0,0,1,1,0
2013,samsun,kavak,0,0,1,1,0
2014,samsun,kavak,0,0,1,1,0
2015,samsun,kavak,0,0,1,1,0
2016,samsun,kavak,0,0,1,1,0
2017,samsun,kavak,0,0,1,1,0
2018,samsun,kavak,0,0,1,1,0
2019,samsun,kavak,0,0,0,0,0
2020,samsun,kavak,0,0,0,0,0
2002,samsun,ladik,0,0,0,0,0
2003,samsun,ladik,0,0,0,0,0
2004,samsun,ladik,0,0,0,0,0
2005,samsun,ladik,0,0,0,0,0
2006,samsun,ladik,0,0,0,0,0
2007,samsun,ladik,0,0,1,1,0
2008,samsun,ladik,0,0,1,1,0
2009,samsun,ladik,0,0,1,1,0
2010,samsun,ladik,0,0,1,1,0
2011,samsun,ladik,0,0,1,1,0
2012,samsun,ladik,0,0,1,1,0
2013,samsun,ladik,0,0,1,1,0
2014,samsun,ladik,0,0,1,1,0
2014,samsun,ladik,0,0,1,1,0
2015,samsun,ladik,0,0,1,1,0
2016,samsun,ladik,0,0,1,1,0
2017,samsun,ladik,0,0,1,1,0
2018,samsun,ladik,0,0,1,1,0
2019,samsun,ladik,0,0,0,0,0
2020,samsun,ladik,0,0,0,0,0
2002,samsun,merkez,1,0,0,0,0
2003,samsun,merkez,1,0,0,0,0
2004,samsun,merkez,1,0,0,0,0
2005,samsun,merkez,1,0,0,0,0
2006,samsun,merkez,1,0,0,0,0
2007,samsun,merkez,1,0,1,1,0
2002,samsun,ondokuzmayis,0,0,0,0,0
2003,samsun,ondokuzmayis,0,0,0,0,0
2004,samsun,ondokuzmayis,0,0,0,0,0
2005,samsun,ondokuzmayis,0,0,0,0,0
2006,samsun,ondokuzmayis,0,0,0,0,0
2007,samsun,ondokuzmayis,0,0,1,1,0
2008,samsun,ondokuzmayis,0,0,1,1,0
2009,samsun,ondokuzmayis,0,0,1,1,0
2010,samsun,ondokuzmayis,0,0,1,1,0
2011,samsun,ondokuzmayis,0,0,1,1,0
2012,samsun,ondokuzmayis,0,0,1,1,0
2013,samsun,ondokuzmayis,0,0,1,1,0
2014,samsun,ondokuzmayis,0,0,1,1,0
2015,samsun,ondokuzmayis,0,0,1,1,0
2016,samsun,ondokuzmayis,0,0,1,1,0
2017,samsun,ondokuzmayis,0,0,1,1,0
2018,samsun,ondokuzmayis,0,0,1,1,0
2019,samsun,ondokuzmayis,0,0,0,0,0
2020,samsun,ondokuzmayis,0,0,0,0,0
2002,samsun,salipazari,0,0,0,0,0
2003,samsun,salipazari,0,0,0,0,0
2004,samsun,salipazari,0,0,0,0,0
2005,samsun,salipazari,0,0,0,0,0
2006,samsun,salipazari,0,0,0,0,0
2007,samsun,salipazari,0,0,1,1,0
2008,samsun,salipazari,0,0,1,1,0
2009,samsun,salipazari,0,0,1,1,0
2010,samsun,salipazari,0,0,1,1,0
2011,samsun,salipazari,0,0,1,1,0
2012,samsun,salipazari,0,0,1,1,0
2013,samsun,salipazari,0,0,1,1,0
2014,samsun,salipazari,0,0,1,1,0
2015,samsun,salipazari,0,0,1,1,0
2016,samsun,salipazari,0,0,1,1,0
2017,samsun,salipazari,0,0,1,1,0
2018,samsun,salipazari,0,0,1,1,0
2019,samsun,salipazari,0,0,0,0,0
2020,samsun,salipazari,0,0,0,0,0
2002,samsun,tekkekoy,0,0,0,0,0
2003,samsun,tekkekoy,0,0,0,0,0
2004,samsun,tekkekoy,0,0,0,0,0
2005,samsun,tekkekoy,0,0,0,0,0
2006,samsun,tekkekoy,0,0,0,0,0
2007,samsun,tekkekoy,0,0,1,1,0
2008,samsun,tekkekoy,0,0,1,1,0
2009,samsun,tekkekoy,0,0,1,1,0
2010,samsun,tekkekoy,0,0,1,1,0
2011,samsun,tekkekoy,0,0,1,1,0
2012,samsun,tekkekoy,0,0,1,1,0
2013,samsun,tekkekoy,0,0,1,1,0
2014,samsun,tekkekoy,0,0,1,1,0
2015,samsun,tekkekoy,0,0,1,1,0
2016,samsun,tekkekoy,0,0,1,1,0
2017,samsun,tekkekoy,0,0,1,1,0
2018,samsun,tekkekoy,0,0,1,1,0
2019,samsun,tekkekoy,0,0,0,0,0
2020,samsun,tekkekoy,0,0,0,0,0
2002,samsun,terme,0,0,0,0,0
2003,samsun,terme,0,0,0,0,0
2004,samsun,terme,0,0,0,0,0
2005,samsun,terme,0,0,0,0,0
2006,samsun,terme,0,0,0,0,0
2007,samsun,terme,0,0,1,1,0
2008,samsun,terme,0,0,1,1,0
2009,samsun,terme,0,0,1,1,0
2010,samsun,terme,0,0,1,1,0
2011,samsun,terme,0,0,1,1,0
2012,samsun,terme,0,0,1,1,0
2013,samsun,terme,0,0,1,1,0
2014,samsun,terme,0,0,1,1,0
2015,samsun,terme,0,0,1,1,0
2016,samsun,terme,0,0,1,1,0
2017,samsun,terme,0,0,1,1,0
2018,samsun,terme,0,0,1,1,0
2019,samsun,terme,0,0,0,0,0
2020,samsun,terme,0,0,0,0,0
2002,samsun,vezirkopru,0,0,0,0,0
2003,samsun,vezirkopru,0,0,0,0,0
2004,samsun,vezirkopru,0,0,0,0,0
2005,samsun,vezirkopru,0,0,0,0,0
2006,samsun,vezirkopru,0,0,0,0,0
2007,samsun,vezirkopru,0,0,1,1,0
2008,samsun,vezirkopru,0,0,1,1,0
2009,samsun,vezirkopru,0,0,1,1,0
2010,samsun,vezirkopru,0,0,1,1,0
2011,samsun,vezirkopru,0,0,1,1,0
2012,samsun,vezirkopru,0,0,1,1,0
2013,samsun,vezirkopru,0,0,1,1,0
2014,samsun,vezirkopru,0,0,1,1,0
2015,samsun,vezirkopru,0,0,1,1,0
2016,samsun,vezirkopru,0,0,1,1,0
2017,samsun,vezirkopru,0,0,1,1,0
2018,samsun,vezirkopru,0,0,1,1,0
2019,samsun,vezirkopru,0,0,0,0,0
2020,samsun,vezirkopru,0,0,0,0,0
2002,samsun,yakakent,0,0,0,0,0
2003,samsun,yakakent,0,0,0,0,0
2004,samsun,yakakent,0,0,0,0,0
2005,samsun,yakakent,0,0,0,0,0
2006,samsun,yakakent,0,0,0,0,0
2007,samsun,yakakent,0,0,1,1,0
2008,samsun,yakakent,0,0,1,1,0
2009,samsun,yakakent,0,0,1,1,0
2010,samsun,yakakent,0,0,1,1,0
2011,samsun,yakakent,0,0,1,1,0
2012,samsun,yakakent,0,0,1,1,0
2013,samsun,yakakent,0,0,1,1,0
2014,samsun,yakakent,0,0,1,1,0
2015,samsun,yakakent,0,0,1,1,0
2016,samsun,yakakent,0,0,1,1,0
2017,samsun,yakakent,0,0,1,1,0
2018,samsun,yakakent,0,0,1,1,0
2019,samsun,yakakent,0,0,0,0,0
2020,samsun,yakakent,0,0,0,0,0
2002,sanliurfa,akcakale,0,0,0,0,0
2003,sanliurfa,akcakale,0,0,0,0,0
2004,sanliurfa,akcakale,0,0,0,0,0
2005,sanliurfa,akcakale,0,0,0,0,0
2006,sanliurfa,akcakale,0,0,0,0,0
2007,sanliurfa,akcakale,0,0,0,0,0
2008,sanliurfa,akcakale,0,0,0,0,0
2009,sanliurfa,akcakale,0,0,0,0,0
2010,sanliurfa,akcakale,0,0,0,0,0
2011,sanliurfa,akcakale,0,0,0,0,0
2012,sanliurfa,akcakale,0,0,0,0,0
2013,sanliurfa,akcakale,0,0,0,0,0
2014,sanliurfa,akcakale,0,0,0,0,0
2015,sanliurfa,akcakale,0,0,0,0,0
2016,sanliurfa,akcakale,0,0,0,0,0
2017,sanliurfa,akcakale,0,0,1,1,0
2018,sanliurfa,akcakale,0,0,1,1,0
2019,sanliurfa,akcakale,0,0,0,0,0
2020,sanliurfa,akcakale,0,0,0,0,0
2002,sanliurfa,birecik,0,0,0,0,0
2003,sanliurfa,birecik,0,0,0,0,0
2004,sanliurfa,birecik,0,0,0,0,0
2005,sanliurfa,birecik,0,0,0,0,0
2006,sanliurfa,birecik,0,0,0,0,0
2007,sanliurfa,birecik,0,0,0,0,0
2008,sanliurfa,birecik,0,0,0,0,0
2009,sanliurfa,birecik,0,0,0,0,0
2010,sanliurfa,birecik,0,0,0,0,0
2011,sanliurfa,birecik,0,0,0,0,0
2012,sanliurfa,birecik,0,0,0,0,0
2013,sanliurfa,birecik,0,0,0,0,0
2014,sanliurfa,birecik,0,0,0,0,0
2015,sanliurfa,birecik,0,0,0,0,0
2016,sanliurfa,birecik,0,0,0,0,0
2017,sanliurfa,birecik,0,0,1,1,0
2018,sanliurfa,birecik,0,0,1,1,0
2019,sanliurfa,birecik,0,0,0,0,0
2020,sanliurfa,birecik,0,0,0,0,0
2002,sanliurfa,bozova,0,0,0,0,0
2003,sanliurfa,bozova,0,0,0,0,0
2004,sanliurfa,bozova,0,0,0,0,0
2005,sanliurfa,bozova,0,0,0,0,0
2006,sanliurfa,bozova,0,0,0,0,0
2007,sanliurfa,bozova,0,0,0,0,0
2008,sanliurfa,bozova,0,0,0,0,0
2009,sanliurfa,bozova,0,0,0,0,0
2010,sanliurfa,bozova,0,0,0,0,0
2011,sanliurfa,bozova,0,0,0,0,0
2012,sanliurfa,bozova,0,0,0,0,0
2013,sanliurfa,bozova,0,0,0,0,0
2014,sanliurfa,bozova,0,0,0,0,0
2015,sanliurfa,bozova,0,0,0,0,0
2016,sanliurfa,bozova,0,0,0,0,0
2017,sanliurfa,bozova,0,0,1,1,0
2018,sanliurfa,bozova,0,0,1,1,0
2019,sanliurfa,bozova,0,0,0,0,0
2020,sanliurfa,bozova,0,0,0,0,0
2002,sanliurfa,ceylanpinar,0,0,0,0,0
2003,sanliurfa,ceylanpinar,0,0,0,0,0
2004,sanliurfa,ceylanpinar,0,0,0,0,0
2005,sanliurfa,ceylanpinar,0,0,0,0,0
2006,sanliurfa,ceylanpinar,0,0,0,0,0
2007,sanliurfa,ceylanpinar,0,0,0,0,0
2008,sanliurfa,ceylanpinar,0,0,0,0,0
2009,sanliurfa,ceylanpinar,0,0,0,0,0
2010,sanliurfa,ceylanpinar,0,0,0,0,0
2011,sanliurfa,ceylanpinar,0,0,0,0,0
2012,sanliurfa,ceylanpinar,0,0,0,0,0
2013,sanliurfa,ceylanpinar,0,0,0,0,0
2014,sanliurfa,ceylanpinar,0,0,0,0,0
2015,sanliurfa,ceylanpinar,0,0,0,0,0
2016,sanliurfa,ceylanpinar,0,0,0,0,0
2017,sanliurfa,ceylanpinar,0,0,1,1,0
2018,sanliurfa,ceylanpinar,0,0,1,1,0
2019,sanliurfa,ceylanpinar,0,0,0,0,0
2020,sanliurfa,ceylanpinar,0,0,0,0,0
2013,sanliurfa,eyyubiye,0,1,0,0,1
2014,sanliurfa,eyyubiye,0,1,0,0,1
2015,sanliurfa,eyyubiye,0,1,0,0,0
2015,sanliurfa,eyyubiye,0,1,0,0,0
2016,sanliurfa,eyyubiye,0,1,0,0,0
2017,sanliurfa,eyyubiye,0,1,1,1,0
2018,sanliurfa,eyyubiye,0,1,1,1,0
2019,sanliurfa,eyyubiye,0,1,0,0,0
2020,sanliurfa,eyyubiye,0,1,0,0,0
2002,sanliurfa,halfeti,0,0,0,0,0
2003,sanliurfa,halfeti,0,0,0,0,0
2004,sanliurfa,halfeti,0,0,0,0,0
2005,sanliurfa,halfeti,0,0,0,0,0
2006,sanliurfa,halfeti,0,0,0,0,0
2007,sanliurfa,halfeti,0,0,0,0,0
2008,sanliurfa,halfeti,0,0,0,0,0
2009,sanliurfa,halfeti,0,0,0,0,0
2010,sanliurfa,halfeti,0,0,0,0,0
2011,sanliurfa,halfeti,0,0,0,0,0
2012,sanliurfa,halfeti,0,0,0,0,0
2013,sanliurfa,halfeti,0,0,0,0,0
2014,sanliurfa,halfeti,0,0,0,0,0
2015,sanliurfa,halfeti,0,0,0,0,0
2016,sanliurfa,halfeti,0,0,0,0,0
2017,sanliurfa,halfeti,0,0,1,1,0
2018,sanliurfa,halfeti,0,0,1,1,0
2019,sanliurfa,halfeti,0,0,0,0,0
2020,sanliurfa,halfeti,0,0,0,0,0
2013,sanliurfa,haliliye,0,1,0,0,1
2014,sanliurfa,haliliye,0,1,0,0,1
2015,sanliurfa,haliliye,0,1,0,0,0
2016,sanliurfa,haliliye,0,1,0,0,0
2017,sanliurfa,haliliye,0,1,1,1,0
2018,sanliurfa,haliliye,0,1,1,1,0
2019,sanliurfa,haliliye,0,1,0,0,0
2020,sanliurfa,haliliye,0,1,0,0,0
2002,sanliurfa,harran,0,0,0,0,0
2003,sanliurfa,harran,0,0,0,0,0
2004,sanliurfa,harran,0,0,0,0,0
2005,sanliurfa,harran,0,0,0,0,0
2006,sanliurfa,harran,0,0,0,0,0
2007,sanliurfa,harran,0,0,0,0,0
2008,sanliurfa,harran,0,0,0,0,0
2009,sanliurfa,harran,0,0,0,0,0
2010,sanliurfa,harran,0,0,0,0,0
2011,sanliurfa,harran,0,0,0,0,0
2012,sanliurfa,harran,0,0,0,0,0
2013,sanliurfa,harran,0,0,0,0,0
2014,sanliurfa,harran,0,0,0,0,0
2015,sanliurfa,harran,0,0,0,0,0
2016,sanliurfa,harran,0,0,0,0,0
2017,sanliurfa,harran,0,0,1,1,0
2018,sanliurfa,harran,0,0,1,1,0
2019,sanliurfa,harran,0,0,0,0,0
2020,sanliurfa,harran,0,0,0,0,0
2002,sanliurfa,hilvan,0,0,0,0,0
2003,sanliurfa,hilvan,0,0,0,0,0
2004,sanliurfa,hilvan,0,0,0,0,0
2005,sanliurfa,hilvan,0,0,0,0,0
2006,sanliurfa,hilvan,0,0,0,0,0
2007,sanliurfa,hilvan,0,0,0,0,0
2008,sanliurfa,hilvan,0,0,0,0,0
2009,sanliurfa,hilvan,0,0,0,0,0
2010,sanliurfa,hilvan,0,0,0,0,0
2011,sanliurfa,hilvan,0,0,0,0,0
2012,sanliurfa,hilvan,0,0,0,0,0
2013,sanliurfa,hilvan,0,0,0,0,0
2014,sanliurfa,hilvan,0,0,0,0,0
2015,sanliurfa,hilvan,0,0,0,0,0
2016,sanliurfa,hilvan,0,0,0,0,0
2017,sanliurfa,hilvan,0,0,1,1,0
2018,sanliurfa,hilvan,0,0,1,1,0
2019,sanliurfa,hilvan,0,0,0,0,0
2020,sanliurfa,hilvan,0,0,0,0,0
2013,sanliurfa,karakopru,0,1,0,0,1
2014,sanliurfa,karakopru,0,1,0,0,1
2015,sanliurfa,karakopru,0,1,0,0,0
2016,sanliurfa,karakopru,0,1,0,0,0
2017,sanliurfa,karakopru,0,1,1,1,0
2018,sanliurfa,karakopru,0,1,1,1,0
2019,sanliurfa,karakopru,0,1,0,0,0
2020,sanliurfa,karakopru,0,1,0,0,0
2002,sanliurfa,merkez,1,0,0,0,0
2003,sanliurfa,merkez,1,0,0,0,0
2004,sanliurfa,merkez,1,0,0,0,0
2005,sanliurfa,merkez,1,0,0,0,0
2006,sanliurfa,merkez,1,0,0,0,0
2007,sanliurfa,merkez,1,0,0,0,0
2008,sanliurfa,merkez,1,0,0,0,0
2009,sanliurfa,merkez,1,0,0,0,0
2010,sanliurfa,merkez,1,0,0,0,0
2011,sanliurfa,merkez,1,0,0,0,0
2012,sanliurfa,merkez,1,0,0,0,0
2002,sanliurfa,siverek,0,0,0,0,0
2003,sanliurfa,siverek,0,0,0,0,0
2004,sanliurfa,siverek,0,0,0,0,0
2005,sanliurfa,siverek,0,0,0,0,0
2006,sanliurfa,siverek,0,0,0,0,0
2007,sanliurfa,siverek,0,0,0,0,0
2008,sanliurfa,siverek,0,0,0,0,0
2009,sanliurfa,siverek,0,0,0,0,0
2010,sanliurfa,siverek,0,0,0,0,0
2011,sanliurfa,siverek,0,0,0,0,0
2012,sanliurfa,siverek,0,0,0,0,0
2013,sanliurfa,siverek,0,0,0,0,0
2014,sanliurfa,siverek,0,0,0,0,0
2015,sanliurfa,siverek,0,0,0,0,0
2016,sanliurfa,siverek,0,0,0,0,0
2017,sanliurfa,siverek,0,0,1,1,0
2018,sanliurfa,siverek,0,0,1,1,0
