year,province,district,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered
2003,ordu,merkez,1,0,1,1,0
2004,ordu,merkez,1,0,1,1,0
2005,ordu,merkez,1,0,1,1,0
2006,ordu,merkez,1,0,1,1,0
2007,ordu,merkez,1,0,1,1,0
2008,ordu,merkez,1,0,1,1,0
2009,ordu,merkez,1,0,1,1,0
2010,ordu,merkez,1,0,1,1,0
2011,ordu,merkez,1,0,1,1,0
2012,ordu,merkez,1,0,1,0,0
2002,ordu,mesudiye,0,0,1,1,0
2003,ordu,mesudiye,0,0,1,1,0
2004,ordu,mesudiye,0,0,1,1,0
2005,ordu,mesudiye,0,0,1,1,0
2006,ordu,mesudiye,0,0,1,1,0
2007,ordu,mesudiye,0,0,1,1,0
2008,ordu,mesudiye,0,0,1,1,0
2009,ordu,mesudiye,0,0,1,1,0
2010,ordu,mesudiye,0,0,1,1,0
2011,ordu,mesudiye,0,0,1,1,0
2012,ordu,mesudiye,0,0,1,0,0
2013,ordu,mesudiye,0,0,1,0,0
2014,ordu,mesudiye,0,0,1,1,0
2015,ordu,mesudiye,0,0,1,1,0
2016,ordu,mesudiye,0,0,1,1,0
2017,ordu,mesudiye,0,0,1,1,0
2018,ordu,mesudiye,0,0,1,1,0
2019,ordu,mesudiye,0,0,1,0,0
2020,ordu,mesudiye,0,0,1,0,0
2002,ordu,persembe,0,0,1,1,0
2003,ordu,persembe,0,0,1,1,0
2004,ordu,persembe,0,0,1,1,0
2005,ordu,persembe,0,0,1,1,0
2006,ordu,persembe,0,0,1,1,0
2007,ordu,persembe,0,0,1,1,0
2008,ordu,persembe,0,0,1,1,0
2009,ordu,persembe,0,0,1,1,0
2010,ordu,persembe,0,0,1,1,0
2011,ordu,persembe,0,0,1,1,0
2012,ordu,persembe,0,0,1,0,0
2013,ordu,persembe,0,0,1,0,0
2014,ordu,persembe,0,0,1,1,0
2015,ordu,persembe,0,0,1,1,0
2016,ordu,persembe,0,0,1,1,0
2017,ordu,persembe,0,0,1,1,0
2018,ordu,persembe,0,0,1,1,0
2019,ordu,persembe,0,0,1,0,0
2020,ordu,persembe,0,0,1,0,0
2002,ordu,ulubey,0,0,1,1,0
2003,ordu,ulubey,0,0,1,1,0
2004,ordu,ulubey,0,0,1,1,0
2005,ordu,ulubey,0,0,1,1,0
2006,ordu,ulubey,0,0,1,1,0
2007,ordu,ulubey,0,0,1,1,0
2008,ordu,ulubey,0,0,1,1,0
2009,ordu,ulubey,0,0,1,1,0
2010,ordu,ulubey,0,0,1,1,0
2011,ordu,ulubey,0,0,1,1,0
2012,ordu,ulubey,0,0,1,0,0
2013,ordu,ulubey,0,0,1,0,0
2014,ordu,ulubey,0,0,1,1,0
2015,ordu,ulubey,0,0,1,1,0
2016,ordu,ulubey,0,0,1,1,0
2017,ordu,ulubey,0,0,1,1,0
2018,ordu,ulubey,0,0,1,1,0
2019,ordu,ulubey,0,0,1,0,0
2020,ordu,ulubey,0,0,1,0,0
2002,ordu,unye,0,0,1,1,0
2003,ordu,unye,0,0,1,1,0
2004,ordu,unye,0,0,1,1,0
2005,ordu,unye,0,0,1,1,0
2006,ordu,unye,0,0,1,1,0
2007,ordu,unye,0,0,1,1,0
2008,ordu,unye,0,0,1,1,0
2009,ordu,unye,0,0,1,1,0
2010,ordu,unye,0,0,1,1,0
2011,ordu,unye,0,0,1,1,0
2012,ordu,unye,0,0,1,0,0
2013,ordu,unye,0,0,1,0,0
2014,ordu,unye,0,0,1,1,0
2015,ordu,unye,0,0,1,1,0
2016,ordu,unye,0,0,1,1,0
2017,ordu,unye,0,0,1,1,0
2018,ordu,unye,0,0,1,1,0
2019,ordu,unye,0,0,1,0,0
2020,ordu,unye,0,0,1,0,0
2002,osmaniye,bahce,0,0,0,0,0
2003,osmaniye,bahce,0,0,0,0,0
2004,osmaniye,bahce,0,0,0,0,0
2005,osmaniye,bahce,0,0,0,0,0
2006,osmaniye,bahce,0,0,0,0,0
2007,osmaniye,bahce,0,0,0,0,0
2008,osmaniye,bahce,0,0,0,0,0
2009,osmaniye,bahce,0,0,0,0,0
2010,osmaniye,bahce,0,0,0,0,0
2011,osmaniye,bahce,0,0,0,0,0
2012,osmaniye,bahce,0,0,0,0,0
2013,osmaniye,bahce,0,0,0,0,0
2014,osmaniye,bahce,0,0,0,0,0
2015,osmaniye,bahce,0,0,0,0,0
2016,osmaniye,bahce,0,0,0,0,0
2017,osmaniye,bahce,0,0,0,0,0
2018,osmaniye,bahce,0,0,0,0,0
2019,osmaniye,bahce,0,0,0,0,0
2020,osmaniye,bahce,0,0,0,0,0
2002,osmaniye,duzici,0,0,0,0,0
2003,osmaniye,duzici,0,0,0,0,0
2004,osmaniye,duzici,0,0,0,0,0
2005,osmaniye,duzici,0,0,0,0,0
2006,osmaniye,duzici,0,0,0,0,0
2007,osmaniye,duzici,0,0,0,0,0
2008,osmaniye,duzici,0,0,0,0,0
2009,osmaniye,duzici,0,0,0,0,0
2010,osmaniye,duzici,0,0,0,0,0
2011,osmaniye,duzici,0,0,0,0,0
2012,osmaniye,duzici,0,0,0,0,0
2013,osmaniye,duzici,0,0,0,0,0
2014,osmaniye,duzici,0,0,0,0,0
2015,osmaniye,duzici,0,0,0,0,0
2016,osmaniye,duzici,0,0,0,0,0
2017,osmaniye,duzici,0,0,0,0,0
2018,osmaniye,duzici,0,0,0,0,0
2019,osmaniye,duzici,0,0,0,0,0
2020,osmaniye,duzici,0,0,0,0,0
2002,osmaniye,hasanbeyli,0,0,0,0,0
2003,osmaniye,hasanbeyli,0,0,0,0,0
2004,osmaniye,hasanbeyli,0,0,0,0,0
2005,osmaniye,hasanbeyli,0,0,0,0,0
2006,osmaniye,hasanbeyli,0,0,0,0,0
2007,osmaniye,hasanbeyli,0,0,0,0,0
2008,osmaniye,hasanbeyli,0,0,0,0,0
2009,osmaniye,hasanbeyli,0,0,0,0,0
2010,osmaniye,hasanbeyli,0,0,0,0,0
2011,osmaniye,hasanbeyli,0,0,0,0,0
2012,osmaniye,hasanbeyli,0,0,0,0,0
2013,osmaniye,hasanbeyli,0,0,0,0,0
2014,osmaniye,hasanbeyli,0,0,0,0,0
2015,osmaniye,hasanbeyli,0,0,0,0,0
2016,osmaniye,hasanbeyli,0,0,0,0,0
2017,osmaniye,hasanbeyli,0,0,0,0,0
2018,osmaniye,hasanbeyli,0,0,0,0,0
2019,osmaniye,hasanbeyli,0,0,0,0,0
2020,osmaniye,hasanbeyli,0,0,0,0,0
2002,osmaniye,kadirli,0,0,0,0,0
2003,osmaniye,kadirli,0,0,0,0,0
2004,osmaniye,kadirli,0,0,0,0,0
2005,osmaniye,kadirli,0,0,0,0,0
2006,osmaniye,kadirli,0,0,0,0,0
2007,osmaniye,kadirli,0,0,0,0,0
2008,osmaniye,kadirli,0,0,0,0,0
2009,osmaniye,kadirli,0,0,0,0,0
2010,osmaniye,kadirli,0,0,0,0,0
2011,osmaniye,kadirli,0,0,0,0,0
2012,osmaniye,kadirli,0,0,0,0,0
2013,osmaniye,kadirli,0,0,0,0,0
2014,osmaniye,kadirli,0,0,0,0,0
2015,osmaniye,kadirli,0,0,0,0,0
2016,osmaniye,kadirli,0,0,0,0,0
2017,osmaniye,kadirli,0,0,0,0,0
2018,osmaniye,kadirli,0,0,0,0,0
2019,osmaniye,kadirli,0,0,0,0,0
2020,osmaniye,kadirli,0,0,0,0,0
2002,osmaniye,merkez,0,0,0,0,0
2003,osmaniye,merkez,0,0,0,0,0
2004,osmaniye,merkez,0,0,0,0,0
2005,osmaniye,merkez,0,0,0,0,0
2006,osmaniye,merkez,0,0,0,0,0
2007,osmaniye,merkez,0,0,0,0,0
2008,osmaniye,merkez,0,0,0,0,0
2009,osmaniye,merkez,0,0,0,0,0
2010,osmaniye,merkez,0,0,0,0,0
2011,osmaniye,merkez,0,0,0,0,0
2012,osmaniye,merkez,0,0,0,0,0
2013,osmaniye,merkez,0,0,0,0,0
2014,osmaniye,merkez,0,0,0,0,0
2015,osmaniye,merkez,0,0,0,0,0
2016,osmaniye,merkez,0,0,0,0,0
2017,osmaniye,merkez,0,0,0,0,0
2018,osmaniye,merkez,0,0,0,0,0
2019,osmaniye,merkez,0,0,0,0,0
2020,osmaniye,merkez,0,0,0,0,0
2002,osmaniye,sumbas,0,0,0,0,0
2003,osmaniye,sumbas,0,0,0,0,0
2004,osmaniye,sumbas,0,0,0,0,0
2005,osmaniye,sumbas,0,0,0,0,0
2006,osmaniye,sumbas,0,0,0,0,0
2007,osmaniye,sumbas,0,0,0,0,0
2008,osmaniye,sumbas,0,0,0,0,0
2009,osmaniye,sumbas,0,0,0,0,0
2010,osmaniye,sumbas,0,0,0,0,0
2011,osmaniye,sumbas,0,0,0,0,0
2012,osmaniye,sumbas,0,0,0,0,0
2013,osmaniye,sumbas,0,0,0,0,0
2014,osmaniye,sumbas,0,0,0,0,0
2015,osmaniye,sumbas,0,0,0,0,0
2016,osmaniye,sumbas,0,0,0,0,0
2017,osmaniye,sumbas,0,0,0,0,0
2018,osmaniye,sumbas,0,0,0,0,0
2019,osmaniye,sumbas,0,0,0,0,0
2020,osmaniye,sumbas,0,0,0,0,0
2002,osmaniye,toprakkale,0,0,0,0,0
2003,osmaniye,toprakkale,0,0,0,0,0
2004,osmaniye,toprakkale,0,0,0,0,0
2005,osmaniye,toprakkale,0,0,0,0,0
2006,osmaniye,toprakkale,0,0,0,0,0
2007,osmaniye,toprakkale,0,0,0,0,0
2008,osmaniye,toprakkale,0,0,0,0,0
2009,osmaniye,toprakkale,0,0,0,0,0
2010,osmaniye,toprakkale,0,0,0,0,0
2011,osmaniye,toprakkale,0,0,0,0,0
2012,osmaniye,toprakkale,0,0,0,0,0
2013,osmaniye,toprakkale,0,0,0,0,0
2014,osmaniye,toprakkale,0,0,0,0,0
2015,osmaniye,toprakkale,0,0,0,0,0
2016,osmaniye,toprakkale,0,0,0,0,0
2017,osmaniye,toprakkale,0,0,0,0,0
2018,osmaniye,toprakkale,0,0,0,0,0
2019,osmaniye,toprakkale,0,0,0,0,0
2020,osmaniye,toprakkale,0,0,0,0,0
2002,rize,ardesen,0,0,1,1,0
2003,rize,ardesen,0,0,1,1,0
2004,rize,ardesen,0,0,1,1,0
2005,rize,ardesen,0,0,1,1,0
2006,rize,ardesen,0,0,1,1,0
2007,rize,ardesen,0,0,1,1,0
2008,rize,ardesen,0,0,1,1,0
2009,rize,ardesen,0,0,1,1,0
2010,rize,ardesen,0,0,1,1,0
2011,rize,ardesen,0,0,1,1,0
2012,rize,ardesen,0,0,1,1,0
2013,rize,ardesen,0,0,1,1,0
2014,rize,ardesen,0,0,1,1,0
2015,rize,ardesen,0,0,1,0,0
2016,rize,ardesen,0,0,0,0,0
2017,rize,ardesen,0,0,1,1,0
2018,rize,ardesen,0,0,1,1,0
2019,rize,ardesen,0,0,1,0,0
2020,rize,ardesen,0,0,1,0,0
2002,rize,camlihemsin,0,0,1,1,0
2003,rize,camlihemsin,0,0,1,1,0
2004,rize,camlihemsin,0,0,1,1,0
2005,rize,camlihemsin,0,0,1,1,0
2006,rize,camlihemsin,0,0,1,1,0
2007,rize,camlihemsin,0,0,1,1,0
2008,rize,camlihemsin,0,0,1,1,0
2009,rize,camlihemsin,0,0,1,1,0
2010,rize,camlihemsin,0,0,1,1,0
2011,rize,camlihemsin,0,0,1,1,0
2012,rize,camlihemsin,0,0,1,1,0
2013,rize,camlihemsin,0,0,1,1,0
2014,rize,camlihemsin,0,0,1,1,0
2015,rize,camlihemsin,0,0,1,0,0
2016,rize,camlihemsin,0,0,0,0,0
2017,rize,camlihemsin,0,0,1,1,0
2018,rize,camlihemsin,0,0,1,1,0
2019,rize,camlihemsin,0,0,1,0,0
2020,rize,camlihemsin,0,0,1,0,0
2002,rize,cayeli,0,0,1,1,0
2003,rize,cayeli,0,0,1,1,0
2004,rize,cayeli,0,0,1,1,0
2005,rize,cayeli,0,0,1,1,0
2006,rize,cayeli,0,0,1,1,0
2007,rize,cayeli,0,0,1,1,0
2008,rize,cayeli,0,0,1,1,0
2009,rize,cayeli,0,0,1,1,0
2010,rize,cayeli,0,0,1,1,0
2011,rize,cayeli,0,0,1,1,0
2012,rize,cayeli,0,0,1,1,0
2013,rize,cayeli,0,0,1,1,0
2014,rize,cayeli,0,0,1,1,0
2015,rize,cayeli,0,0,1,0,0
2016,rize,cayeli,0,0,0,0,0
2017,rize,cayeli,0,0,1,1,0
2018,rize,cayeli,0,0,1,1,0
2019,rize,cayeli,0,0,1,0,0
2020,rize,cayeli,0,0,1,0,0
2002,rize,derepazari,0,0,1,1,0
2003,rize,derepazari,0,0,1,1,0
2004,rize,derepazari,0,0,1,1,0
2005,rize,derepazari,0,0,1,1,0
2006,rize,derepazari,0,0,1,1,0
2007,rize,derepazari,0,0,1,1,0
2008,rize,derepazari,0,0,1,1,0
2009,rize,derepazari,0,0,1,1,0
2010,rize,derepazari,0,0,1,1,0
2011,rize,derepazari,0,0,1,1,0
2012,rize,derepazari,0,0,1,1,0
2013,rize,derepazari,0,0,1,1,0
2014,rize,derepazari,0,0,1,1,0
2015,rize,derepazari,0,0,1,0,0
2016,rize,derepazari,0,0,0,0,0
2017,rize,derepazari,0,0,1,1,0
2018,rize,derepazari,0,0,1,1,0
2019,rize,derepazari,0,0,1,0,0
2020,rize,derepazari,0,0,1,0,0
2002,rize,findikli,0,0,1,1,0
2003,rize,findikli,0,0,1,1,0
2004,rize,findikli,0,0,1,1,0
2005,rize,findikli,0,0,1,1,0
2006,rize,findikli,0,0,1,1,0
2007,rize,findikli,0,0,1,1,0
2008,rize,findikli,0,0,1,1,0
2009,rize,findikli,0,0,1,1,0
2010,rize,findikli,0,0,1,1,0
2011,rize,findikli,0,0,1,1,0
2012,rize,findikli,0,0,1,1,0
2013,rize,findikli,0,0,1,1,0
2014,rize,findikli,0,0,1,1,0
2015,rize,findikli,0,0,1,0,0
2016,rize,findikli,0,0,0,0,0
2017,rize,findikli,0,0,1,1,0
2018,rize,findikli,0,0,1,1,0
2019,rize,findikli,0,0,1,0,0
2020,rize,findikli,0,0,1,0,0
2002,rize,guneysu,0,0,1,1,0
2003,rize,guneysu,0,0,1,1,0
2004,rize,guneysu,0,0,1,1,0
2005,rize,guneysu,0,0,1,1,0
2006,rize,guneysu,0,0,1,1,0
2007,rize,guneysu,0,0,1,1,0
2008,rize,guneysu,0,0,1,1,0
2009,rize,guneysu,0,0,1,1,0
2010,rize,guneysu,0,0,1,1,0
2011,rize,guneysu,0,0,1,1,0
2012,rize,guneysu,0,0,1,1,0
2013,rize,guneysu,0,0,1,1,0
2014,rize,guneysu,0,0,1,1,0
2015,rize,guneysu,0,0,1,0,0
2016,rize,guneysu,0,0,0,0,0
2017,rize,guneysu,0,0,1,1,0
2018,rize,guneysu,0,0,1,1,0
2019,rize,guneysu,0,0,1,0,0
2020,rize,guneysu,0,0,1,0,0
2002,rize,hemsin,0,0,1,1,0
2003,rize,hemsin,0,0,1,1,0
2004,rize,hemsin,0,0,1,1,0
2005,rize,hemsin,0,0,1,1,0
2006,rize,hemsin,0,0,1,1,0
2007,rize,hemsin,0,0,1,1,0
2008,rize,hemsin,0,0,1,1,0
2009,rize,hemsin,0,0,1,1,0
2010,rize,hemsin,0,0,1,1,0
2011,rize,hemsin,0,0,1,1,0
2012,rize,hemsin,0,0,1,1,0
2013,rize,hemsin,0,0,1,1,0
2014,rize,hemsin,0,0,1,1,0
2015,rize,hemsin,0,0,1,0,0
2016,rize,hemsin,0,0,0,0,0
2017,rize,hemsin,0,0,1,1,0
2018,rize,hemsin,0,0,1,1,0
2019,rize,hemsin,0,0,1,0,0
2020,rize,hemsin,0,0,1,0,0
2002,rize,ikizdere,0,0,1,1,0
2003,rize,ikizdere,0,0,1,1,0
2004,rize,ikizdere,0,0,1,1,0
2005,rize,ikizdere,0,0,1,1,0
2006,rize,ikizdere,0,0,1,1,0
2007,rize,ikizdere,0,0,1,1,0
2008,rize,ikizdere,0,0,1,1,0
2009,rize,ikizdere,0,0,1,1,0
2010,rize,ikizdere,0,0,1,1,0
2011,rize,ikizdere,0,0,1,1,0
2012,rize,ikizdere,0,0,1,1,0
2013,rize,ikizdere,0,0,1,1,0
2014,rize,ikizdere,0,0,1,1,0
2015,rize,ikizdere,0,0,1,0,0
2016,rize,ikizdere,0,0,0,0,0
2017,rize,ikizdere,0,0,1,1,0
2018,rize,ikizdere,0,0,1,1,0
2019,rize,ikizdere,0,0,1,0,0
2020,rize,ikizdere,0,0,1,0,0
2002,rize,iyidere,0,0,1,1,0
2003,rize,iyidere,0,0,1,1,0
2004,rize,iyidere,0,0,1,1,0
2005,rize,iyidere,0,0,1,1,0
2006,rize,iyidere,0,0,1,1,0
2007,rize,iyidere,0,0,1,1,0
2008,rize,iyidere,0,0,1,1,0
2009,rize,iyidere,0,0,1,1,0
2010,rize,iyidere,0,0,1,1,0
2011,rize,iyidere,0,0,1,1,0
2012,rize,iyidere,0,0,1,1,0
2013,rize,iyidere,0,0,1,1,0
2014,rize,iyidere,0,0,1,1,0
2015,rize,iyidere,0,0,1,0,0
2016,rize,iyidere,0,0,0,0,0
2017,rize,iyidere,0,0,1,1,0
2018,rize,iyidere,0,0,1,1,0
2019,rize,iyidere,0,0,1,0,0
2020,rize,iyidere,0,0,1,0,0
2002,rize,kalkandere,0,0,1,1,0
2003,rize,kalkandere,0,0,1,1,0
2004,rize,kalkandere,0,0,1,1,0
2005,rize,kalkandere,0,0,1,1,0
2006,rize,kalkandere,0,0,1,1,0
2007,rize,kalkandere,0,0,1,1,0
2008,rize,kalkandere,0,0,1,1,0
2009,rize,kalkandere,0,0,1,1,0
2010,rize,kalkandere,0,0,1,1,0
2011,rize,kalkandere,0,0,1,1,0
2012,rize,kalkandere,0,0,1,1,0
2013,rize,kalkandere,0,0,1,1,0
2014,rize,kalkandere,0,0,1,1,0
2015,rize,kalkandere,0,0,1,0,0
2016,rize,kalkandere,0,0,0,0,0
2017,rize,kalkandere,0,0,1,1,0
2018,rize,kalkandere,0,0,1,1,0
2019,rize,kalkandere,0,0,1,0,0
2020,rize,kalkandere,0,0,1,0,0
2002,rize,merkez,0,0,1,1,0
2003,rize,merkez,0,0,1,1,0
2004,rize,merkez,0,0,1,1,0
2005,rize,merkez,0,0,1,1,0
2006,rize,merkez,0,0,1,1,0
2007,rize,merkez,0,0,1,1,0
2008,rize,merkez,0,0,1,1,0
2009,rize,merkez,0,0,1,1,0
2010,rize,merkez,0,0,1,1,0
2011,rize,merkez,0,0,1,1,0
2012,rize,merkez,0,0,1,1,0
2013,rize,merkez,0,0,1,1,0
2014,rize,merkez,0,0,1,1,0
2015,rize,merkez,0,0,1,0,0
2016,rize,merkez,0,0,0,0,0
2017,rize,merkez,0,0,1,1,0
2018,rize,merkez,0,0,1,1,0
2019,rize,merkez,0,0,1,0,0
2020,rize,merkez,0,0,1,0,0
2002,rize,pazar,0,0,1,1,0
2003,rize,pazar,0,0,1,1,0
2004,rize,pazar,0,0,1,1,0
2005,rize,pazar,0,0,1,1,0
2006,rize,pazar,0,0,1,1,0
2007,rize,pazar,0,0,1,1,0
2008,rize,pazar,0,0,1,1,0
2009,rize,pazar,0,0,1,1,0
2010,rize,pazar,0,0,1,1,0
2011,rize,pazar,0,0,1,1,0
2012,rize,pazar,0,0,1,1,0
2013,rize,pazar,0,0,1,1,0
2014,rize,pazar,0,0,1,1,0
2015,rize,pazar,0,0,1,0,0
2016,rize,pazar,0,0,0,0,0
2017,rize,pazar,0,0,1,1,0
2018,rize,pazar,0,0,1,1,0
2019,rize,pazar,0,0,1,0,0
2020,rize,pazar,0,0,1,0,0
2008,sakarya,adapazari,0,1,0,0,1
2009,sakarya,adapazari,0,1,0,0,1
2010,sakarya,adapazari,0,1,0,0,1
2011,sakarya,adapazari,0,1,0,0,0
2012,sakarya,adapazari,0,1,0,0,0
2013,sakarya,adapazari,0,1,0,1,0
2014,sakarya,adapazari,0,1,0,1,0
2015,sakarya,adapazari,0,1,0,1,0
2016,sakarya,adapazari,0,1,0,0,0
2017,sakarya,adapazari,0,1,0,0,0
2018,sakarya,adapazari,0,1,0,0,0
2019,sakarya,adapazari,0,1,0,0,0
2020,sakarya,adapazari,0,1,0,0,0
2002,sakarya,akyazi,0,0,0,0,0
2003,sakarya,akyazi,0,0,0,0,0
2004,sakarya,akyazi,0,0,0,0,0
2005,sakarya,akyazi,0,0,0,0,0
2006,sakarya,akyazi,0,0,0,0,0
2007,sakarya,akyazi,0,0,0,0,0
2008,sakarya,akyazi,0,0,0,0,0
2009,sakarya,akyazi,0,0,0,0,0
2010,sakarya,akyazi,0,0,0,0,0
2011,sakarya,akyazi,0,0,0,0,0
2012,sakarya,akyazi,0,0,0,0,0
2013,sakarya,akyazi,0,0,0,1,0
2014,sakarya,akyazi,0,0,0,1,0
2015,sakarya,akyazi,0,0,0,1,0
2016,sakarya,akyazi,0,0,0,0,0
2017,sakarya,akyazi,0,0,0,0,0
2018,sakarya,akyazi,0,0,0,0,0
2019,sakarya,akyazi,0,0,0,0,0
2020,sakarya,akyazi,0,0,0,0,0
2008,sakarya,arifiye,0,1,0,0,1
2009,sakarya,arifiye,0,1,0,0,1
2010,sakarya,arifiye,0,1,0,0,1
2011,sakarya,arifiye,0,1,0,0,0
2012,sakarya,arifiye,0,1,0,0,0
2013,sakarya,arifiye,0,1,0,1,0
2014,sakarya,arifiye,0,1,0,1,0
2015,sakarya,arifiye,0,1,0,1,0
2016,sakarya,arifiye,0,1,0,0,0
2017,sakarya,arifiye,0,1,0,0,0
2018,sakarya,arifiye,0,1,0,0,0
2019,sakarya,arifiye,0,1,0,0,0
2020,sakarya,arifiye,0,1,0,0,0
2008,sakarya,erenler,0,1,0,0,1
2009,sakarya,erenler,0,1,0,0,1
2010,sakarya,erenler,0,1,0,0,1
2011,sakarya,erenler,0,1,0,0,0
2012,sakarya,erenler,0,1,0,0,0
2013,sakarya,erenler,0,1,0,1,0
2014,sakarya,erenler,0,1,0,1,0
2015,sakarya,erenler,0,1,0,1,0
2016,sakarya,erenler,0,1,0,0,0
2017,sakarya,erenler,0,1,0,0,0
2018,sakarya,erenler,0,1,0,0,0
2019,sakarya,erenler,0,1,0,0,0
2020,sakarya,erenler,0,1,0,0,0
2002,sakarya,ferizli,0,0,0,0,0
2003,sakarya,ferizli,0,0,0,0,0
2004,sakarya,ferizli,0,0,0,0,0
2005,sakarya,ferizli,0,0,0,0,0
2006,sakarya,ferizli,0,0,0,0,0
2007,sakarya,ferizli,0,0,0,0,0
2008,sakarya,ferizli,0,0,0,0,0
2009,sakarya,ferizli,0,0,0,0,0
2010,sakarya,ferizli,0,0,0,0,0
2011,sakarya,ferizli,0,0,0,0,0
2012,sakarya,ferizli,0,0,0,0,0
2013,sakarya,ferizli,0,0,0,1,0
2014,sakarya,ferizli,0,0,0,1,0
2015,sakarya,ferizli,0,0,0,1,0
2016,sakarya,ferizli,0,0,0,0,0
2017,sakarya,ferizli,0,0,0,0,0
2018,sakarya,ferizli,0,0,0,0,0
2019,sakarya,ferizli,0,0,0,0,0
2020,sakarya,ferizli,0,0,0,0,0
2002,sakarya,geyve,0,0,0,0,0
2003,sakarya,geyve,0,0,0,0,0
2004,sakarya,geyve,0,0,0,0,0
2005,sakarya,geyve,0,0,0,0,0
2006,sakarya,geyve,0,0,0,0,0
2007,sakarya,geyve,0,0,0,0,0
2008,sakarya,geyve,0,0,0,0,0
2009,sakarya,geyve,0,0,0,0,0
2010,sakarya,geyve,0,0,0,0,0
2011,sakarya,geyve,0,0,0,0,0
2012,sakarya,geyve,0,0,0,0,0
2013,sakarya,geyve,0,0,0,1,0
2014,sakarya,geyve,0,0,0,1,0
2015,sakarya,geyve,0,0,0,1,0
2016,sakarya,geyve,0,0,0,0,0
2017,sakarya,geyve,0,0,0,0,0
2018,sakarya,geyve,0,0,0,0,0
2019,sakarya,geyve,0,0,0,0,0
2020,sakarya,geyve,0,0,0,0,0
2002,sakarya,hendek,0,0,0,0,0
2003,sakarya,hendek,0,0,0,0,0
2004,sakarya,hendek,0,0,0,0,0
2005,sakarya,hendek,0,0,0,0,0
2006,sakarya,hendek,0,0,0,0,0
2007,sakarya,hendek,0,0,0,0,0
2008,sakarya,hendek,0,0,0,0,0
2009,sakarya,hendek,0,0,0,0,0
2010,sakarya,hendek,0,0,0,0,0
2011,sakarya,hendek,0,0,0,0,0
2012,sakarya,hendek,0,0,0,0,0
2013,sakarya,hendek,0,0,0,1,0
2014,sakarya,hendek,0,0,0,1,0
2015,sakarya,hendek,0,0,0,1,0
2016,sakarya,hendek,0,0,0,0,0
2017,sakarya,hendek,0,0,0,0,0
2018,sakarya,hendek,0,0,0,0,0
2019,sakarya,hendek,0,0,0,0,0
2020,sakarya,hendek,0,0,0,0,0
2002,sakarya,karapurcek,0,0,0,0,0
2003,sakarya,karapurcek,0,0,0,0,0
2004,sakarya,karapurcek,0,0,0,0,0
2005,sakarya,karapurcek,0,0,0,0,0
2006,sakarya,karapurcek,0,0,0,0,0
2007,sakarya,karapurcek,0,0,0,0,0
2008,sakarya,karapurcek,0,0,0,0,0
2009,sakarya,karapurcek,0,0,0,0,0
2010,sakarya,karapurcek,0,0,0,0,0
2011,sakarya,karapurcek,0,0,0,0,0
2012,sakarya,karapurcek,0,0,0,0,0
2013,sakarya,karapurcek,0,0,0,1,0
2014,sakarya,karapurcek,0,0,0,1,0
2015,sakarya,karapurcek,0,0,0,1,0
2016,sakarya,karapurcek,0,0,0,0,0
2017,sakarya,karapurcek,0,0,0,0,0
2018,sakarya,karapurcek,0,0,0,0,0
2019,sakarya,karapurcek,0,0,0,0,0
2020,sakarya,karapurcek,0,0,0,0,0
2002,sakarya,karasu,0,0,0,0,0
2003,sakarya,karasu,0,0,0,0,0
2004,sakarya,karasu,0,0,0,0,0
2005,sakarya,karasu,0,0,0,0,0
2006,sakarya,karasu,0,0,0,0,0
2007,sakarya,karasu,0,0,0,0,0
2008,sakarya,karasu,0,0,0,0,0
2009,sakarya,karasu,0,0,0,0,0
2010,sakarya,karasu,0,0,0,0,0
2011,sakarya,karasu,0,0,0,0,0
2012,sakarya,karasu,0,0,0,0,0
2013,sakarya,karasu,0,0,0,1,0
2014,sakarya,karasu,0,0,0,1,0
2015,sakarya,karasu,0,0,0,1,0
2016,sakarya,karasu,0,0,0,0,0
2017,sakarya,karasu,0,0,0,0,0
2018,sakarya,karasu,0,0,0,0,0
2019,sakarya,karasu,0,0,0,0,0
2020,sakarya,karasu,0,0,0,0,0
2002,sakarya,kaynarca,0,0,0,0,0
2003,sakarya,kaynarca,0,0,0,0,0
2004,sakarya,kaynarca,0,0,0,0,0
2005,sakarya,kaynarca,0,0,0,0,0
2006,sakarya,kaynarca,0,0,0,0,0
2007,sakarya,kaynarca,0,0,0,0,0
2008,sakarya,kaynarca,0,0,0,0,0
2009,sakarya,kaynarca,0,0,0,0,0
2010,sakarya,kaynarca,0,0,0,0,0
2011,sakarya,kaynarca,0,0,0,0,0
2012,sakarya,kaynarca,0,0,0,0,0
2013,sakarya,kaynarca,0,0,0,1,0
2014,sakarya,kaynarca,0,0,0,1,0
2015,sakarya,kaynarca,0,0,0,1,0
2016,sakarya,kaynarca,0,0,0,0,0
2017,sakarya,kaynarca,0,0,0,0,0
2018,sakarya,kaynarca,0,0,0,0,0
2019,sakarya,kaynarca,0,0,0,0,0
2020,sakarya,kaynarca,0,0,0,0,0
2002,sakarya,kocaali,0,0,0,0,0
2003,sakarya,kocaali,0,0,0,0,0
2004,sakarya,kocaali,0,0,0,0,0
2005,sakarya,kocaali,0,0,0,0,0
2006,sakarya,kocaali,0,0,0,0,0
2007,sakarya,kocaali,0,0,0,0,0
2008,sakarya,kocaali,0,0,0,0,0
