year,province,district,province_district,year_province_district,turnout_rate,akp,chp,mhp,hdp,sp
2005,gaziantep,nizip,gaziantep_nizip,2005_gaziantep_nizip,75.83,38.14,13.35,8.02,5.91,2.6
2006,gaziantep,nizip,gaziantep_nizip,2006_gaziantep_nizip,75.83,38.14,13.35,8.02,5.91,2.6
2007,gaziantep,nizip,gaziantep_nizip,2007_gaziantep_nizip,81.67,59.11,10.45,20.75,0,1.83
2008,gaziantep,nizip,gaziantep_nizip,2008_gaziantep_nizip,81.67,59.11,10.45,20.75,0,1.83
2009,gaziantep,nizip,gaziantep_nizip,2009_gaziantep_nizip,81.67,59.11,10.45,20.75,0,1.83
2010,gaziantep,nizip,gaziantep_nizip,2010_gaziantep_nizip,81.67,59.11,10.45,20.75,0,1.83
2011,gaziantep,nizip,gaziantep_nizip,2011_gaziantep_nizip,83.2,64.3,15.9,10.5,0,1.6
2012,gaziantep,nizip,gaziantep_nizip,2012_gaziantep_nizip,83.2,64.3,15.9,10.5,0,1.6
2013,gaziantep,nizip,gaziantep_nizip,2013_gaziantep_nizip,83.2,64.3,15.9,10.5,0,1.6
2014,gaziantep,nizip,gaziantep_nizip,2014_gaziantep_nizip,83.2,64.3,15.9,10.5,0,1.6
2015,gaziantep,nizip,gaziantep_nizip,2015_gaziantep_nizip,81.9,50.3,16.4,14.2,14.8,2.8
2016,gaziantep,nizip,gaziantep_nizip,2016_gaziantep_nizip,83.1,64.8,14.4,9.6,8.8,1
2017,gaziantep,nizip,gaziantep_nizip,2017_gaziantep_nizip,83.1,64.8,14.4,9.6,8.8,1
2018,gaziantep,nizip,gaziantep_nizip,2018_gaziantep_nizip,84.6,55.3,12.1,11,9.7,1.6
2019,gaziantep,nizip,gaziantep_nizip,2019_gaziantep_nizip,84.6,55.3,12.1,11,9.7,1.6
2020,gaziantep,nizip,gaziantep_nizip,2020_gaziantep_nizip,84.6,55.3,12.1,11,9.7,1.6
2002,gaziantep,nurdagi,gaziantep_nurdagi,2002_gaziantep_nurdagi,74.64,51.55,13.45,13.32,6.34,0.62
2003,gaziantep,nurdagi,gaziantep_nurdagi,2003_gaziantep_nurdagi,74.64,51.55,13.45,13.32,6.34,0.62
2004,gaziantep,nurdagi,gaziantep_nurdagi,2004_gaziantep_nurdagi,74.64,51.55,13.45,13.32,6.34,0.62
2005,gaziantep,nurdagi,gaziantep_nurdagi,2005_gaziantep_nurdagi,74.64,51.55,13.45,13.32,6.34,0.62
2006,gaziantep,nurdagi,gaziantep_nurdagi,2006_gaziantep_nurdagi,74.64,51.55,13.45,13.32,6.34,0.62
2007,gaziantep,nurdagi,gaziantep_nurdagi,2007_gaziantep_nurdagi,81.09,66.27,8.61,18.63,0,0.45
2008,gaziantep,nurdagi,gaziantep_nurdagi,2008_gaziantep_nurdagi,81.09,66.27,8.61,18.63,0,0.45
2009,gaziantep,nurdagi,gaziantep_nurdagi,2009_gaziantep_nurdagi,81.09,66.27,8.61,18.63,0,0.45
2010,gaziantep,nurdagi,gaziantep_nurdagi,2010_gaziantep_nurdagi,81.09,66.27,8.61,18.63,0,0.45
2011,gaziantep,nurdagi,gaziantep_nurdagi,2011_gaziantep_nurdagi,85.1,68.6,13.1,14.4,0,0.5
2012,gaziantep,nurdagi,gaziantep_nurdagi,2012_gaziantep_nurdagi,85.1,68.6,13.1,14.4,0,0.5
2013,gaziantep,nurdagi,gaziantep_nurdagi,2013_gaziantep_nurdagi,85.1,68.6,13.1,14.4,0,0.5
2014,gaziantep,nurdagi,gaziantep_nurdagi,2014_gaziantep_nurdagi,85.1,68.6,13.1,14.4,0,0.5
2015,gaziantep,nurdagi,gaziantep_nurdagi,2015_gaziantep_nurdagi,82.9,60.1,6.7,20.7,9.2,1.8
2016,gaziantep,nurdagi,gaziantep_nurdagi,2016_gaziantep_nurdagi,84.7,72.4,8.1,12.1,5.7,0.3
2017,gaziantep,nurdagi,gaziantep_nurdagi,2017_gaziantep_nurdagi,84.7,72.4,8.1,12.1,5.7,0.3
2018,gaziantep,nurdagi,gaziantep_nurdagi,2018_gaziantep_nurdagi,86.4,55.1,10.7,21.3,5.2,0.6
2019,gaziantep,nurdagi,gaziantep_nurdagi,2019_gaziantep_nurdagi,86.4,55.1,10.7,21.3,5.2,0.6
2020,gaziantep,nurdagi,gaziantep_nurdagi,2020_gaziantep_nurdagi,86.4,55.1,10.7,21.3,5.2,0.6
2002,kahramanmaras,nurhak,kahramanmaras_nurhak,2002_kahramanmaras_nurhak,56.97,21.73,43.33,4.44,4.09,2.7
2003,kahramanmaras,nurhak,kahramanmaras_nurhak,2003_kahramanmaras_nurhak,56.97,21.73,43.33,4.44,4.09,2.7
2004,kahramanmaras,nurhak,kahramanmaras_nurhak,2004_kahramanmaras_nurhak,56.97,21.73,43.33,4.44,4.09,2.7
2005,kahramanmaras,nurhak,kahramanmaras_nurhak,2005_kahramanmaras_nurhak,56.97,21.73,43.33,4.44,4.09,2.7
2006,kahramanmaras,nurhak,kahramanmaras_nurhak,2006_kahramanmaras_nurhak,56.97,21.73,43.33,4.44,4.09,2.7
2007,kahramanmaras,nurhak,kahramanmaras_nurhak,2007_kahramanmaras_nurhak,76.04,30.16,49.65,6.45,0,1.93
2008,kahramanmaras,nurhak,kahramanmaras_nurhak,2008_kahramanmaras_nurhak,76.04,30.16,49.65,6.45,0,1.93
2009,kahramanmaras,nurhak,kahramanmaras_nurhak,2009_kahramanmaras_nurhak,76.04,30.16,49.65,6.45,0,1.93
2010,kahramanmaras,nurhak,kahramanmaras_nurhak,2010_kahramanmaras_nurhak,76.04,30.16,49.65,6.45,0,1.93
2011,kahramanmaras,nurhak,kahramanmaras_nurhak,2011_kahramanmaras_nurhak,74.8,33.4,50.8,8.7,0,1.1
2012,kahramanmaras,nurhak,kahramanmaras_nurhak,2012_kahramanmaras_nurhak,74.8,33.4,50.8,8.7,0,1.1
2013,kahramanmaras,nurhak,kahramanmaras_nurhak,2013_kahramanmaras_nurhak,74.8,33.4,50.8,8.7,0,1.1
2014,kahramanmaras,nurhak,kahramanmaras_nurhak,2014_kahramanmaras_nurhak,74.8,33.4,50.8,8.7,0,1.1
2015,kahramanmaras,nurhak,kahramanmaras_nurhak,2015_kahramanmaras_nurhak,75.8,25.8,35.6,15.5,16.9,3.6
2016,kahramanmaras,nurhak,kahramanmaras_nurhak,2016_kahramanmaras_nurhak,76.9,32.2,43.7,11.7,9.8,1
2017,kahramanmaras,nurhak,kahramanmaras_nurhak,2017_kahramanmaras_nurhak,76.9,32.2,43.7,11.7,9.8,1
2018,kahramanmaras,nurhak,kahramanmaras_nurhak,2018_kahramanmaras_nurhak,83,25.8,44.1,10.9,10,1.6
2019,kahramanmaras,nurhak,kahramanmaras_nurhak,2019_kahramanmaras_nurhak,83,25.8,44.1,10.9,10,1.6
2020,kahramanmaras,nurhak,kahramanmaras_nurhak,2020_kahramanmaras_nurhak,83,25.8,44.1,10.9,10,1.6
2002,mardin,nusaybin,mardin_nusaybin,2002_mardin_nusaybin,70.2,7.71,5.67,2.2,63.34,0.35
2003,mardin,nusaybin,mardin_nusaybin,2003_mardin_nusaybin,70.2,7.71,5.67,2.2,63.34,0.35
2004,mardin,nusaybin,mardin_nusaybin,2004_mardin_nusaybin,70.2,7.71,5.67,2.2,63.34,0.35
2005,mardin,nusaybin,mardin_nusaybin,2005_mardin_nusaybin,70.2,7.71,5.67,2.2,63.34,0.35
2006,mardin,nusaybin,mardin_nusaybin,2006_mardin_nusaybin,70.2,7.71,5.67,2.2,63.34,0.35
2007,mardin,nusaybin,mardin_nusaybin,2007_mardin_nusaybin,74.64,21.66,8.32,0.66,65.89,0.23
2008,mardin,nusaybin,mardin_nusaybin,2008_mardin_nusaybin,74.64,21.66,8.32,0.66,65.89,0.23
2009,mardin,nusaybin,mardin_nusaybin,2009_mardin_nusaybin,74.64,21.66,8.32,0.66,65.89,0.23
2010,mardin,nusaybin,mardin_nusaybin,2010_mardin_nusaybin,74.64,21.66,8.32,0.66,65.89,0.23
2011,mardin,nusaybin,mardin_nusaybin,2011_mardin_nusaybin,76.4,14.9,1.1,0.4,81.9,0.1
2012,mardin,nusaybin,mardin_nusaybin,2012_mardin_nusaybin,76.4,14.9,1.1,0.4,81.9,0.1
2013,mardin,nusaybin,mardin_nusaybin,2013_mardin_nusaybin,76.4,14.9,1.1,0.4,81.9,0.1
2014,mardin,nusaybin,mardin_nusaybin,2014_mardin_nusaybin,76.4,14.9,1.1,0.4,81.9,0.1
2015,mardin,nusaybin,mardin_nusaybin,2015_mardin_nusaybin,86.3,6.5,0.4,0.8,90.4,0.3
2016,mardin,nusaybin,mardin_nusaybin,2016_mardin_nusaybin,86.2,8.6,0.6,0.6,89.4,0.1
2017,mardin,nusaybin,mardin_nusaybin,2017_mardin_nusaybin,86.2,8.6,0.6,0.6,89.4,0.1
2018,mardin,nusaybin,mardin_nusaybin,2018_mardin_nusaybin,82.1,12.9,1.5,0.9,81.7,0.3
2019,mardin,nusaybin,mardin_nusaybin,2019_mardin_nusaybin,82.1,12.9,1.5,0.9,81.7,0.3
2020,mardin,nusaybin,mardin_nusaybin,2020_mardin_nusaybin,82.1,12.9,1.5,0.9,81.7,0.3
2002,izmir,odemis,izmir_odemis,2002_izmir_odemis,88.63,17.66,22.39,7.98,1.04,0.85
2003,izmir,odemis,izmir_odemis,2003_izmir_odemis,88.63,17.66,22.39,7.98,1.04,0.85
2004,izmir,odemis,izmir_odemis,2004_izmir_odemis,88.63,17.66,22.39,7.98,1.04,0.85
2005,izmir,odemis,izmir_odemis,2005_izmir_odemis,88.63,17.66,22.39,7.98,1.04,0.85
2006,izmir,odemis,izmir_odemis,2006_izmir_odemis,88.63,17.66,22.39,7.98,1.04,0.85
2007,izmir,odemis,izmir_odemis,2007_izmir_odemis,90.43,32.74,26.32,8.92,0,0.97
2008,izmir,odemis,izmir_odemis,2008_izmir_odemis,90.43,32.74,26.32,8.92,0,0.97
2009,izmir,odemis,izmir_odemis,2009_izmir_odemis,90.43,32.74,26.32,8.92,0,0.97
2010,izmir,odemis,izmir_odemis,2010_izmir_odemis,90.43,32.74,26.32,8.92,0,0.97
2011,izmir,odemis,izmir_odemis,2011_izmir_odemis,90.2,45.9,37.5,11,0,0.6
2012,izmir,odemis,izmir_odemis,2012_izmir_odemis,90.2,45.9,37.5,11,0,0.6
2013,izmir,odemis,izmir_odemis,2013_izmir_odemis,90.2,45.9,37.5,11,0,0.6
2014,izmir,odemis,izmir_odemis,2014_izmir_odemis,90.2,45.9,37.5,11,0,0.6
2015,izmir,odemis,izmir_odemis,2015_izmir_odemis,87.3,37.5,45.5,11.7,1.7,1.0
2016,izmir,odemis,izmir_odemis,2016_izmir_odemis,87.4,42.5,43.6,9.5,1.5,0.5
2017,izmir,odemis,izmir_odemis,2017_izmir_odemis,87.4,42.5,43.6,9.5,1.5,0.5
2018,izmir,odemis,izmir_odemis,2018_izmir_odemis,89.2,37.8,38.5,6.8,2.6,0.8
2019,izmir,odemis,izmir_odemis,2019_izmir_odemis,89.2,37.8,38.5,6.8,2.6,0.8
2020,izmir,odemis,izmir_odemis,2020_izmir_odemis,89.2,37.8,38.5,6.8,2.6,0.8
2011,eskisehir,odunpazari,eskisehir_odunpazari,2011_eskisehir_odunpazari,89.1,41.5,39.4,14,0,0.8
2012,eskisehir,odunpazari,eskisehir_odunpazari,2012_eskisehir_odunpazari,89.1,41.5,39.4,14,0,0.8
2013,eskisehir,odunpazari,eskisehir_odunpazari,2013_eskisehir_odunpazari,89.1,41.5,39.4,14,0,0.8
2014,eskisehir,odunpazari,eskisehir_odunpazari,2014_eskisehir_odunpazari,89.1,41.5,39.4,14,0,0.8
2015,eskisehir,odunpazari,eskisehir_odunpazari,2015_eskisehir_odunpazari,88.3,34.2,41.5,16.6,3.4,2.3
2016,eskisehir,odunpazari,eskisehir_odunpazari,2016_eskisehir_odunpazari,89.1,41.1,41.2,12.6,2.5,0.6
2017,eskisehir,odunpazari,eskisehir_odunpazari,2017_eskisehir_odunpazari,89.1,41.1,41.2,12.6,2.5,0.6
2018,eskisehir,odunpazari,eskisehir_odunpazari,2018_eskisehir_odunpazari,89.5,35.5,35,9.5,4,1.1
2019,eskisehir,odunpazari,eskisehir_odunpazari,2019_eskisehir_odunpazari,89.5,35.5,35,9.5,4,1.1
2020,eskisehir,odunpazari,eskisehir_odunpazari,2020_eskisehir_odunpazari,89.5,35.5,35,9.5,4,1.1
2002,trabzon,of,trabzon_of,2002_trabzon_of,68.14,45.8,6.72,7.41,0.51,15.95
2003,trabzon,of,trabzon_of,2003_trabzon_of,68.14,45.8,6.72,7.41,0.51,15.95
2004,trabzon,of,trabzon_of,2004_trabzon_of,68.14,45.8,6.72,7.41,0.51,15.95
2005,trabzon,of,trabzon_of,2005_trabzon_of,68.14,45.8,6.72,7.41,0.51,15.95
2006,trabzon,of,trabzon_of,2006_trabzon_of,68.14,45.8,6.72,7.41,0.51,15.95
2007,trabzon,of,trabzon_of,2007_trabzon_of,78.01,61.25,6.87,6.25,0,14.37
2008,trabzon,of,trabzon_of,2008_trabzon_of,78.01,61.25,6.87,6.25,0,14.37
2009,trabzon,of,trabzon_of,2009_trabzon_of,78.01,61.25,6.87,6.25,0,14.37
2010,trabzon,of,trabzon_of,2010_trabzon_of,78.01,61.25,6.87,6.25,0,14.37
2011,trabzon,of,trabzon_of,2011_trabzon_of,82.3,68.3,8.2,8.4,0,11.5
2012,trabzon,of,trabzon_of,2012_trabzon_of,82.3,68.3,8.2,8.4,0,11.5
2013,trabzon,of,trabzon_of,2013_trabzon_of,82.3,68.3,8.2,8.4,0,11.5
2014,trabzon,of,trabzon_of,2014_trabzon_of,82.3,68.3,8.2,8.4,0,11.5
2015,trabzon,of,trabzon_of,2015_trabzon_of,82.3,71.5,8.2,9.9,0.7,7.8
2016,trabzon,of,trabzon_of,2016_trabzon_of,85.6,80.9,7.3,6.8,0.4,3.1
2017,trabzon,of,trabzon_of,2017_trabzon_of,85.6,80.9,7.3,6.8,0.4,3.1
2018,trabzon,of,trabzon_of,2018_trabzon_of,88.3,67.1,6.8,15.3,0.6,4
2019,trabzon,of,trabzon_of,2019_trabzon_of,88.3,67.1,6.8,15.3,0.6,4
2020,trabzon,of,trabzon_of,2020_trabzon_of,88.3,67.1,6.8,15.3,0.6,4
2002,gaziantep,oguzeli,gaziantep_oguzeli,2002_gaziantep_oguzeli,76.88,28.18,24.55,20.75,0.89,2.1
2003,gaziantep,oguzeli,gaziantep_oguzeli,2003_gaziantep_oguzeli,76.88,28.18,24.55,20.75,0.89,2.1
2004,gaziantep,oguzeli,gaziantep_oguzeli,2004_gaziantep_oguzeli,76.88,28.18,24.55,20.75,0.89,2.1
2005,gaziantep,oguzeli,gaziantep_oguzeli,2005_gaziantep_oguzeli,76.88,28.18,24.55,20.75,0.89,2.1
2006,gaziantep,oguzeli,gaziantep_oguzeli,2006_gaziantep_oguzeli,76.88,28.18,24.55,20.75,0.89,2.1
2007,gaziantep,oguzeli,gaziantep_oguzeli,2007_gaziantep_oguzeli,88.05,48.46,23.24,19.29,0,1.03
2008,gaziantep,oguzeli,gaziantep_oguzeli,2008_gaziantep_oguzeli,88.05,48.46,23.24,19.29,0,1.03
2009,gaziantep,oguzeli,gaziantep_oguzeli,2009_gaziantep_oguzeli,88.05,48.46,23.24,19.29,0,1.03
2010,gaziantep,oguzeli,gaziantep_oguzeli,2010_gaziantep_oguzeli,88.05,48.46,23.24,19.29,0,1.03
2011,gaziantep,oguzeli,gaziantep_oguzeli,2011_gaziantep_oguzeli,90.2,54.9,22.2,17.4,0,0.7
2012,gaziantep,oguzeli,gaziantep_oguzeli,2012_gaziantep_oguzeli,90.2,54.9,22.2,17.4,0,0.7
2013,gaziantep,oguzeli,gaziantep_oguzeli,2013_gaziantep_oguzeli,90.2,54.9,22.2,17.4,0,0.7
2014,gaziantep,oguzeli,gaziantep_oguzeli,2014_gaziantep_oguzeli,90.2,54.9,22.2,17.4,0,0.7
2015,gaziantep,oguzeli,gaziantep_oguzeli,2015_gaziantep_oguzeli,87.0,48.7,16.8,29.1,1.9,1.3
2016,gaziantep,oguzeli,gaziantep_oguzeli,2016_gaziantep_oguzeli,88.3,61.5,16.2,19.2,0.9,0.5
2017,gaziantep,oguzeli,gaziantep_oguzeli,2017_gaziantep_oguzeli,88.3,61.5,16.2,19.2,0.9,0.5
2018,gaziantep,oguzeli,gaziantep_oguzeli,2018_gaziantep_oguzeli,89.6,44.6,16.2,26.6,1.3,1.1
2019,gaziantep,oguzeli,gaziantep_oguzeli,2019_gaziantep_oguzeli,89.6,44.6,16.2,26.6,1.3,1.1
2020,gaziantep,oguzeli,gaziantep_oguzeli,2020_gaziantep_oguzeli,89.6,44.6,16.2,26.6,1.3,1.1
2002,corum,oguzlar,corum_oguzlar,2002_corum_oguzlar,88.64,53.3,19.59,6.57,2.08,0.52
2003,corum,oguzlar,corum_oguzlar,2003_corum_oguzlar,88.64,53.3,19.59,6.57,2.08,0.52
2004,corum,oguzlar,corum_oguzlar,2004_corum_oguzlar,88.64,53.3,19.59,6.57,2.08,0.52
2005,corum,oguzlar,corum_oguzlar,2005_corum_oguzlar,88.64,53.3,19.59,6.57,2.08,0.52
2006,corum,oguzlar,corum_oguzlar,2006_corum_oguzlar,88.64,53.3,19.59,6.57,2.08,0.52
2007,corum,oguzlar,corum_oguzlar,2007_corum_oguzlar,91.9,60.79,19.85,7.68,0,0.87
2008,corum,oguzlar,corum_oguzlar,2008_corum_oguzlar,91.9,60.79,19.85,7.68,0,0.87
2009,corum,oguzlar,corum_oguzlar,2009_corum_oguzlar,91.9,60.79,19.85,7.68,0,0.87
2010,corum,oguzlar,corum_oguzlar,2010_corum_oguzlar,91.9,60.79,19.85,7.68,0,0.87
2011,corum,oguzlar,corum_oguzlar,2011_corum_oguzlar,93.4,68,21.8,5.2,0,0.9
2012,corum,oguzlar,corum_oguzlar,2012_corum_oguzlar,93.4,68,21.8,5.2,0,0.9
2013,corum,oguzlar,corum_oguzlar,2013_corum_oguzlar,93.4,68,21.8,5.2,0,0.9
2014,corum,oguzlar,corum_oguzlar,2014_corum_oguzlar,93.4,68,21.8,5.2,0,0.9
2015,corum,oguzlar,corum_oguzlar,2015_corum_oguzlar,90.5,60.8,22.4,12.4,0.2,1.5
2016,corum,oguzlar,corum_oguzlar,2016_corum_oguzlar,91.2,66,20.9,9.3,0.1,0.7
2017,corum,oguzlar,corum_oguzlar,2017_corum_oguzlar,91.2,66,20.9,9.3,0.1,0.7
2018,corum,oguzlar,corum_oguzlar,2018_corum_oguzlar,93.6,60.2,20.1,8.8,0.4,0.9
2019,corum,oguzlar,corum_oguzlar,2019_corum_oguzlar,93.6,60.2,20.1,8.8,0.4,0.9
2020,corum,oguzlar,corum_oguzlar,2020_corum_oguzlar,93.6,60.2,20.1,8.8,0.4,0.9
2002,erzurum,oltu,erzurum_oltu,2002_erzurum_oltu,78.7,67.7,6.34,9.54,1.08,3.25
2003,erzurum,oltu,erzurum_oltu,2003_erzurum_oltu,78.7,67.7,6.34,9.54,1.08,3.25
2004,erzurum,oltu,erzurum_oltu,2004_erzurum_oltu,78.7,67.7,6.34,9.54,1.08,3.25
2005,erzurum,oltu,erzurum_oltu,2005_erzurum_oltu,78.7,67.7,6.34,9.54,1.08,3.25
2006,erzurum,oltu,erzurum_oltu,2006_erzurum_oltu,78.7,67.7,6.34,9.54,1.08,3.25
2007,erzurum,oltu,erzurum_oltu,2007_erzurum_oltu,85.87,74.93,5.4,11.17,0,3.31
2008,erzurum,oltu,erzurum_oltu,2008_erzurum_oltu,85.87,74.93,5.4,11.17,0,3.31
2009,erzurum,oltu,erzurum_oltu,2009_erzurum_oltu,85.87,74.93,5.4,11.17,0,3.31
2010,erzurum,oltu,erzurum_oltu,2010_erzurum_oltu,85.87,74.93,5.4,11.17,0,3.31
2011,erzurum,oltu,erzurum_oltu,2011_erzurum_oltu,86.8,79.3,4,11,0,2.8
2012,erzurum,oltu,erzurum_oltu,2012_erzurum_oltu,86.8,79.3,4,11,0,2.8
2013,erzurum,oltu,erzurum_oltu,2013_erzurum_oltu,86.8,79.3,4,11,0,2.8
2014,erzurum,oltu,erzurum_oltu,2014_erzurum_oltu,86.8,79.3,4,11,0,2.8
2015,erzurum,oltu,erzurum_oltu,2015_erzurum_oltu,84.1,70.4,3.3,17.6,3.1,3.6
2016,erzurum,oltu,erzurum_oltu,2016_erzurum_oltu,85.7,78.6,3,13,2.1,1.5
2017,erzurum,oltu,erzurum_oltu,2017_erzurum_oltu,85.7,78.6,3,13,2.1,1.5
2018,erzurum,oltu,erzurum_oltu,2018_erzurum_oltu,88,61.1,4.4,20.8,1.8,2.6
2019,erzurum,oltu,erzurum_oltu,2019_erzurum_oltu,88,61.1,4.4,20.8,1.8,2.6
2020,erzurum,oltu,erzurum_oltu,2020_erzurum_oltu,88,61.1,4.4,20.8,1.8,2.6
2002,erzurum,olur,erzurum_olur,2002_erzurum_olur,78.61,49.3,3.67,19.23,1.72,1.64
2003,erzurum,olur,erzurum_olur,2003_erzurum_olur,78.61,49.3,3.67,19.23,1.72,1.64
2004,erzurum,olur,erzurum_olur,2004_erzurum_olur,78.61,49.3,3.67,19.23,1.72,1.64
2005,erzurum,olur,erzurum_olur,2005_erzurum_olur,78.61,49.3,3.67,19.23,1.72,1.64
2006,erzurum,olur,erzurum_olur,2006_erzurum_olur,78.61,49.3,3.67,19.23,1.72,1.64
2007,erzurum,olur,erzurum_olur,2007_erzurum_olur,86.99,60.36,5.48,20.91,0,1.99
2008,erzurum,olur,erzurum_olur,2008_erzurum_olur,86.99,60.36,5.48,20.91,0,1.99
2009,erzurum,olur,erzurum_olur,2009_erzurum_olur,86.99,60.36,5.48,20.91,0,1.99
2010,erzurum,olur,erzurum_olur,2010_erzurum_olur,86.99,60.36,5.48,20.91,0,1.99
2011,erzurum,olur,erzurum_olur,2011_erzurum_olur,84.3,69.7,5.7,19.3,0,1.8
2012,erzurum,olur,erzurum_olur,2012_erzurum_olur,84.3,69.7,5.7,19.3,0,1.8
2013,erzurum,olur,erzurum_olur,2013_erzurum_olur,84.3,69.7,5.7,19.3,0,1.8
2014,erzurum,olur,erzurum_olur,2014_erzurum_olur,84.3,69.7,5.7,19.3,0,1.8
2015,erzurum,olur,erzurum_olur,2015_erzurum_olur,79.9,59.9,4.2,28.5,0.8,2.4
2016,erzurum,olur,erzurum_olur,2016_erzurum_olur,79.5,66.6,5,23,0.5,1.1
2017,erzurum,olur,erzurum_olur,2017_erzurum_olur,79.5,66.6,5,23,0.5,1.1
2018,erzurum,olur,erzurum_olur,2018_erzurum_olur,84.5,64.1,4.8,16,0.3,1.3
2019,erzurum,olur,erzurum_olur,2019_erzurum_olur,84.5,64.1,4.8,16,0.3,1.3
2020,erzurum,olur,erzurum_olur,2020_erzurum_olur,84.5,64.1,4.8,16,0.3,1.3
2002,mardin,omerli,mardin_omerli,2002_mardin_omerli,76.29,21.65,18.48,9.38,13.78,1.33
2003,mardin,omerli,mardin_omerli,2003_mardin_omerli,76.29,21.65,18.48,9.38,13.78,1.33
2004,mardin,omerli,mardin_omerli,2004_mardin_omerli,76.29,21.65,18.48,9.38,13.78,1.33
2005,mardin,omerli,mardin_omerli,2005_mardin_omerli,76.29,21.65,18.48,9.38,13.78,1.33
2006,mardin,omerli,mardin_omerli,2006_mardin_omerli,76.29,21.65,18.48,9.38,13.78,1.33
2007,mardin,omerli,mardin_omerli,2007_mardin_omerli,81.62,58.17,16.34,4.71,0,0.94
2008,mardin,omerli,mardin_omerli,2008_mardin_omerli,81.62,58.17,16.34,4.71,0,0.94
2009,mardin,omerli,mardin_omerli,2009_mardin_omerli,81.62,58.17,16.34,4.71,0,0.94
2010,mardin,omerli,mardin_omerli,2010_mardin_omerli,81.62,58.17,16.34,4.71,0,0.94
2011,mardin,omerli,mardin_omerli,2011_mardin_omerli,83.1,31.7,11.3,1.1,53.2,0.4
2012,mardin,omerli,mardin_omerli,2012_mardin_omerli,83.1,31.7,11.3,1.1,53.2,0.4
2013,mardin,omerli,mardin_omerli,2013_mardin_omerli,83.1,31.7,11.3,1.1,53.2,0.4
2014,mardin,omerli,mardin_omerli,2014_mardin_omerli,83.1,31.7,11.3,1.1,53.2,0.4
2015,mardin,omerli,mardin_omerli,2015_mardin_omerli,83.9,35.4,1.9,1.6,54.1,0.6
2016,mardin,omerli,mardin_omerli,2016_mardin_omerli,82.9,47.8,2.3,0.9,47,0.2
2017,mardin,omerli,mardin_omerli,2017_mardin_omerli,82.9,47.8,2.3,0.9,47,0.2
2018,mardin,omerli,mardin_omerli,2018_mardin_omerli,85.4,47.1,3.3,8.1,37.7,0.8
2019,mardin,omerli,mardin_omerli,2019_mardin_omerli,85.4,47.1,3.3,8.1,37.7,0.8
2020,mardin,omerli,mardin_omerli,2020_mardin_omerli,85.4,47.1,3.3,8.1,37.7,0.8
2002,samsun,ondokuzmayis,samsun_ondokuzmayis,2002_samsun_ondokuzmayis,78.06,58.36,9.03,5.72,1.09,2.25
2003,samsun,ondokuzmayis,samsun_ondokuzmayis,2003_samsun_ondokuzmayis,78.06,58.36,9.03,5.72,1.09,2.25
2004,samsun,ondokuzmayis,samsun_ondokuzmayis,2004_samsun_ondokuzmayis,78.06,58.36,9.03,5.72,1.09,2.25
2005,samsun,ondokuzmayis,samsun_ondokuzmayis,2005_samsun_ondokuzmayis,78.06,58.36,9.03,5.72,1.09,2.25
2006,samsun,ondokuzmayis,samsun_ondokuzmayis,2006_samsun_ondokuzmayis,78.06,58.36,9.03,5.72,1.09,2.25
2007,samsun,ondokuzmayis,samsun_ondokuzmayis,2007_samsun_ondokuzmayis,84.49,68.26,9.43,10.18,0,2.76
2008,samsun,ondokuzmayis,samsun_ondokuzmayis,2008_samsun_ondokuzmayis,84.49,68.26,9.43,10.18,0,2.76
2009,samsun,ondokuzmayis,samsun_ondokuzmayis,2009_samsun_ondokuzmayis,84.49,68.26,9.43,10.18,0,2.76
2010,samsun,ondokuzmayis,samsun_ondokuzmayis,2010_samsun_ondokuzmayis,84.49,68.26,9.43,10.18,0,2.76
2011,samsun,ondokuzmayis,samsun_ondokuzmayis,2011_samsun_ondokuzmayis,88.7,73.2,13.7,8.1,0,1.4
2012,samsun,ondokuzmayis,samsun_ondokuzmayis,2012_samsun_ondokuzmayis,88.7,73.2,13.7,8.1,0,1.4
2013,samsun,ondokuzmayis,samsun_ondokuzmayis,2013_samsun_ondokuzmayis,88.7,73.2,13.7,8.1,0,1.4
2014,samsun,ondokuzmayis,samsun_ondokuzmayis,2014_samsun_ondokuzmayis,88.7,73.2,13.7,8.1,0,1.4
2015,samsun,ondokuzmayis,samsun_ondokuzmayis,2015_samsun_ondokuzmayis,85.3,66.4,14.7,13.6,0.6,3.2
2016,samsun,ondokuzmayis,samsun_ondokuzmayis,2016_samsun_ondokuzmayis,85.8,75.1,12.8,9.3,0.2,0.9
2017,samsun,ondokuzmayis,samsun_ondokuzmayis,2017_samsun_ondokuzmayis,85.8,75.1,12.8,9.3,0.2,0.9
2018,samsun,ondokuzmayis,samsun_ondokuzmayis,2018_samsun_ondokuzmayis,88.2,63.7,10.3,13.4,0.6,1.4
2019,samsun,ondokuzmayis,samsun_ondokuzmayis,2019_samsun_ondokuzmayis,88.2,63.7,10.3,13.4,0.6,1.4
2020,samsun,ondokuzmayis,samsun_ondokuzmayis,2020_samsun_ondokuzmayis,88.2,63.7,10.3,13.4,0.6,1.4
2015,kahramanmaras,onikisubat,kahramanmaras_onikisubat,2015_kahramanmaras_onikisubat,87.6,69.1,4.6,18.9,1.8,4.1
2016,kahramanmaras,onikisubat,kahramanmaras_onikisubat,2016_kahramanmaras_onikisubat,90.1,79.9,6.1,11.2,0.6,0.7
