year,province,district,province_district,year_province_district,turnout_rate,akp,chp,mhp,hdp,sp
2017,kahramanmaras,onikisubat,kahramanmaras_onikisubat,2017_kahramanmaras_onikisubat,90.1,79.9,6.1,11.2,0.6,0.7
2018,kahramanmaras,onikisubat,kahramanmaras_onikisubat,2018_kahramanmaras_onikisubat,91.6,63.5,5.4,16,1.1,1.7
2019,kahramanmaras,onikisubat,kahramanmaras_onikisubat,2019_kahramanmaras_onikisubat,91.6,63.5,5.4,16,1.1,1.7
2020,kahramanmaras,onikisubat,kahramanmaras_onikisubat,2020_kahramanmaras_onikisubat,91.6,63.5,5.4,16,1.1,1.7
2002,bursa,orhaneli,bursa_orhaneli,2002_bursa_orhaneli,85.85,47.63,10.41,8.51,0.78,2.39
2003,bursa,orhaneli,bursa_orhaneli,2003_bursa_orhaneli,85.85,47.63,10.41,8.51,0.78,2.39
2004,bursa,orhaneli,bursa_orhaneli,2004_bursa_orhaneli,85.85,47.63,10.41,8.51,0.78,2.39
2005,bursa,orhaneli,bursa_orhaneli,2005_bursa_orhaneli,85.85,47.63,10.41,8.51,0.78,2.39
2006,bursa,orhaneli,bursa_orhaneli,2006_bursa_orhaneli,85.85,47.63,10.41,8.51,0.78,2.39
2007,bursa,orhaneli,bursa_orhaneli,2007_bursa_orhaneli,92.15,53.6,10.69,17.46,0,4.67
2008,bursa,orhaneli,bursa_orhaneli,2008_bursa_orhaneli,92.15,53.6,10.69,17.46,0,4.67
2009,bursa,orhaneli,bursa_orhaneli,2009_bursa_orhaneli,92.15,53.6,10.69,17.46,0,4.67
2010,bursa,orhaneli,bursa_orhaneli,2010_bursa_orhaneli,92.15,53.6,10.69,17.46,0,4.67
2011,bursa,orhaneli,bursa_orhaneli,2011_bursa_orhaneli,93.8,56,18,16.4,0,2.4
2012,bursa,orhaneli,bursa_orhaneli,2012_bursa_orhaneli,93.8,56,18,16.4,0,2.4
2013,bursa,orhaneli,bursa_orhaneli,2013_bursa_orhaneli,93.8,56,18,16.4,0,2.4
2014,bursa,orhaneli,bursa_orhaneli,2014_bursa_orhaneli,93.8,56,18,16.4,0,2.4
2015,bursa,orhaneli,bursa_orhaneli,2015_bursa_orhaneli,91.8,47.8,18.1,26.4,0.7,3.8
2016,bursa,orhaneli,bursa_orhaneli,2016_bursa_orhaneli,92.2,60.1,17.5,16.8,0.3,2.1
2017,bursa,orhaneli,bursa_orhaneli,2017_bursa_orhaneli,92.2,60.1,17.5,16.8,0.3,2.1
2018,bursa,orhaneli,bursa_orhaneli,2018_bursa_orhaneli,93.3,53.7,14,10,0.5,3.2
2019,bursa,orhaneli,bursa_orhaneli,2019_bursa_orhaneli,93.3,53.7,14,10,0.5,3.2
2020,bursa,orhaneli,bursa_orhaneli,2020_bursa_orhaneli,93.3,53.7,14,10,0.5,3.2
2002,bursa,orhangazi,bursa_orhangazi,2002_bursa_orhangazi,86.85,35.27,11.58,7.49,1.39,3.26
2003,bursa,orhangazi,bursa_orhangazi,2003_bursa_orhangazi,86.85,35.27,11.58,7.49,1.39,3.26
2004,bursa,orhangazi,bursa_orhangazi,2004_bursa_orhangazi,86.85,35.27,11.58,7.49,1.39,3.26
2005,bursa,orhangazi,bursa_orhangazi,2005_bursa_orhangazi,86.85,35.27,11.58,7.49,1.39,3.26
2006,bursa,orhangazi,bursa_orhangazi,2006_bursa_orhangazi,86.85,35.27,11.58,7.49,1.39,3.26
2007,bursa,orhangazi,bursa_orhangazi,2007_bursa_orhangazi,90.79,42.38,20.09,15.49,0,4.24
2008,bursa,orhangazi,bursa_orhangazi,2008_bursa_orhangazi,90.79,42.38,20.09,15.49,0,4.24
2009,bursa,orhangazi,bursa_orhangazi,2009_bursa_orhangazi,90.79,42.38,20.09,15.49,0,4.24
2010,bursa,orhangazi,bursa_orhangazi,2010_bursa_orhangazi,90.79,42.38,20.09,15.49,0,4.24
2011,bursa,orhangazi,bursa_orhangazi,2011_bursa_orhangazi,90.3,49,28.1,15.6,0,1.9
2012,bursa,orhangazi,bursa_orhangazi,2012_bursa_orhangazi,90.3,49,28.1,15.6,0,1.9
2013,bursa,orhangazi,bursa_orhangazi,2013_bursa_orhangazi,90.3,49,28.1,15.6,0,1.9
2014,bursa,orhangazi,bursa_orhangazi,2014_bursa_orhangazi,90.3,49,28.1,15.6,0,1.9
2015,bursa,orhangazi,bursa_orhangazi,2015_bursa_orhangazi,88.3,42.1,31.6,18.3,2.6,3.2
2016,bursa,orhangazi,bursa_orhangazi,2016_bursa_orhangazi,89.3,50.7,30.2,13.8,2,1.2
2017,bursa,orhangazi,bursa_orhangazi,2017_bursa_orhangazi,89.3,50.7,30.2,13.8,2,1.2
2018,bursa,orhangazi,bursa_orhangazi,2018_bursa_orhangazi,90.7,42,25.7,11.1,2.6,1.9
2019,bursa,orhangazi,bursa_orhangazi,2019_bursa_orhangazi,90.7,42,25.7,11.1,2.6,1.9
2020,bursa,orhangazi,bursa_orhangazi,2020_bursa_orhangazi,90.7,42,25.7,11.1,2.6,1.9
2002,cankiri,orta,cankiri_orta,2002_cankiri_orta,59.82,55.28,1.61,9.2,1.9,3.17
2003,cankiri,orta,cankiri_orta,2003_cankiri_orta,59.82,55.28,1.61,9.2,1.9,3.17
2004,cankiri,orta,cankiri_orta,2004_cankiri_orta,59.82,55.28,1.61,9.2,1.9,3.17
2005,cankiri,orta,cankiri_orta,2005_cankiri_orta,59.82,55.28,1.61,9.2,1.9,3.17
2006,cankiri,orta,cankiri_orta,2006_cankiri_orta,59.82,55.28,1.61,9.2,1.9,3.17
2007,cankiri,orta,cankiri_orta,2007_cankiri_orta,74.96,76.64,1.62,10.63,0,4.69
2008,cankiri,orta,cankiri_orta,2008_cankiri_orta,74.96,76.64,1.62,10.63,0,4.69
2009,cankiri,orta,cankiri_orta,2009_cankiri_orta,74.96,76.64,1.62,10.63,0,4.69
2010,cankiri,orta,cankiri_orta,2010_cankiri_orta,74.96,76.64,1.62,10.63,0,4.69
2011,cankiri,orta,cankiri_orta,2011_cankiri_orta,80.1,82.3,1.9,9.5,0,3.8
2012,cankiri,orta,cankiri_orta,2012_cankiri_orta,80.1,82.3,1.9,9.5,0,3.8
2013,cankiri,orta,cankiri_orta,2013_cankiri_orta,80.1,82.3,1.9,9.5,0,3.8
2014,cankiri,orta,cankiri_orta,2014_cankiri_orta,80.1,82.3,1.9,9.5,0,3.8
2015,cankiri,orta,cankiri_orta,2015_cankiri_orta,77.3,76.0,2.4,15.8,0.1,3.6
2016,cankiri,orta,cankiri_orta,2016_cankiri_orta,81.7,85.7,1.8,9.4,0.1,1.2
2017,cankiri,orta,cankiri_orta,2017_cankiri_orta,81.7,85.7,1.8,9.4,0.1,1.2
2018,cankiri,orta,cankiri_orta,2018_cankiri_orta,88.4,71,2.2,18.8,0.2,1.5
2019,cankiri,orta,cankiri_orta,2019_cankiri_orta,88.4,71,2.2,18.8,0.2,1.5
2020,cankiri,orta,cankiri_orta,2020_cankiri_orta,88.4,71,2.2,18.8,0.2,1.5
2002,mugla,ortaca,mugla_ortaca,2002_mugla_ortaca,87.7,15.26,37.4,10.45,1.46,0.3
2003,mugla,ortaca,mugla_ortaca,2003_mugla_ortaca,87.7,15.26,37.4,10.45,1.46,0.3
2004,mugla,ortaca,mugla_ortaca,2004_mugla_ortaca,87.7,15.26,37.4,10.45,1.46,0.3
2005,mugla,ortaca,mugla_ortaca,2005_mugla_ortaca,87.7,15.26,37.4,10.45,1.46,0.3
2006,mugla,ortaca,mugla_ortaca,2006_mugla_ortaca,87.7,15.26,37.4,10.45,1.46,0.3
2007,mugla,ortaca,mugla_ortaca,2007_mugla_ortaca,89.92,26.17,39.61,18.64,0,0.58
2008,mugla,ortaca,mugla_ortaca,2008_mugla_ortaca,89.92,26.17,39.61,18.64,0,0.58
2009,mugla,ortaca,mugla_ortaca,2009_mugla_ortaca,89.92,26.17,39.61,18.64,0,0.58
2010,mugla,ortaca,mugla_ortaca,2010_mugla_ortaca,89.92,26.17,39.61,18.64,0,0.58
2011,mugla,ortaca,mugla_ortaca,2011_mugla_ortaca,88.9,32.2,44.2,19.4,0,0.6
2012,mugla,ortaca,mugla_ortaca,2012_mugla_ortaca,88.9,32.2,44.2,19.4,0,0.6
2013,mugla,ortaca,mugla_ortaca,2013_mugla_ortaca,88.9,32.2,44.2,19.4,0,0.6
2014,mugla,ortaca,mugla_ortaca,2014_mugla_ortaca,88.9,32.2,44.2,19.4,0,0.6
2015,mugla,ortaca,mugla_ortaca,2015_mugla_ortaca,86.4,26.7,43.7,22.9,3.6,0.9
2016,mugla,ortaca,mugla_ortaca,2016_mugla_ortaca,87.6,31.3,46.6,16.6,2.9,0.4
2017,mugla,ortaca,mugla_ortaca,2017_mugla_ortaca,87.6,31.3,46.6,16.6,2.9,0.4
2018,mugla,ortaca,mugla_ortaca,2018_mugla_ortaca,89.5,26.7,41.8,7.9,4.8,0.7
2019,mugla,ortaca,mugla_ortaca,2019_mugla_ortaca,89.5,26.7,41.8,7.9,4.8,0.7
2020,mugla,ortaca,mugla_ortaca,2020_mugla_ortaca,89.5,26.7,41.8,7.9,4.8,0.7
2015,trabzon,ortahisar,trabzon_ortahisar,2015_trabzon_ortahisar,84.4,47.8,20.6,25.4,1.2,3.3
2016,trabzon,ortahisar,trabzon_ortahisar,2016_trabzon_ortahisar,85.6,60.3,20.9,15.3,0.8,1.2
2017,trabzon,ortahisar,trabzon_ortahisar,2017_trabzon_ortahisar,85.6,60.3,20.9,15.3,0.8,1.2
2018,trabzon,ortahisar,trabzon_ortahisar,2018_trabzon_ortahisar,87.5,48.1,18.5,13.8,1.2,2.4
2019,trabzon,ortahisar,trabzon_ortahisar,2019_trabzon_ortahisar,87.5,48.1,18.5,13.8,1.2,2.4
2020,trabzon,ortahisar,trabzon_ortahisar,2020_trabzon_ortahisar,87.5,48.1,18.5,13.8,1.2,2.4
2002,aksaray,ortakoy,aksaray_ortakoy,2002_aksaray_ortakoy,73.66,48.37,11.19,13.73,1.69,1.67
2002,corum,ortakoy,corum_ortakoy,2002_corum_ortakoy,80.08,33.78,34.33,12.1,2.87,0.45
2003,aksaray,ortakoy,aksaray_ortakoy,2003_aksaray_ortakoy,73.66,48.37,11.19,13.73,1.69,1.67
2003,corum,ortakoy,corum_ortakoy,2003_corum_ortakoy,80.08,33.78,34.33,12.1,2.87,0.45
2004,aksaray,ortakoy,aksaray_ortakoy,2004_aksaray_ortakoy,73.66,48.37,11.19,13.73,1.69,1.67
2004,corum,ortakoy,corum_ortakoy,2004_corum_ortakoy,80.08,33.78,34.33,12.1,2.87,0.45
2005,aksaray,ortakoy,aksaray_ortakoy,2005_aksaray_ortakoy,73.66,48.37,11.19,13.73,1.69,1.67
2005,corum,ortakoy,corum_ortakoy,2005_corum_ortakoy,80.08,33.78,34.33,12.1,2.87,0.45
2006,aksaray,ortakoy,aksaray_ortakoy,2006_aksaray_ortakoy,73.66,48.37,11.19,13.73,1.69,1.67
2006,corum,ortakoy,corum_ortakoy,2006_corum_ortakoy,80.08,33.78,34.33,12.1,2.87,0.45
2007,aksaray,ortakoy,aksaray_ortakoy,2007_aksaray_ortakoy,78.66,63.61,8.8,16.74,0,1.77
2007,corum,ortakoy,corum_ortakoy,2007_corum_ortakoy,85.47,42.25,33.33,14.27,0,0.8
2008,aksaray,ortakoy,aksaray_ortakoy,2008_aksaray_ortakoy,78.66,63.61,8.8,16.74,0,1.77
2008,corum,ortakoy,corum_ortakoy,2008_corum_ortakoy,85.47,42.25,33.33,14.27,0,0.8
2009,aksaray,ortakoy,aksaray_ortakoy,2009_aksaray_ortakoy,78.66,63.61,8.8,16.74,0,1.77
2009,corum,ortakoy,corum_ortakoy,2009_corum_ortakoy,85.47,42.25,33.33,14.27,0,0.8
2010,aksaray,ortakoy,aksaray_ortakoy,2010_aksaray_ortakoy,78.66,63.61,8.8,16.74,0,1.77
2010,corum,ortakoy,corum_ortakoy,2010_corum_ortakoy,85.47,42.25,33.33,14.27,0,0.8
2011,aksaray,ortakoy,aksaray_ortakoy,2011_aksaray_ortakoy,77.2,62.1,9.7,24.3,0,1
2011,corum,ortakoy,corum_ortakoy,2011_corum_ortakoy,89,50.9,31.4,13.8,0,0.4
2012,aksaray,ortakoy,aksaray_ortakoy,2012_aksaray_ortakoy,77.2,62.1,9.7,24.3,0,1
2012,corum,ortakoy,corum_ortakoy,2012_corum_ortakoy,89,50.9,31.4,13.8,0,0.4
2013,aksaray,ortakoy,aksaray_ortakoy,2013_aksaray_ortakoy,77.2,62.1,9.7,24.3,0,1
2013,corum,ortakoy,corum_ortakoy,2013_corum_ortakoy,89,50.9,31.4,13.8,0,0.4
2014,aksaray,ortakoy,aksaray_ortakoy,2014_aksaray_ortakoy,77.2,62.1,9.7,24.3,0,1
2014,corum,ortakoy,corum_ortakoy,2014_corum_ortakoy,89,50.9,31.4,13.8,0,0.4
2015,aksaray,ortakoy,aksaray_ortakoy,2015_aksaray_ortakoy,78.5,60.0,7.1,28.5,1.0,1.7
2015,corum,ortakoy,corum_ortakoy,2015_corum_ortakoy,85.7,43.7,27.8,22.1,3.0,1.9
2016,aksaray,ortakoy,aksaray_ortakoy,2016_aksaray_ortakoy,79.5,71.2,7.5,18.4,0.4,0.5
2016,corum,ortakoy,corum_ortakoy,2016_corum_ortakoy,88.4,51.9,26.5,15.8,3,0.5
2017,aksaray,ortakoy,aksaray_ortakoy,2017_aksaray_ortakoy,79.5,71.2,7.5,18.4,0.4,0.5
2017,corum,ortakoy,corum_ortakoy,2017_corum_ortakoy,88.4,51.9,26.5,15.8,3,0.5
2018,aksaray,ortakoy,aksaray_ortakoy,2018_aksaray_ortakoy,84.6,57.8,8.4,19.5,0.7,0.8
2018,corum,ortakoy,corum_ortakoy,2018_corum_ortakoy,90.3,41.9,25,15.3,5.2,1
2019,aksaray,ortakoy,aksaray_ortakoy,2019_aksaray_ortakoy,84.6,57.8,8.4,19.5,0.7,0.8
2019,corum,ortakoy,corum_ortakoy,2019_corum_ortakoy,90.3,41.9,25,15.3,5.2,1
2020,aksaray,ortakoy,aksaray_ortakoy,2020_aksaray_ortakoy,84.6,57.8,8.4,19.5,0.7,0.8
2020,corum,ortakoy,corum_ortakoy,2020_corum_ortakoy,90.3,41.9,25,15.3,5.2,1
2002,corum,osmancik,corum_osmancik,2002_corum_osmancik,85.34,48.08,15.85,8.6,1.68,0.71
2003,corum,osmancik,corum_osmancik,2003_corum_osmancik,85.34,48.08,15.85,8.6,1.68,0.71
2004,corum,osmancik,corum_osmancik,2004_corum_osmancik,85.34,48.08,15.85,8.6,1.68,0.71
2005,corum,osmancik,corum_osmancik,2005_corum_osmancik,85.34,48.08,15.85,8.6,1.68,0.71
2006,corum,osmancik,corum_osmancik,2006_corum_osmancik,85.34,48.08,15.85,8.6,1.68,0.71
2007,corum,osmancik,corum_osmancik,2007_corum_osmancik,88.53,58.89,15.29,13.75,0,1.22
2008,corum,osmancik,corum_osmancik,2008_corum_osmancik,88.53,58.89,15.29,13.75,0,1.22
2009,corum,osmancik,corum_osmancik,2009_corum_osmancik,88.53,58.89,15.29,13.75,0,1.22
2010,corum,osmancik,corum_osmancik,2010_corum_osmancik,88.53,58.89,15.29,13.75,0,1.22
2011,corum,osmancik,corum_osmancik,2011_corum_osmancik,90.2,64.1,17.3,14.1,0,1
2012,corum,osmancik,corum_osmancik,2012_corum_osmancik,90.2,64.1,17.3,14.1,0,1
2013,corum,osmancik,corum_osmancik,2013_corum_osmancik,90.2,64.1,17.3,14.1,0,1
2014,corum,osmancik,corum_osmancik,2014_corum_osmancik,90.2,64.1,17.3,14.1,0,1
2015,corum,osmancik,corum_osmancik,2015_corum_osmancik,87.6,57.1,17.4,20.7,0.5,2.2
2016,corum,osmancik,corum_osmancik,2016_corum_osmancik,88.9,64.9,16.5,15.1,0.3,0.6
2017,corum,osmancik,corum_osmancik,2017_corum_osmancik,88.9,64.9,16.5,15.1,0.3,0.6
2018,corum,osmancik,corum_osmancik,2018_corum_osmancik,90.8,59.4,14.8,12.3,0.8,0.9
2019,corum,osmancik,corum_osmancik,2019_corum_osmancik,90.8,59.4,14.8,12.3,0.8,0.9
2020,corum,osmancik,corum_osmancik,2020_corum_osmancik,90.8,59.4,14.8,12.3,0.8,0.9
2002,bilecik,osmaneli,bilecik_osmaneli,2002_bilecik_osmaneli,92.04,39.69,10.78,6.04,0.93,2.07
2003,bilecik,osmaneli,bilecik_osmaneli,2003_bilecik_osmaneli,92.04,39.69,10.78,6.04,0.93,2.07
2004,bilecik,osmaneli,bilecik_osmaneli,2004_bilecik_osmaneli,92.04,39.69,10.78,6.04,0.93,2.07
2005,bilecik,osmaneli,bilecik_osmaneli,2005_bilecik_osmaneli,92.04,39.69,10.78,6.04,0.93,2.07
2006,bilecik,osmaneli,bilecik_osmaneli,2006_bilecik_osmaneli,92.04,39.69,10.78,6.04,0.93,2.07
2007,bilecik,osmaneli,bilecik_osmaneli,2007_bilecik_osmaneli,93.58,45.23,19.15,13.75,0,4.36
2008,bilecik,osmaneli,bilecik_osmaneli,2008_bilecik_osmaneli,93.58,45.23,19.15,13.75,0,4.36
2009,bilecik,osmaneli,bilecik_osmaneli,2009_bilecik_osmaneli,93.58,45.23,19.15,13.75,0,4.36
2010,bilecik,osmaneli,bilecik_osmaneli,2010_bilecik_osmaneli,93.58,45.23,19.15,13.75,0,4.36
2011,bilecik,osmaneli,bilecik_osmaneli,2011_bilecik_osmaneli,93.3,51.2,20.5,23.7,0,1.5
2012,bilecik,osmaneli,bilecik_osmaneli,2012_bilecik_osmaneli,93.3,51.2,20.5,23.7,0,1.5
2013,bilecik,osmaneli,bilecik_osmaneli,2013_bilecik_osmaneli,93.3,51.2,20.5,23.7,0,1.5
2014,bilecik,osmaneli,bilecik_osmaneli,2014_bilecik_osmaneli,93.3,51.2,20.5,23.7,0,1.5
2015,bilecik,osmaneli,bilecik_osmaneli,2015_bilecik_osmaneli,91.0,44.2,25.1,24.2,1.3,3.2
2016,bilecik,osmaneli,bilecik_osmaneli,2016_bilecik_osmaneli,91.3,53.6,28.3,13.4,0.8,1.6
2017,bilecik,osmaneli,bilecik_osmaneli,2017_bilecik_osmaneli,91.3,53.6,28.3,13.4,0.8,1.6
2018,bilecik,osmaneli,bilecik_osmaneli,2018_bilecik_osmaneli,91.2,47.6,25.3,7.5,0.9,1.7
2019,bilecik,osmaneli,bilecik_osmaneli,2019_bilecik_osmaneli,91.2,47.6,25.3,7.5,0.9,1.7
2020,bilecik,osmaneli,bilecik_osmaneli,2020_bilecik_osmaneli,91.2,47.6,25.3,7.5,0.9,1.7
2002,bursa,osmangazi,bursa_osmangazi,2002_bursa_osmangazi,82.95,42.34,15.39,5.91,1.76,2.55
2003,bursa,osmangazi,bursa_osmangazi,2003_bursa_osmangazi,82.95,42.34,15.39,5.91,1.76,2.55
2004,bursa,osmangazi,bursa_osmangazi,2004_bursa_osmangazi,82.95,42.34,15.39,5.91,1.76,2.55
2005,bursa,osmangazi,bursa_osmangazi,2005_bursa_osmangazi,82.95,42.34,15.39,5.91,1.76,2.55
2006,bursa,osmangazi,bursa_osmangazi,2006_bursa_osmangazi,82.95,42.34,15.39,5.91,1.76,2.55
2007,bursa,osmangazi,bursa_osmangazi,2007_bursa_osmangazi,88.48,52.4,17.83,13.92,0,3.58
2008,bursa,osmangazi,bursa_osmangazi,2008_bursa_osmangazi,88.48,52.4,17.83,13.92,0,3.58
2009,bursa,osmangazi,bursa_osmangazi,2009_bursa_osmangazi,88.48,52.4,17.83,13.92,0,3.58
2010,bursa,osmangazi,bursa_osmangazi,2010_bursa_osmangazi,88.48,52.4,17.83,13.92,0,3.58
2011,bursa,osmangazi,bursa_osmangazi,2011_bursa_osmangazi,89,53.9,24.9,14,0,1.9
2012,bursa,osmangazi,bursa_osmangazi,2012_bursa_osmangazi,89,53.9,24.9,14,0,1.9
2013,bursa,osmangazi,bursa_osmangazi,2013_bursa_osmangazi,89,53.9,24.9,14,0,1.9
2014,bursa,osmangazi,bursa_osmangazi,2014_bursa_osmangazi,89,53.9,24.9,14,0,1.9
2015,bursa,osmangazi,bursa_osmangazi,2015_bursa_osmangazi,87.4,44.1,28.6,17.7,4.6,3.2
2016,bursa,osmangazi,bursa_osmangazi,2016_bursa_osmangazi,89.1,55.2,26.6,12.2,3.4,0.9
2017,bursa,osmangazi,bursa_osmangazi,2017_bursa_osmangazi,89.1,55.2,26.6,12.2,3.4,0.9
2018,bursa,osmangazi,bursa_osmangazi,2018_bursa_osmangazi,89.2,46.5,22.1,11,4.4,1.5
2019,bursa,osmangazi,bursa_osmangazi,2019_bursa_osmangazi,89.2,46.5,22.1,11,4.4,1.5
2020,bursa,osmangazi,bursa_osmangazi,2020_bursa_osmangazi,89.2,46.5,22.1,11,4.4,1.5
2002,erzincan,otlukbeli,erzincan_otlukbeli,2002_erzincan_otlukbeli,73.97,36.16,9.85,17.35,1.8,3.82
2003,erzincan,otlukbeli,erzincan_otlukbeli,2003_erzincan_otlukbeli,73.97,36.16,9.85,17.35,1.8,3.82
2004,erzincan,otlukbeli,erzincan_otlukbeli,2004_erzincan_otlukbeli,73.97,36.16,9.85,17.35,1.8,3.82
2005,erzincan,otlukbeli,erzincan_otlukbeli,2005_erzincan_otlukbeli,73.97,36.16,9.85,17.35,1.8,3.82
2006,erzincan,otlukbeli,erzincan_otlukbeli,2006_erzincan_otlukbeli,73.97,36.16,9.85,17.35,1.8,3.82
2007,erzincan,otlukbeli,erzincan_otlukbeli,2007_erzincan_otlukbeli,79.14,69.77,9.3,13.41,0,1.52
2008,erzincan,otlukbeli,erzincan_otlukbeli,2008_erzincan_otlukbeli,79.14,69.77,9.3,13.41,0,1.52
2009,erzincan,otlukbeli,erzincan_otlukbeli,2009_erzincan_otlukbeli,79.14,69.77,9.3,13.41,0,1.52
2010,erzincan,otlukbeli,erzincan_otlukbeli,2010_erzincan_otlukbeli,79.14,69.77,9.3,13.41,0,1.52
2011,erzincan,otlukbeli,erzincan_otlukbeli,2011_erzincan_otlukbeli,89.3,74.2,13,8,0,1.3
2012,erzincan,otlukbeli,erzincan_otlukbeli,2012_erzincan_otlukbeli,89.3,74.2,13,8,0,1.3
2013,erzincan,otlukbeli,erzincan_otlukbeli,2013_erzincan_otlukbeli,89.3,74.2,13,8,0,1.3
2014,erzincan,otlukbeli,erzincan_otlukbeli,2014_erzincan_otlukbeli,89.3,74.2,13,8,0,1.3
2015,erzincan,otlukbeli,erzincan_otlukbeli,2015_erzincan_otlukbeli,80.2,52.4,13.9,28.3,1.4,2.5
2016,erzincan,otlukbeli,erzincan_otlukbeli,2016_erzincan_otlukbeli,78.2,69.4,12.9,14,0.8,0.7
2017,erzincan,otlukbeli,erzincan_otlukbeli,2017_erzincan_otlukbeli,78.2,69.4,12.9,14,0.8,0.7
2018,erzincan,otlukbeli,erzincan_otlukbeli,2018_erzincan_otlukbeli,88.68323638,49.75550122,12.59168704,32.15158924,0.8557457213,1.772616137
2019,erzincan,otlukbeli,erzincan_otlukbeli,2019_erzincan_otlukbeli,88.68323638,49.75550122,12.59168704,32.15158924,0.8557457213,1.772616137
2020,erzincan,otlukbeli,erzincan_otlukbeli,2020_erzincan_otlukbeli,88.68323638,49.75550122,12.59168704,32.15158924,0.8557457213,1.772616137
2002,karabuk,ovacik,karabuk_ovacik,2002_karabuk_ovacik,77.48,46.03,12.53,9.68,2.55,1.8
2002,tunceli,ovacik,tunceli_ovacik,2002_tunceli_ovacik,82.05,4.5,55.57,1.29,19.89,0.16
2003,karabuk,ovacik,karabuk_ovacik,2003_karabuk_ovacik,77.48,46.03,12.53,9.68,2.55,1.8
2003,tunceli,ovacik,tunceli_ovacik,2003_tunceli_ovacik,82.05,4.5,55.57,1.29,19.89,0.16
2004,karabuk,ovacik,karabuk_ovacik,2004_karabuk_ovacik,77.48,46.03,12.53,9.68,2.55,1.8
2004,tunceli,ovacik,tunceli_ovacik,2004_tunceli_ovacik,82.05,4.5,55.57,1.29,19.89,0.16
2005,karabuk,ovacik,karabuk_ovacik,2005_karabuk_ovacik,77.48,46.03,12.53,9.68,2.55,1.8
2005,tunceli,ovacik,tunceli_ovacik,2005_tunceli_ovacik,82.05,4.5,55.57,1.29,19.89,0.16
2006,karabuk,ovacik,karabuk_ovacik,2006_karabuk_ovacik,77.48,46.03,12.53,9.68,2.55,1.8
2006,tunceli,ovacik,tunceli_ovacik,2006_tunceli_ovacik,82.05,4.5,55.57,1.29,19.89,0.16
2007,karabuk,ovacik,karabuk_ovacik,2007_karabuk_ovacik,90.98,55.55,11.29,16.25,0,3.15
2007,tunceli,ovacik,tunceli_ovacik,2007_tunceli_ovacik,83.86,5.23,34.75,2.8,51.83,0.33
2008,karabuk,ovacik,karabuk_ovacik,2008_karabuk_ovacik,90.98,55.55,11.29,16.25,0,3.15
2008,tunceli,ovacik,tunceli_ovacik,2008_tunceli_ovacik,83.86,5.23,34.75,2.8,51.83,0.33
2009,karabuk,ovacik,karabuk_ovacik,2009_karabuk_ovacik,90.98,55.55,11.29,16.25,0,3.15
2009,tunceli,ovacik,tunceli_ovacik,2009_tunceli_ovacik,83.86,5.23,34.75,2.8,51.83,0.33
2010,karabuk,ovacik,karabuk_ovacik,2010_karabuk_ovacik,90.98,55.55,11.29,16.25,0,3.15
2010,tunceli,ovacik,tunceli_ovacik,2010_tunceli_ovacik,83.86,5.23,34.75,2.8,51.83,0.33
2011,karabuk,ovacik,karabuk_ovacik,2011_karabuk_ovacik,87.8,70.2,12.4,10.9,0,1.3
2011,tunceli,ovacik,tunceli_ovacik,2011_tunceli_ovacik,81.2,4.8,72.4,0.5,19.1,0.1
2012,karabuk,ovacik,karabuk_ovacik,2012_karabuk_ovacik,87.8,70.2,12.4,10.9,0,1.3
2012,tunceli,ovacik,tunceli_ovacik,2012_tunceli_ovacik,81.2,4.8,72.4,0.5,19.1,0.1
2013,karabuk,ovacik,karabuk_ovacik,2013_karabuk_ovacik,87.8,70.2,12.4,10.9,0,1.3
2013,tunceli,ovacik,tunceli_ovacik,2013_tunceli_ovacik,81.2,4.8,72.4,0.5,19.1,0.1
2014,karabuk,ovacik,karabuk_ovacik,2014_karabuk_ovacik,87.8,70.2,12.4,10.9,0,1.3
2014,tunceli,ovacik,tunceli_ovacik,2014_tunceli_ovacik,81.2,4.8,72.4,0.5,19.1,0.1
2015,karabuk,ovacik,karabuk_ovacik,2015_karabuk_ovacik,88.1,55.8,14.6,22.4,0.6,1.9
2015,tunceli,ovacik,tunceli_ovacik,2015_tunceli_ovacik,83.2,3.7,26.5,2.9,64.8,0.7
2016,karabuk,ovacik,karabuk_ovacik,2016_karabuk_ovacik,89.1,68.2,12.7,13.5,0.3,0.9
2016,tunceli,ovacik,tunceli_ovacik,2016_tunceli_ovacik,76.8,2.6,34.6,0.9,60.6,0
2017,karabuk,ovacik,karabuk_ovacik,2017_karabuk_ovacik,89.1,68.2,12.7,13.5,0.3,0.9
2017,tunceli,ovacik,tunceli_ovacik,2017_tunceli_ovacik,76.8,2.6,34.6,0.9,60.6,0
2018,karabuk,ovacik,karabuk_ovacik,2018_karabuk_ovacik,92.5,62.9,12.4,9.5,0.4,1.1
2018,tunceli,ovacik,tunceli_ovacik,2018_tunceli_ovacik,86.8,5.7,34.3,4.8,54.1,0.3
2019,karabuk,ovacik,karabuk_ovacik,2019_karabuk_ovacik,92.5,62.9,12.4,9.5,0.4,1.1
2019,tunceli,ovacik,tunceli_ovacik,2019_tunceli_ovacik,86.8,5.7,34.3,4.8,54.1,0.3
2020,karabuk,ovacik,karabuk_ovacik,2020_karabuk_ovacik,92.5,62.9,12.4,9.5,0.4,1.1
2020,tunceli,ovacik,tunceli_ovacik,2020_tunceli_ovacik,86.8,5.7,34.3,4.8,54.1,0.3
