year,province,district,province_district,year_province_district,population
2014,nevsehir,derinkuyu,nevsehir_derinkuyu,2014_nevsehir_derinkuyu,21432
2015,nevsehir,derinkuyu,nevsehir_derinkuyu,2015_nevsehir_derinkuyu,21108
2016,nevsehir,derinkuyu,nevsehir_derinkuyu,2016_nevsehir_derinkuyu,21081
2017,nevsehir,derinkuyu,nevsehir_derinkuyu,2017_nevsehir_derinkuyu,20908
2018,nevsehir,derinkuyu,nevsehir_derinkuyu,2018_nevsehir_derinkuyu,20786
2019,nevsehir,derinkuyu,nevsehir_derinkuyu,2019_nevsehir_derinkuyu,20776
2020,nevsehir,derinkuyu,nevsehir_derinkuyu,2020_nevsehir_derinkuyu,20766
2002,nevsehir,gulsehir,nevsehir_gulsehir,2002_nevsehir_gulsehir,29559
2003,nevsehir,gulsehir,nevsehir_gulsehir,2003_nevsehir_gulsehir,28858
2004,nevsehir,gulsehir,nevsehir_gulsehir,2004_nevsehir_gulsehir,28156
2005,nevsehir,gulsehir,nevsehir_gulsehir,2005_nevsehir_gulsehir,27454
2006,nevsehir,gulsehir,nevsehir_gulsehir,2006_nevsehir_gulsehir,26753
2007,nevsehir,gulsehir,nevsehir_gulsehir,2007_nevsehir_gulsehir,26051
2008,nevsehir,gulsehir,nevsehir_gulsehir,2008_nevsehir_gulsehir,25654
2009,nevsehir,gulsehir,nevsehir_gulsehir,2009_nevsehir_gulsehir,25269
2010,nevsehir,gulsehir,nevsehir_gulsehir,2010_nevsehir_gulsehir,24503
2011,nevsehir,gulsehir,nevsehir_gulsehir,2011_nevsehir_gulsehir,24062
2012,nevsehir,gulsehir,nevsehir_gulsehir,2012_nevsehir_gulsehir,23437
2013,nevsehir,gulsehir,nevsehir_gulsehir,2013_nevsehir_gulsehir,22722
2014,nevsehir,gulsehir,nevsehir_gulsehir,2014_nevsehir_gulsehir,22558
2015,nevsehir,gulsehir,nevsehir_gulsehir,2015_nevsehir_gulsehir,22118
2016,nevsehir,gulsehir,nevsehir_gulsehir,2016_nevsehir_gulsehir,21871
2017,nevsehir,gulsehir,nevsehir_gulsehir,2017_nevsehir_gulsehir,21476
2018,nevsehir,gulsehir,nevsehir_gulsehir,2018_nevsehir_gulsehir,21771
2019,nevsehir,gulsehir,nevsehir_gulsehir,2019_nevsehir_gulsehir,21468
2020,nevsehir,gulsehir,nevsehir_gulsehir,2020_nevsehir_gulsehir,21165
2002,nevsehir,hacibektas,nevsehir_hacibektas,2002_nevsehir_hacibektas,16410
2003,nevsehir,hacibektas,nevsehir_hacibektas,2003_nevsehir_hacibektas,15569
2004,nevsehir,hacibektas,nevsehir_hacibektas,2004_nevsehir_hacibektas,14728
2005,nevsehir,hacibektas,nevsehir_hacibektas,2005_nevsehir_hacibektas,13887
2006,nevsehir,hacibektas,nevsehir_hacibektas,2006_nevsehir_hacibektas,13046
2007,nevsehir,hacibektas,nevsehir_hacibektas,2007_nevsehir_hacibektas,12205
2008,nevsehir,hacibektas,nevsehir_hacibektas,2008_nevsehir_hacibektas,12532
2009,nevsehir,hacibektas,nevsehir_hacibektas,2009_nevsehir_hacibektas,12413
2010,nevsehir,hacibektas,nevsehir_hacibektas,2010_nevsehir_hacibektas,11929
2011,nevsehir,hacibektas,nevsehir_hacibektas,2011_nevsehir_hacibektas,11638
2012,nevsehir,hacibektas,nevsehir_hacibektas,2012_nevsehir_hacibektas,11615
2013,nevsehir,hacibektas,nevsehir_hacibektas,2013_nevsehir_hacibektas,11480
2014,nevsehir,hacibektas,nevsehir_hacibektas,2014_nevsehir_hacibektas,11426
2015,nevsehir,hacibektas,nevsehir_hacibektas,2015_nevsehir_hacibektas,11084
2016,nevsehir,hacibektas,nevsehir_hacibektas,2016_nevsehir_hacibektas,11123
2017,nevsehir,hacibektas,nevsehir_hacibektas,2017_nevsehir_hacibektas,10890
2018,nevsehir,hacibektas,nevsehir_hacibektas,2018_nevsehir_hacibektas,11487
2019,nevsehir,hacibektas,nevsehir_hacibektas,2019_nevsehir_hacibektas,11302
2020,nevsehir,hacibektas,nevsehir_hacibektas,2020_nevsehir_hacibektas,11117
2002,nevsehir,kozakli,nevsehir_kozakli,2002_nevsehir_kozakli,20905
2003,nevsehir,kozakli,nevsehir_kozakli,2003_nevsehir_kozakli,19997
2004,nevsehir,kozakli,nevsehir_kozakli,2004_nevsehir_kozakli,19088
2005,nevsehir,kozakli,nevsehir_kozakli,2005_nevsehir_kozakli,18180
2006,nevsehir,kozakli,nevsehir_kozakli,2006_nevsehir_kozakli,17272
2007,nevsehir,kozakli,nevsehir_kozakli,2007_nevsehir_kozakli,16364
2008,nevsehir,kozakli,nevsehir_kozakli,2008_nevsehir_kozakli,16090
2009,nevsehir,kozakli,nevsehir_kozakli,2009_nevsehir_kozakli,15726
2010,nevsehir,kozakli,nevsehir_kozakli,2010_nevsehir_kozakli,15519
2011,nevsehir,kozakli,nevsehir_kozakli,2011_nevsehir_kozakli,15205
2012,nevsehir,kozakli,nevsehir_kozakli,2012_nevsehir_kozakli,14799
2013,nevsehir,kozakli,nevsehir_kozakli,2013_nevsehir_kozakli,14730
2014,nevsehir,kozakli,nevsehir_kozakli,2014_nevsehir_kozakli,14358
2015,nevsehir,kozakli,nevsehir_kozakli,2015_nevsehir_kozakli,14037
2016,nevsehir,kozakli,nevsehir_kozakli,2016_nevsehir_kozakli,13873
2017,nevsehir,kozakli,nevsehir_kozakli,2017_nevsehir_kozakli,13592
2018,nevsehir,kozakli,nevsehir_kozakli,2018_nevsehir_kozakli,13570
2019,nevsehir,kozakli,nevsehir_kozakli,2019_nevsehir_kozakli,13379
2020,nevsehir,kozakli,nevsehir_kozakli,2020_nevsehir_kozakli,13188
2002,nevsehir,merkez,nevsehir_merkez,2002_nevsehir_merkez,108121
2003,nevsehir,merkez,nevsehir_merkez,2003_nevsehir_merkez,109135
2004,nevsehir,merkez,nevsehir_merkez,2004_nevsehir_merkez,110149
2005,nevsehir,merkez,nevsehir_merkez,2005_nevsehir_merkez,111164
2006,nevsehir,merkez,nevsehir_merkez,2006_nevsehir_merkez,112178
2007,nevsehir,merkez,nevsehir_merkez,2007_nevsehir_merkez,113192
2008,nevsehir,merkez,nevsehir_merkez,2008_nevsehir_merkez,114691
2009,nevsehir,merkez,nevsehir_merkez,2009_nevsehir_merkez,117327
2010,nevsehir,merkez,nevsehir_merkez,2010_nevsehir_merkez,117890
2011,nevsehir,merkez,nevsehir_merkez,2011_nevsehir_merkez,120605
2012,nevsehir,merkez,nevsehir_merkez,2012_nevsehir_merkez,123976
2013,nevsehir,merkez,nevsehir_merkez,2013_nevsehir_merkez,126327
2014,nevsehir,merkez,nevsehir_merkez,2014_nevsehir_merkez,127891
2015,nevsehir,merkez,nevsehir_merkez,2015_nevsehir_merkez,130998
2016,nevsehir,merkez,nevsehir_merkez,2016_nevsehir_merkez,135771
2017,nevsehir,merkez,nevsehir_merkez,2017_nevsehir_merkez,138989
2018,nevsehir,merkez,nevsehir_merkez,2018_nevsehir_merkez,143194
2019,nevsehir,merkez,nevsehir_merkez,2019_nevsehir_merkez,148160
2020,nevsehir,merkez,nevsehir_merkez,2020_nevsehir_merkez,153126
2002,nevsehir,urgup,nevsehir_urgup,2002_nevsehir_urgup,36278
2003,nevsehir,urgup,nevsehir_urgup,2003_nevsehir_urgup,35702
2004,nevsehir,urgup,nevsehir_urgup,2004_nevsehir_urgup,35127
2005,nevsehir,urgup,nevsehir_urgup,2005_nevsehir_urgup,34551
2006,nevsehir,urgup,nevsehir_urgup,2006_nevsehir_urgup,33976
2007,nevsehir,urgup,nevsehir_urgup,2007_nevsehir_urgup,33400
2008,nevsehir,urgup,nevsehir_urgup,2008_nevsehir_urgup,33909
2009,nevsehir,urgup,nevsehir_urgup,2009_nevsehir_urgup,33829
2010,nevsehir,urgup,nevsehir_urgup,2010_nevsehir_urgup,34372
2011,nevsehir,urgup,nevsehir_urgup,2011_nevsehir_urgup,34673
2012,nevsehir,urgup,nevsehir_urgup,2012_nevsehir_urgup,35000
2013,nevsehir,urgup,nevsehir_urgup,2013_nevsehir_urgup,35028
2014,nevsehir,urgup,nevsehir_urgup,2014_nevsehir_urgup,35311
2015,nevsehir,urgup,nevsehir_urgup,2015_nevsehir_urgup,34891
2016,nevsehir,urgup,nevsehir_urgup,2016_nevsehir_urgup,34972
2017,nevsehir,urgup,nevsehir_urgup,2017_nevsehir_urgup,35111
2018,nevsehir,urgup,nevsehir_urgup,2018_nevsehir_urgup,35352
2019,nevsehir,urgup,nevsehir_urgup,2019_nevsehir_urgup,35821
2020,nevsehir,urgup,nevsehir_urgup,2020_nevsehir_urgup,36290
2002,nigde,altunhisar,nigde_altunhisar,2002_nigde_altunhisar,20123
2003,nigde,altunhisar,nigde_altunhisar,2003_nigde_altunhisar,19403
2004,nigde,altunhisar,nigde_altunhisar,2004_nigde_altunhisar,18683
2005,nigde,altunhisar,nigde_altunhisar,2005_nigde_altunhisar,17963
2006,nigde,altunhisar,nigde_altunhisar,2006_nigde_altunhisar,17242
2007,nigde,altunhisar,nigde_altunhisar,2007_nigde_altunhisar,16522
2008,nigde,altunhisar,nigde_altunhisar,2008_nigde_altunhisar,15748
2009,nigde,altunhisar,nigde_altunhisar,2009_nigde_altunhisar,15415
2010,nigde,altunhisar,nigde_altunhisar,2010_nigde_altunhisar,14769
2011,nigde,altunhisar,nigde_altunhisar,2011_nigde_altunhisar,14481
2012,nigde,altunhisar,nigde_altunhisar,2012_nigde_altunhisar,14416
2013,nigde,altunhisar,nigde_altunhisar,2013_nigde_altunhisar,14498
2014,nigde,altunhisar,nigde_altunhisar,2014_nigde_altunhisar,13706
2015,nigde,altunhisar,nigde_altunhisar,2015_nigde_altunhisar,13438
2016,nigde,altunhisar,nigde_altunhisar,2016_nigde_altunhisar,13350
2017,nigde,altunhisar,nigde_altunhisar,2017_nigde_altunhisar,12906
2018,nigde,altunhisar,nigde_altunhisar,2018_nigde_altunhisar,15463
2019,nigde,altunhisar,nigde_altunhisar,2019_nigde_altunhisar,12961
2020,nigde,altunhisar,nigde_altunhisar,2020_nigde_altunhisar,10459
2002,nigde,bor,nigde_bor,2002_nigde_bor,61840
2003,nigde,bor,nigde_bor,2003_nigde_bor,61447
2004,nigde,bor,nigde_bor,2004_nigde_bor,61053
2005,nigde,bor,nigde_bor,2005_nigde_bor,60660
2006,nigde,bor,nigde_bor,2006_nigde_bor,60266
2007,nigde,bor,nigde_bor,2007_nigde_bor,59873
2008,nigde,bor,nigde_bor,2008_nigde_bor,59139
2009,nigde,bor,nigde_bor,2009_nigde_bor,60248
2010,nigde,bor,nigde_bor,2010_nigde_bor,59919
2011,nigde,bor,nigde_bor,2011_nigde_bor,60404
2012,nigde,bor,nigde_bor,2012_nigde_bor,60950
2013,nigde,bor,nigde_bor,2013_nigde_bor,61111
2014,nigde,bor,nigde_bor,2014_nigde_bor,61388
2015,nigde,bor,nigde_bor,2015_nigde_bor,61145
2016,nigde,bor,nigde_bor,2016_nigde_bor,61178
2017,nigde,bor,nigde_bor,2017_nigde_bor,60561
2018,nigde,bor,nigde_bor,2018_nigde_bor,60335
2019,nigde,bor,nigde_bor,2019_nigde_bor,60462
2020,nigde,bor,nigde_bor,2020_nigde_bor,60589
2002,nigde,camardi,nigde_camardi,2002_nigde_camardi,18424
2003,nigde,camardi,nigde_camardi,2003_nigde_camardi,17798
2004,nigde,camardi,nigde_camardi,2004_nigde_camardi,17171
2005,nigde,camardi,nigde_camardi,2005_nigde_camardi,16545
2006,nigde,camardi,nigde_camardi,2006_nigde_camardi,15919
2007,nigde,camardi,nigde_camardi,2007_nigde_camardi,15293
2008,nigde,camardi,nigde_camardi,2008_nigde_camardi,16417
2009,nigde,camardi,nigde_camardi,2009_nigde_camardi,16279
2010,nigde,camardi,nigde_camardi,2010_nigde_camardi,15245
2011,nigde,camardi,nigde_camardi,2011_nigde_camardi,14739
2012,nigde,camardi,nigde_camardi,2012_nigde_camardi,14427
2013,nigde,camardi,nigde_camardi,2013_nigde_camardi,15728
2014,nigde,camardi,nigde_camardi,2014_nigde_camardi,13944
2015,nigde,camardi,nigde_camardi,2015_nigde_camardi,13219
2016,nigde,camardi,nigde_camardi,2016_nigde_camardi,12773
2017,nigde,camardi,nigde_camardi,2017_nigde_camardi,12565
2018,nigde,camardi,nigde_camardi,2018_nigde_camardi,13200
2019,nigde,camardi,nigde_camardi,2019_nigde_camardi,12715
2020,nigde,camardi,nigde_camardi,2020_nigde_camardi,12230
2002,nigde,ciftlik,nigde_ciftlik,2002_nigde_ciftlik,31058
2003,nigde,ciftlik,nigde_ciftlik,2003_nigde_ciftlik,30694
2004,nigde,ciftlik,nigde_ciftlik,2004_nigde_ciftlik,30329
2005,nigde,ciftlik,nigde_ciftlik,2005_nigde_ciftlik,29965
2006,nigde,ciftlik,nigde_ciftlik,2006_nigde_ciftlik,29600
2007,nigde,ciftlik,nigde_ciftlik,2007_nigde_ciftlik,29236
2008,nigde,ciftlik,nigde_ciftlik,2008_nigde_ciftlik,29637
2009,nigde,ciftlik,nigde_ciftlik,2009_nigde_ciftlik,29926
2010,nigde,ciftlik,nigde_ciftlik,2010_nigde_ciftlik,29183
2011,nigde,ciftlik,nigde_ciftlik,2011_nigde_ciftlik,29002
2012,nigde,ciftlik,nigde_ciftlik,2012_nigde_ciftlik,29536
2013,nigde,ciftlik,nigde_ciftlik,2013_nigde_ciftlik,29596
2014,nigde,ciftlik,nigde_ciftlik,2014_nigde_ciftlik,28265
2015,nigde,ciftlik,nigde_ciftlik,2015_nigde_ciftlik,27742
2016,nigde,ciftlik,nigde_ciftlik,2016_nigde_ciftlik,27589
2017,nigde,ciftlik,nigde_ciftlik,2017_nigde_ciftlik,27276
2018,nigde,ciftlik,nigde_ciftlik,2018_nigde_ciftlik,28168
2019,nigde,ciftlik,nigde_ciftlik,2019_nigde_ciftlik,27374
2020,nigde,ciftlik,nigde_ciftlik,2020_nigde_ciftlik,26580
2002,nigde,merkez,nigde_merkez,2002_nigde_merkez,181747
2003,nigde,merkez,nigde_merkez,2003_nigde_merkez,183198
2004,nigde,merkez,nigde_merkez,2004_nigde_merkez,184648
2005,nigde,merkez,nigde_merkez,2005_nigde_merkez,186098
2006,nigde,merkez,nigde_merkez,2006_nigde_merkez,187549
2007,nigde,merkez,nigde_merkez,2007_nigde_merkez,188999
2008,nigde,merkez,nigde_merkez,2008_nigde_merkez,193373
2009,nigde,merkez,nigde_merkez,2009_nigde_merkez,195407
2010,nigde,merkez,nigde_merkez,2010_nigde_merkez,196087
2011,nigde,merkez,nigde_merkez,2011_nigde_merkez,198088
2012,nigde,merkez,nigde_merkez,2012_nigde_merkez,200044
2013,nigde,merkez,nigde_merkez,2013_nigde_merkez,201597
2014,nigde,merkez,nigde_merkez,2014_nigde_merkez,205753
2015,nigde,merkez,nigde_merkez,2015_nigde_merkez,211092
2016,nigde,merkez,nigde_merkez,2016_nigde_merkez,216695
2017,nigde,merkez,nigde_merkez,2017_nigde_merkez,220277
2018,nigde,merkez,nigde_merkez,2018_nigde_merkez,224289
2019,nigde,merkez,nigde_merkez,2019_nigde_merkez,229121
2020,nigde,merkez,nigde_merkez,2020_nigde_merkez,233953
2002,nigde,ulukisla,nigde_ulukisla,2002_nigde_ulukisla,28738
2003,nigde,ulukisla,nigde_ulukisla,2003_nigde_ulukisla,27341
2004,nigde,ulukisla,nigde_ulukisla,2004_nigde_ulukisla,25944
2005,nigde,ulukisla,nigde_ulukisla,2005_nigde_ulukisla,24548
2006,nigde,ulukisla,nigde_ulukisla,2006_nigde_ulukisla,23151
2007,nigde,ulukisla,nigde_ulukisla,2007_nigde_ulukisla,21754
2008,nigde,ulukisla,nigde_ulukisla,2008_nigde_ulukisla,24133
2009,nigde,ulukisla,nigde_ulukisla,2009_nigde_ulukisla,22646
2010,nigde,ulukisla,nigde_ulukisla,2010_nigde_ulukisla,22728
2011,nigde,ulukisla,nigde_ulukisla,2011_nigde_ulukisla,20839
2012,nigde,ulukisla,nigde_ulukisla,2012_nigde_ulukisla,20897
2013,nigde,ulukisla,nigde_ulukisla,2013_nigde_ulukisla,21128
2014,nigde,ulukisla,nigde_ulukisla,2014_nigde_ulukisla,20842
2015,nigde,ulukisla,nigde_ulukisla,2015_nigde_ulukisla,19478
2016,nigde,ulukisla,nigde_ulukisla,2016_nigde_ulukisla,19883
2017,nigde,ulukisla,nigde_ulukisla,2017_nigde_ulukisla,19142
2018,nigde,ulukisla,nigde_ulukisla,2018_nigde_ulukisla,23252
2019,nigde,ulukisla,nigde_ulukisla,2019_nigde_ulukisla,20228
2020,nigde,ulukisla,nigde_ulukisla,2020_nigde_ulukisla,17204
2002,ordu,akkus,ordu_akkus,2002_ordu_akkus,43522
2003,ordu,akkus,ordu_akkus,2003_ordu_akkus,41429
2004,ordu,akkus,ordu_akkus,2004_ordu_akkus,39337
2005,ordu,akkus,ordu_akkus,2005_ordu_akkus,37244
2006,ordu,akkus,ordu_akkus,2006_ordu_akkus,35152
2007,ordu,akkus,ordu_akkus,2007_ordu_akkus,33059
2008,ordu,akkus,ordu_akkus,2008_ordu_akkus,32178
2009,ordu,akkus,ordu_akkus,2009_ordu_akkus,29185
2010,ordu,akkus,ordu_akkus,2010_ordu_akkus,30018
2011,ordu,akkus,ordu_akkus,2011_ordu_akkus,27947
2012,ordu,akkus,ordu_akkus,2012_ordu_akkus,31106
2013,ordu,akkus,ordu_akkus,2013_ordu_akkus,26582
2014,ordu,akkus,ordu_akkus,2014_ordu_akkus,24634
2015,ordu,akkus,ordu_akkus,2015_ordu_akkus,23064
2016,ordu,akkus,ordu_akkus,2016_ordu_akkus,24820
2017,ordu,akkus,ordu_akkus,2017_ordu_akkus,22479
2018,ordu,akkus,ordu_akkus,2018_ordu_akkus,23369
2019,ordu,akkus,ordu_akkus,2019_ordu_akkus,22192
2020,ordu,akkus,ordu_akkus,2020_ordu_akkus,21015
2013,ordu,altinordu,ordu_altinordu,2013_ordu_altinordu,186097
2014,ordu,altinordu,ordu_altinordu,2014_ordu_altinordu,195817
2015,ordu,altinordu,ordu_altinordu,2015_ordu_altinordu,202310
2016,ordu,altinordu,ordu_altinordu,2016_ordu_altinordu,205396
2017,ordu,altinordu,ordu_altinordu,2017_ordu_altinordu,213582
2018,ordu,altinordu,ordu_altinordu,2018_ordu_altinordu,200807
2019,ordu,altinordu,ordu_altinordu,2019_ordu_altinordu,217640
2020,ordu,altinordu,ordu_altinordu,2020_ordu_altinordu,234473
2002,ordu,aybasti,ordu_aybasti,2002_ordu_aybasti,29394
2003,ordu,aybasti,ordu_aybasti,2003_ordu_aybasti,28835
2004,ordu,aybasti,ordu_aybasti,2004_ordu_aybasti,28275
2005,ordu,aybasti,ordu_aybasti,2005_ordu_aybasti,27716
2006,ordu,aybasti,ordu_aybasti,2006_ordu_aybasti,27157
2007,ordu,aybasti,ordu_aybasti,2007_ordu_aybasti,26598
2008,ordu,aybasti,ordu_aybasti,2008_ordu_aybasti,25824
2009,ordu,aybasti,ordu_aybasti,2009_ordu_aybasti,25346
2010,ordu,aybasti,ordu_aybasti,2010_ordu_aybasti,24935
2011,ordu,aybasti,ordu_aybasti,2011_ordu_aybasti,24253
2012,ordu,aybasti,ordu_aybasti,2012_ordu_aybasti,24852
2013,ordu,aybasti,ordu_aybasti,2013_ordu_aybasti,24247
2014,ordu,aybasti,ordu_aybasti,2014_ordu_aybasti,23049
2015,ordu,aybasti,ordu_aybasti,2015_ordu_aybasti,25900
2016,ordu,aybasti,ordu_aybasti,2016_ordu_aybasti,30325
2017,ordu,aybasti,ordu_aybasti,2017_ordu_aybasti,22868
2018,ordu,aybasti,ordu_aybasti,2018_ordu_aybasti,22783
2019,ordu,aybasti,ordu_aybasti,2019_ordu_aybasti,22027
2020,ordu,aybasti,ordu_aybasti,2020_ordu_aybasti,21271
2002,ordu,camas,ordu_camas,2002_ordu_camas,12531
2003,ordu,camas,ordu_camas,2003_ordu_camas,12159
2004,ordu,camas,ordu_camas,2004_ordu_camas,11786
2005,ordu,camas,ordu_camas,2005_ordu_camas,11413
2006,ordu,camas,ordu_camas,2006_ordu_camas,11040
2007,ordu,camas,ordu_camas,2007_ordu_camas,10667
2008,ordu,camas,ordu_camas,2008_ordu_camas,11654
2009,ordu,camas,ordu_camas,2009_ordu_camas,10920
2010,ordu,camas,ordu_camas,2010_ordu_camas,10534
2011,ordu,camas,ordu_camas,2011_ordu_camas,9950
2012,ordu,camas,ordu_camas,2012_ordu_camas,9381
2013,ordu,camas,ordu_camas,2013_ordu_camas,10403
2014,ordu,camas,ordu_camas,2014_ordu_camas,9070
2015,ordu,camas,ordu_camas,2015_ordu_camas,8594
2016,ordu,camas,ordu_camas,2016_ordu_camas,8273
2017,ordu,camas,ordu_camas,2017_ordu_camas,8118
2018,ordu,camas,ordu_camas,2018_ordu_camas,11851
2019,ordu,camas,ordu_camas,2019_ordu_camas,9058
2020,ordu,camas,ordu_camas,2020_ordu_camas,6265
2002,ordu,catalpinar,ordu_catalpinar,2002_ordu_catalpinar,20592
2003,ordu,catalpinar,ordu_catalpinar,2003_ordu_catalpinar,19726
2004,ordu,catalpinar,ordu_catalpinar,2004_ordu_catalpinar,18859
2005,ordu,catalpinar,ordu_catalpinar,2005_ordu_catalpinar,17992
2006,ordu,catalpinar,ordu_catalpinar,2006_ordu_catalpinar,17126
2007,ordu,catalpinar,ordu_catalpinar,2007_ordu_catalpinar,16259
2008,ordu,catalpinar,ordu_catalpinar,2008_ordu_catalpinar,16403
2009,ordu,catalpinar,ordu_catalpinar,2009_ordu_catalpinar,16019
2010,ordu,catalpinar,ordu_catalpinar,2010_ordu_catalpinar,15859
2011,ordu,catalpinar,ordu_catalpinar,2011_ordu_catalpinar,15413
2012,ordu,catalpinar,ordu_catalpinar,2012_ordu_catalpinar,14695
2013,ordu,catalpinar,ordu_catalpinar,2013_ordu_catalpinar,14669
2014,ordu,catalpinar,ordu_catalpinar,2014_ordu_catalpinar,14168
2015,ordu,catalpinar,ordu_catalpinar,2015_ordu_catalpinar,13786
2016,ordu,catalpinar,ordu_catalpinar,2016_ordu_catalpinar,13580
2017,ordu,catalpinar,ordu_catalpinar,2017_ordu_catalpinar,13410
2018,ordu,catalpinar,ordu_catalpinar,2018_ordu_catalpinar,14954
2019,ordu,catalpinar,ordu_catalpinar,2019_ordu_catalpinar,13809
2020,ordu,catalpinar,ordu_catalpinar,2020_ordu_catalpinar,12664
2002,ordu,caybasi,ordu_caybasi,2002_ordu_caybasi,15273
2003,ordu,caybasi,ordu_caybasi,2003_ordu_caybasi,15240
2004,ordu,caybasi,ordu_caybasi,2004_ordu_caybasi,15207
2005,ordu,caybasi,ordu_caybasi,2005_ordu_caybasi,15174
2006,ordu,caybasi,ordu_caybasi,2006_ordu_caybasi,15141
2007,ordu,caybasi,ordu_caybasi,2007_ordu_caybasi,15108
2008,ordu,caybasi,ordu_caybasi,2008_ordu_caybasi,15089
2009,ordu,caybasi,ordu_caybasi,2009_ordu_caybasi,14376
2010,ordu,caybasi,ordu_caybasi,2010_ordu_caybasi,14207
2011,ordu,caybasi,ordu_caybasi,2011_ordu_caybasi,13850
2012,ordu,caybasi,ordu_caybasi,2012_ordu_caybasi,15295
2013,ordu,caybasi,ordu_caybasi,2013_ordu_caybasi,15163
2014,ordu,caybasi,ordu_caybasi,2014_ordu_caybasi,13643
2015,ordu,caybasi,ordu_caybasi,2015_ordu_caybasi,13127
2016,ordu,caybasi,ordu_caybasi,2016_ordu_caybasi,13310
2017,ordu,caybasi,ordu_caybasi,2017_ordu_caybasi,12871
2018,ordu,caybasi,ordu_caybasi,2018_ordu_caybasi,13922
2019,ordu,caybasi,ordu_caybasi,2019_ordu_caybasi,12687
2020,ordu,caybasi,ordu_caybasi,2020_ordu_caybasi,11452
2002,ordu,fatsa,ordu_fatsa,2002_ordu_fatsa,111534
2003,ordu,fatsa,ordu_fatsa,2003_ordu_fatsa,108455
2004,ordu,fatsa,ordu_fatsa,2004_ordu_fatsa,105375
2005,ordu,fatsa,ordu_fatsa,2005_ordu_fatsa,102295
2006,ordu,fatsa,ordu_fatsa,2006_ordu_fatsa,99215
2007,ordu,fatsa,ordu_fatsa,2007_ordu_fatsa,96135
2008,ordu,fatsa,ordu_fatsa,2008_ordu_fatsa,97124
2009,ordu,fatsa,ordu_fatsa,2009_ordu_fatsa,99684
2010,ordu,fatsa,ordu_fatsa,2010_ordu_fatsa,100303
2011,ordu,fatsa,ordu_fatsa,2011_ordu_fatsa,101696
2012,ordu,fatsa,ordu_fatsa,2012_ordu_fatsa,107031
2013,ordu,fatsa,ordu_fatsa,2013_ordu_fatsa,105960
2014,ordu,fatsa,ordu_fatsa,2014_ordu_fatsa,108365
2015,ordu,fatsa,ordu_fatsa,2015_ordu_fatsa,111072
2016,ordu,fatsa,ordu_fatsa,2016_ordu_fatsa,114940
2017,ordu,fatsa,ordu_fatsa,2017_ordu_fatsa,117526
2018,ordu,fatsa,ordu_fatsa,2018_ordu_fatsa,116154
2019,ordu,fatsa,ordu_fatsa,2019_ordu_fatsa,119094
2020,ordu,fatsa,ordu_fatsa,2020_ordu_fatsa,122034
2002,ordu,golkoy,ordu_golkoy,2002_ordu_golkoy,54923
2003,ordu,golkoy,ordu_golkoy,2003_ordu_golkoy,51067
2004,ordu,golkoy,ordu_golkoy,2004_ordu_golkoy,47210
2005,ordu,golkoy,ordu_golkoy,2005_ordu_golkoy,43354
2006,ordu,golkoy,ordu_golkoy,2006_ordu_golkoy,39498
2007,ordu,golkoy,ordu_golkoy,2007_ordu_golkoy,35642
2008,ordu,golkoy,ordu_golkoy,2008_ordu_golkoy,36576
2009,ordu,golkoy,ordu_golkoy,2009_ordu_golkoy,42902
2010,ordu,golkoy,ordu_golkoy,2010_ordu_golkoy,34554
2011,ordu,golkoy,ordu_golkoy,2011_ordu_golkoy,32810
2012,ordu,golkoy,ordu_golkoy,2012_ordu_golkoy,37564
2013,ordu,golkoy,ordu_golkoy,2013_ordu_golkoy,32832
2014,ordu,golkoy,ordu_golkoy,2014_ordu_golkoy,29959
2015,ordu,golkoy,ordu_golkoy,2015_ordu_golkoy,28952
2016,ordu,golkoy,ordu_golkoy,2016_ordu_golkoy,32242
2017,ordu,golkoy,ordu_golkoy,2017_ordu_golkoy,28728
2018,ordu,golkoy,ordu_golkoy,2018_ordu_golkoy,29852
2019,ordu,golkoy,ordu_golkoy,2019_ordu_golkoy,28332
2020,ordu,golkoy,ordu_golkoy,2020_ordu_golkoy,26812
2002,ordu,gulyali,ordu_gulyali,2002_ordu_gulyali,9666
2003,ordu,gulyali,ordu_gulyali,2003_ordu_gulyali,9366
2004,ordu,gulyali,ordu_gulyali,2004_ordu_gulyali,9065
2005,ordu,gulyali,ordu_gulyali,2005_ordu_gulyali,8765
2006,ordu,gulyali,ordu_gulyali,2006_ordu_gulyali,8465
2007,ordu,gulyali,ordu_gulyali,2007_ordu_gulyali,8165
2008,ordu,gulyali,ordu_gulyali,2008_ordu_gulyali,8471
2009,ordu,gulyali,ordu_gulyali,2009_ordu_gulyali,8282
2010,ordu,gulyali,ordu_gulyali,2010_ordu_gulyali,8128
2011,ordu,gulyali,ordu_gulyali,2011_ordu_gulyali,7980
2012,ordu,gulyali,ordu_gulyali,2012_ordu_gulyali,7957
2013,ordu,gulyali,ordu_gulyali,2013_ordu_gulyali,9116
2014,ordu,gulyali,ordu_gulyali,2014_ordu_gulyali,8384
2015,ordu,gulyali,ordu_gulyali,2015_ordu_gulyali,7994
2016,ordu,gulyali,ordu_gulyali,2016_ordu_gulyali,7975
2017,ordu,gulyali,ordu_gulyali,2017_ordu_gulyali,7813
2018,ordu,gulyali,ordu_gulyali,2018_ordu_gulyali,8904
