year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,imp_try_sum,imp_usd_sum,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon,try_pc,usd_pc,hou_pc
2018,bingol,yayladere,2139,bingol_yayladere,bingol_yayladere_2018,76.3,18.4,14.8,7.2,55.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bingol,yayladere,2021,bingol_yayladere,bingol_yayladere_2019,76.3,18.4,14.8,7.2,55.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bingol,yayladere,2160,bingol_yayladere,bingol_yayladere_2020,76.3,18.4,14.8,7.2,55.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bingol,yedisu,3545,bingol_yedisu,bingol_yedisu_2002,71.16,17.81,65.25,1.89,6.21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bingol,yedisu,3519,bingol_yedisu,bingol_yedisu_2003,71.16,17.81,65.25,1.89,6.21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bingol,yedisu,3493,bingol_yedisu,bingol_yedisu_2004,71.16,17.81,65.25,1.89,6.21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bingol,yedisu,3467,bingol_yedisu,bingol_yedisu_2005,71.16,17.81,65.25,1.89,6.21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bingol,yedisu,3441,bingol_yedisu,bingol_yedisu_2006,71.16,17.81,65.25,1.89,6.21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bingol,yedisu,3415,bingol_yedisu,bingol_yedisu_2007,77.4,31.46,59.55,1.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bingol,yedisu,3188,bingol_yedisu,bingol_yedisu_2008,77.4,31.46,59.55,1.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bingol,yedisu,2916,bingol_yedisu,bingol_yedisu_2009,77.4,31.46,59.55,1.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bingol,yedisu,2903,bingol_yedisu,bingol_yedisu_2010,77.4,31.46,59.55,1.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bingol,yedisu,2835,bingol_yedisu,bingol_yedisu_2011,84.9,32.7,53.6,0.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bingol,yedisu,2982,bingol_yedisu,bingol_yedisu_2012,84.9,32.7,53.6,0.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bingol,yedisu,3096,bingol_yedisu,bingol_yedisu_2013,84.9,32.7,53.6,0.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bingol,yedisu,2957,bingol_yedisu,bingol_yedisu_2014,84.9,32.7,53.6,0.9,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bingol,yedisu,2857,bingol_yedisu,bingol_yedisu_2015,84.3,20.1,11.8,1.8,63.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bingol,yedisu,2855,bingol_yedisu,bingol_yedisu_2016,80.2,28,18.9,1.1,48.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bingol,yedisu,2825,bingol_yedisu,bingol_yedisu_2017,80.2,28,18.9,1.1,48.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bingol,yedisu,2877,bingol_yedisu,bingol_yedisu_2018,89.2,25.8,15.9,6,47.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bingol,yedisu,2818,bingol_yedisu,bingol_yedisu_2019,89.2,25.8,15.9,6,47.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bingol,yedisu,2828,bingol_yedisu,bingol_yedisu_2020,89.2,25.8,15.9,6,47.2,0.5,4721053.362392161,2983973.5436275755,4721053.362392161,2983973.5436275755,108,1,0,0,0,0,0,0,0,0,0,0,0,4721053.362392161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2983973.5436275755,0,0,0,0,0,0,1669.3965213550782,1055.153303970147,0.03818953323903819
2002,bitlis,adilcevaz,49773,bitlis_adilcevaz,bitlis_adilcevaz_2002,82.17,9.71,3.4,9.85,25.45,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bitlis,adilcevaz,47911,bitlis_adilcevaz,bitlis_adilcevaz_2003,82.17,9.71,3.4,9.85,25.45,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bitlis,adilcevaz,46049,bitlis_adilcevaz,bitlis_adilcevaz_2004,82.17,9.71,3.4,9.85,25.45,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bitlis,adilcevaz,44188,bitlis_adilcevaz,bitlis_adilcevaz_2005,82.17,9.71,3.4,9.85,25.45,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bitlis,adilcevaz,42326,bitlis_adilcevaz,bitlis_adilcevaz_2006,82.17,9.71,3.4,9.85,25.45,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bitlis,adilcevaz,40464,bitlis_adilcevaz,bitlis_adilcevaz_2007,84.95,50.77,19.16,8.75,0,0.45,12998684.228721566,15864976.371308016,12998684.228721566,15864976.371308016,400,1,0,0,12998684.228721566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15864976.371308016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.2407134421107,392.0763239251684,0.009885330170027679
2008,bitlis,adilcevaz,35274,bitlis_adilcevaz,bitlis_adilcevaz_2008,84.95,50.77,19.16,8.75,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bitlis,adilcevaz,32582,bitlis_adilcevaz,bitlis_adilcevaz_2009,84.95,50.77,19.16,8.75,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bitlis,adilcevaz,32180,bitlis_adilcevaz,bitlis_adilcevaz_2010,84.95,50.77,19.16,8.75,0,0.45,5014010.174545219,5959146.75442145,5014010.174545219,5959146.75442145,0,2,0,0,0,0,0,0,909989.0230515917,0,0,0,0,4104021.151493627,0,0,0,0,0,0,0,0,0,0,0,0,1137954.7014413178,0,0,0,0,4821192.052980132,0,0,0,0,0,0,155.81137894795586,185.18168907462555,0
2011,bitlis,adilcevaz,31746,bitlis_adilcevaz,bitlis_adilcevaz_2011,80.5,41.5,1.7,15.3,37,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bitlis,adilcevaz,31335,bitlis_adilcevaz,bitlis_adilcevaz_2012,80.5,41.5,1.7,15.3,37,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bitlis,adilcevaz,31365,bitlis_adilcevaz,bitlis_adilcevaz_2013,80.5,41.5,1.7,15.3,37,1.4,16864031.446738433,19106253.177427553,16864031.446738433,19106253.177427553,302,1,0,0,0,0,0,0,0,0,0,0,0,16864031.446738433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19106253.177427553,0,0,0,0,0,0,537.6703792998065,609.1583987702073,0.009628566873904032
2014,bitlis,adilcevaz,31196,bitlis_adilcevaz,bitlis_adilcevaz_2014,80.5,41.5,1.7,15.3,37,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bitlis,adilcevaz,30917,bitlis_adilcevaz,bitlis_adilcevaz_2015,82.8,26.7,1.8,6.7,61.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bitlis,adilcevaz,30721,bitlis_adilcevaz,bitlis_adilcevaz_2016,77.9,39.6,3.4,3.9,51.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bitlis,adilcevaz,30226,bitlis_adilcevaz,bitlis_adilcevaz_2017,77.9,39.6,3.4,3.9,51.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bitlis,adilcevaz,30376,bitlis_adilcevaz,bitlis_adilcevaz_2018,83.9,32.8,3.5,11.1,47.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bitlis,adilcevaz,30499,bitlis_adilcevaz,bitlis_adilcevaz_2019,83.9,32.8,3.5,11.1,47.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bitlis,adilcevaz,30530,bitlis_adilcevaz,bitlis_adilcevaz_2020,83.9,32.8,3.5,11.1,47.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bitlis,ahlat,46367,bitlis_ahlat,bitlis_ahlat_2002,84.68,25.2,3.74,19.69,34.99,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bitlis,ahlat,44219,bitlis_ahlat,bitlis_ahlat_2003,84.68,25.2,3.74,19.69,34.99,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bitlis,ahlat,42070,bitlis_ahlat,bitlis_ahlat_2004,84.68,25.2,3.74,19.69,34.99,1.78,7050863.275781614,5221147.201105736,7050863.275781614,5221147.201105736,220,1,7050863.275781614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5221147.201105736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.59836643169987,124.10618495616202,0.0052293796054195384
2005,bitlis,ahlat,39921,bitlis_ahlat,bitlis_ahlat_2005,84.68,25.2,3.74,19.69,34.99,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bitlis,ahlat,37772,bitlis_ahlat,bitlis_ahlat_2006,84.68,25.2,3.74,19.69,34.99,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bitlis,ahlat,35623,bitlis_ahlat,bitlis_ahlat_2007,89.27,63.23,6.78,7.06,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bitlis,ahlat,35236,bitlis_ahlat,bitlis_ahlat_2008,89.27,63.23,6.78,7.06,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bitlis,ahlat,35411,bitlis_ahlat,bitlis_ahlat_2009,89.27,63.23,6.78,7.06,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bitlis,ahlat,35647,bitlis_ahlat,bitlis_ahlat_2010,89.27,63.23,6.78,7.06,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bitlis,ahlat,36577,bitlis_ahlat,bitlis_ahlat_2011,85.7,53.7,2.6,6.3,33.6,0.4,7610524.583724794,9202824.133504493,7610524.583724794,9202824.133504493,72,1,0,0,0,0,0,0,0,0,0,0,0,7610524.583724794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9202824.133504493,0,0,0,0,0,0,208.06858363793626,251.60139250087468,0.0019684501189271945
2012,bitlis,ahlat,37358,bitlis_ahlat,bitlis_ahlat_2012,85.7,53.7,2.6,6.3,33.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bitlis,ahlat,37872,bitlis_ahlat,bitlis_ahlat_2013,85.7,53.7,2.6,6.3,33.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bitlis,ahlat,38121,bitlis_ahlat,bitlis_ahlat_2014,85.7,53.7,2.6,6.3,33.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bitlis,ahlat,38622,bitlis_ahlat,bitlis_ahlat_2015,87.6,27,1.9,7.8,61.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bitlis,ahlat,39171,bitlis_ahlat,bitlis_ahlat_2016,85.5,37.5,2.4,4.9,53.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bitlis,ahlat,39371,bitlis_ahlat,bitlis_ahlat_2017,85.5,37.5,2.4,4.9,53.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bitlis,ahlat,40806,bitlis_ahlat,bitlis_ahlat_2018,86.6,34.8,2.6,8,49,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bitlis,ahlat,40699,bitlis_ahlat,bitlis_ahlat_2019,86.6,34.8,2.6,8,49,0.7,8835031.29425739,6685911.84096802,8835031.29425739,6685911.84096802,159,1,8835031.29425739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685911.84096802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.08226969354013,164.27705449686775,0.003906729895083417
2020,bitlis,ahlat,41633,bitlis_ahlat,bitlis_ahlat_2020,86.6,34.8,2.6,8,49,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bitlis,guroymak,45968,bitlis_guroymak,bitlis_guroymak_2002,77.82,11.76,4.49,7.59,50.48,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bitlis,guroymak,45252,bitlis_guroymak,bitlis_guroymak_2003,77.82,11.76,4.49,7.59,50.48,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bitlis,guroymak,44535,bitlis_guroymak,bitlis_guroymak_2004,77.82,11.76,4.49,7.59,50.48,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bitlis,guroymak,43818,bitlis_guroymak,bitlis_guroymak_2005,77.82,11.76,4.49,7.59,50.48,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bitlis,guroymak,43102,bitlis_guroymak,bitlis_guroymak_2006,77.82,11.76,4.49,7.59,50.48,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bitlis,guroymak,42385,bitlis_guroymak,bitlis_guroymak_2007,84.72,63.29,3.47,3.77,25.94,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,bitlis,guroymak,42683,bitlis_guroymak,bitlis_guroymak_2008,84.72,63.29,3.47,3.77,25.94,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,bitlis,guroymak,43672,bitlis_guroymak,bitlis_guroymak_2009,84.72,63.29,3.47,3.77,25.94,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,bitlis,guroymak,44416,bitlis_guroymak,bitlis_guroymak_2010,84.72,63.29,3.47,3.77,25.94,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bitlis,guroymak,45038,bitlis_guroymak,bitlis_guroymak_2011,85.6,55.9,1.2,0.6,38.3,0.4,3524299.114950448,3852838.9339513327,3524299.114950448,3852838.9339513327,192,1,0,0,3524299.114950448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852838.9339513327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.25167891448217,85.54640379127254,0.004263066743638705
2012,bitlis,guroymak,45436,bitlis_guroymak,bitlis_guroymak_2012,85.6,55.9,1.2,0.6,38.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bitlis,guroymak,45899,bitlis_guroymak,bitlis_guroymak_2013,85.6,55.9,1.2,0.6,38.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bitlis,guroymak,46269,bitlis_guroymak,bitlis_guroymak_2014,85.6,55.9,1.2,0.6,38.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bitlis,guroymak,46428,bitlis_guroymak,bitlis_guroymak_2015,85.7,26.2,0.9,1.3,69.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bitlis,guroymak,47134,bitlis_guroymak,bitlis_guroymak_2016,80.6,39.4,1.4,0.5,56.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bitlis,guroymak,46547,bitlis_guroymak,bitlis_guroymak_2017,80.6,39.4,1.4,0.5,56.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bitlis,guroymak,47742,bitlis_guroymak,bitlis_guroymak_2018,83.7,37.8,1.3,2.2,54.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bitlis,guroymak,47829,bitlis_guroymak,bitlis_guroymak_2019,83.7,37.8,1.3,2.2,54.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bitlis,guroymak,48654,bitlis_guroymak,bitlis_guroymak_2020,83.7,37.8,1.3,2.2,54.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,bitlis,hizan,41827,bitlis_hizan,bitlis_hizan_2002,82.18,6.74,0.88,3.33,17.69,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,bitlis,hizan,41451,bitlis_hizan,bitlis_hizan_2003,82.18,6.74,0.88,3.33,17.69,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,bitlis,hizan,41076,bitlis_hizan,bitlis_hizan_2004,82.18,6.74,0.88,3.33,17.69,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,bitlis,hizan,40700,bitlis_hizan,bitlis_hizan_2005,82.18,6.74,0.88,3.33,17.69,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,bitlis,hizan,40325,bitlis_hizan,bitlis_hizan_2006,82.18,6.74,0.88,3.33,17.69,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,bitlis,hizan,39949,bitlis_hizan,bitlis_hizan_2007,83.02,49.7,15.32,0.81,30.7,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
