year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,imp_try_sum,imp_usd_sum,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon,try_pc,usd_pc,hou_pc
2005,elazig,merkez,367961,elazig_merkez,elazig_merkez_2005,71.99,41.19,10.37,7.41,5.43,5.47,8721412.179436838,7571969.696969696,8721412.179436838,7571969.696969696,224,1,0,0,0,0,0,0,0,0,0,0,0,8721412.179436838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7571969.696969696,0,0,0,0,0,0,23.70200151493457,20.578185451636713,6.087601675177532e-4
2006,elazig,merkez,371838,elazig_merkez,elazig_merkez_2006,71.99,41.19,10.37,7.41,5.43,5.47,956946.5945719564,882456.551724138,956946.5945719564,882456.551724138,0,1,0,0,0,0,0,956946.5945719564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882456.551724138,0,0,0,0,0,0,0,0,0,0,0,0,2.573557825106515,2.373228534265293,0
2007,elazig,merkez,375715,elazig_merkez,elazig_merkez_2007,73.29,51.32,8.84,6.9,0,3.72,14256859.114627168,13875356.125356127,14256859.114627168,13875356.125356127,308,1,14256859.114627168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13875356.125356127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.94594071204814,36.93053544669797,8.197703046191928e-4
2008,elazig,merkez,375534,elazig_merkez,elazig_merkez_2008,73.29,51.32,8.84,6.9,0,3.72,2045308.2764834599,2639534.88372093,2045308.2764834599,2639534.88372093,0,1,0,0,0,0,0,0,2045308.2764834599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639534.88372093,0,0,0,0,0,0,0,0,0,0,0,5.44639973073932,7.028750748856109,0
2009,elazig,merkez,385167,elazig_merkez,elazig_merkez_2009,73.29,51.32,8.84,6.9,0,3.72,49338130.26839302,55847082.96570187,49338130.26839302,55847082.96570187,0,4,0,10375383.254716981,0,0,0,0,1398378.175969749,0,0,0,0,37564368.83770629,0,0,0,0,0,0,0,11881600.270087779,0,0,0,0,1455591.054313099,0,0,0,0,42509891.64130099,0,0,0,0,0,0,128.0954242403763,144.99446464962438,0
2010,elazig,merkez,391811,elazig_merkez,elazig_merkez_2010,73.29,51.32,8.84,6.9,0,3.72,33132452.91026603,38894619.52473186,33132452.91026603,38894619.52473186,1332,2,17547545.899041984,0,0,0,0,0,0,0,0,0,0,15584907.011224046,0,0,0,0,0,0,20586275.816122588,0,0,0,0,0,0,0,0,0,0,18308343.70860927,0,0,0,0,0,0,84.56233467224256,99.26882993262532,0.003399598275699253
2011,elazig,merkez,400640,elazig_merkez,elazig_merkez_2011,86.4,64,14.3,17.2,0,2.2,50331480.8622218,60862002.56739409,50331480.8622218,60862002.56739409,1450,2,50331480.8622218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60862002.56739409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.62769783901209,151.91194730280074,0.003619209265175719
2012,elazig,merkez,406300,elazig_merkez,elazig_merkez_2012,86.4,64,14.3,17.2,0,2.2,1127467.3646450713,1340985.4423292272,1127467.3646450713,1340985.4423292272,0,1,0,0,0,0,0,0,1127467.3646450713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340985.4423292272,0,0,0,0,0,0,0,0,0,0,0,2.7749627483265353,3.3004810296067615,0
2013,elazig,merkez,398108,elazig_merkez,elazig_merkez_2013,86.4,64,14.3,17.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,elazig,merkez,412220,elazig_merkez,elazig_merkez_2014,86.4,64,14.3,17.2,0,2.2,21804829.70134461,23131913.35740072,21804829.70134461,23131913.35740072,0,2,21621782.574110862,0,0,0,0,0,183047.1272337475,0,0,0,0,0,0,0,0,0,0,0,22937725.63176895,0,0,0,0,0,194187.72563176893,0,0,0,0,0,0,0,0,0,0,0,52.896098445841076,56.11545620639639,0
2015,elazig,merkez,424870,elazig_merkez,elazig_merkez_2015,83.9,51.2,7.4,24.6,12.6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,elazig,merkez,431294,elazig_merkez,elazig_merkez_2016,85,65.1,6.8,15.9,9.5,1.1,28296853.946217306,25516574.180306125,28296853.946217306,25516574.180306125,0,2,11422094.087030686,0,0,0,0,0,0,0,0,0,0,0,0,16874759.85918662,0,0,0,0,10644701.086956521,0,0,0,0,0,0,0,0,0,0,0,0,14871873.093349604,0,0,0,0,65.60919916858873,59.16283134081653,0
2017,elazig,merkez,437951,elazig_merkez,elazig_merkez_2017,85,65.1,6.8,15.9,9.5,1.1,26311537.39527814,22620108.636287488,26311537.39527814,22620108.636287488,640,2,0,0,0,0,0,0,0,0,0,0,0,26311537.39527814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22620108.636287488,0,0,0,0,0,0,60.07872432139244,51.64986182538112,0.001461350699050807
2018,elazig,merkez,421726,elazig_merkez,elazig_merkez_2018,85.06935728,51.40076997,11.90713283,15.07758533,8.295239813,1.741455421,33339483.258207142,25816463.366457183,33339483.258207142,25816463.366457183,0,2,26808194.09475853,0,0,0,0,0,0,0,0,0,0,0,0,6531289.163448611,0,0,0,0,21456377.37577284,0,0,0,0,0,0,0,0,0,0,0,0,4360085.990684343,0,0,0,0,79.05484427852953,61.21620048670744,0
2019,elazig,merkez,439687,elazig_merkez,elazig_merkez_2019,85.06935728,51.40076997,11.90713283,15.07758533,8.295239813,1.741455421,1987930.8663217153,1483299.1229707035,1987930.8663217153,1483299.1229707035,0,1,0,0,0,0,0,0,0,0,0,1987930.8663217153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483299.1229707035,0,0,0,0,0,0,0,0,4.521240942583509,3.373534179929594,0
2020,elazig,merkez,440513,elazig_merkez,elazig_merkez_2020,85.06935728,51.40076997,11.90713283,15.07758533,8.295239813,1.741455421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,elazig,palu,24226,elazig_palu,elazig_palu_2002,81.76,45.46,2.92,1.11,4.27,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,elazig,palu,23785,elazig_palu,elazig_palu_2003,81.76,45.46,2.92,1.11,4.27,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,elazig,palu,23343,elazig_palu,elazig_palu_2004,81.76,45.46,2.92,1.11,4.27,10.13,6351100.503845134,4993050.729673384,6351100.503845134,4993050.729673384,192,1,6351100.503845134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4993050.729673384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.07730385319513,213.89927300147298,0.008225163860686287
2005,elazig,palu,22902,elazig_palu,elazig_palu_2005,81.76,45.46,2.92,1.11,4.27,10.13,2748619.146095652,2386363.6363636362,2748619.146095652,2386363.6363636362,0,1,0,0,0,0,0,0,2748619.146095652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2386363.6363636362,0,0,0,0,0,0,0,0,0,0,0,120.01655515219859,104.19891871293495,0
2006,elazig,palu,22460,elazig_palu,elazig_palu_2006,81.76,45.46,2.92,1.11,4.27,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,elazig,palu,22019,elazig_palu,elazig_palu_2007,90.21,85.67,0.56,3.1,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,elazig,palu,22729,elazig_palu,elazig_palu_2008,90.21,85.67,0.56,3.1,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,elazig,palu,21795,elazig_palu,elazig_palu_2009,90.21,85.67,0.56,3.1,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,elazig,palu,20772,elazig_palu,elazig_palu_2010,90.21,85.67,0.56,3.1,0,4.09,16686679.40717189,19602649.006622516,16686679.40717189,19602649.006622516,356,1,0,16686679.40717189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19602649.006622516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.3256021168828,943.7054210775331,0.01713845561332563
2011,elazig,palu,20509,elazig_palu,elazig_palu_2011,86.4,86.6,2.1,4.7,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,elazig,palu,20377,elazig_palu,elazig_palu_2012,86.4,86.6,2.1,4.7,0,3.9,8602380.477942428,9855233.853006681,8602380.477942428,9855233.853006681,266,1,0,8602380.477942428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9855233.853006681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.1612836993879,483.64498468894743,0.01305393335623497
2013,elazig,palu,23066,elazig_palu,elazig_palu_2013,86.4,86.6,2.1,4.7,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,elazig,palu,20035,elazig_palu,elazig_palu_2014,86.4,86.6,2.1,4.7,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,elazig,palu,18922,elazig_palu,elazig_palu_2015,79.9,69.9,6.6,4.8,12.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,elazig,palu,18718,elazig_palu,elazig_palu_2016,83.2,87.4,0.8,3.6,4.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,elazig,palu,18680,elazig_palu,elazig_palu_2017,83.2,87.4,0.8,3.6,4.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,elazig,palu,23834,elazig_palu,elazig_palu_2018,85.63675279,67.28689276,2.163153071,12.85059578,5.197066911,2.273143905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,elazig,palu,19776,elazig_palu,elazig_palu_2019,85.63675279,67.28689276,2.163153071,12.85059578,5.197066911,2.273143905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,elazig,palu,18754,elazig_palu,elazig_palu_2020,85.63675279,67.28689276,2.163153071,12.85059578,5.197066911,2.273143905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,elazig,sivrice,12262,elazig_sivrice,elazig_sivrice_2002,79.77,44.39,7.31,9.58,2.97,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,elazig,sivrice,11706,elazig_sivrice,elazig_sivrice_2003,79.77,44.39,7.31,9.58,2.97,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,elazig,sivrice,11151,elazig_sivrice,elazig_sivrice_2004,79.77,44.39,7.31,9.58,2.97,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,elazig,sivrice,10595,elazig_sivrice,elazig_sivrice_2005,79.77,44.39,7.31,9.58,2.97,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,elazig,sivrice,10040,elazig_sivrice,elazig_sivrice_2006,79.77,44.39,7.31,9.58,2.97,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,elazig,sivrice,9484,elazig_sivrice,elazig_sivrice_2007,84.9,50.46,6.14,8.95,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,elazig,sivrice,10420,elazig_sivrice,elazig_sivrice_2008,84.9,50.46,6.14,8.95,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,elazig,sivrice,9660,elazig_sivrice,elazig_sivrice_2009,84.9,50.46,6.14,8.95,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,elazig,sivrice,9262,elazig_sivrice,elazig_sivrice_2010,84.9,50.46,6.14,8.95,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,elazig,sivrice,8856,elazig_sivrice,elazig_sivrice_2011,85.5,68.9,10.1,14.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,elazig,sivrice,8485,elazig_sivrice,elazig_sivrice_2012,85.5,68.9,10.1,14.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,elazig,sivrice,11034,elazig_sivrice,elazig_sivrice_2013,85.5,68.9,10.1,14.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,elazig,sivrice,8857,elazig_sivrice,elazig_sivrice_2014,85.5,68.9,10.1,14.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,elazig,sivrice,8075,elazig_sivrice,elazig_sivrice_2015,81.4,59.9,6.6,22.2,7.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,elazig,sivrice,7879,elazig_sivrice,elazig_sivrice_2016,82.2,73.6,6.4,13.1,4.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,elazig,sivrice,7759,elazig_sivrice,elazig_sivrice_2017,82.2,73.6,6.4,13.1,4.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,elazig,sivrice,10710,elazig_sivrice,elazig_sivrice_2018,86.18819777,62.87447857,11.05422829,16.00303375,2.654531665,1.384148654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,elazig,sivrice,8910,elazig_sivrice,elazig_sivrice_2019,86.18819777,62.87447857,11.05422829,16.00303375,2.654531665,1.384148654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,elazig,sivrice,8149,elazig_sivrice,elazig_sivrice_2020,86.18819777,62.87447857,11.05422829,16.00303375,2.654531665,1.384148654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,erzincan,cayirli,14596,erzincan_cayirli,erzincan_cayirli_2002,75.13,27.97,35.05,3.21,2.23,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,erzincan,cayirli,13780,erzincan_cayirli,erzincan_cayirli_2003,75.13,27.97,35.05,3.21,2.23,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,erzincan,cayirli,12964,erzincan_cayirli,erzincan_cayirli_2004,75.13,27.97,35.05,3.21,2.23,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,erzincan,cayirli,12149,erzincan_cayirli,erzincan_cayirli_2005,75.13,27.97,35.05,3.21,2.23,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,erzincan,cayirli,11333,erzincan_cayirli,erzincan_cayirli_2006,75.13,27.97,35.05,3.21,2.23,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,erzincan,cayirli,10517,erzincan_cayirli,erzincan_cayirli_2007,84.16,51.77,26.27,5.44,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,erzincan,cayirli,10440,erzincan_cayirli,erzincan_cayirli_2008,84.16,51.77,26.27,5.44,0,2.54,2690287.3899504314,3341687.5522138677,2690287.3899504314,3341687.5522138677,84,1,0,0,2690287.3899504314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341687.5522138677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.69036302207195,320.0850145798724,0.008045977011494253
2009,erzincan,cayirli,9925,erzincan_cayirli,erzincan_cayirli_2009,84.16,51.77,26.27,5.44,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,erzincan,cayirli,10261,erzincan_cayirli,erzincan_cayirli_2010,84.16,51.77,26.27,5.44,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,erzincan,cayirli,10059,erzincan_cayirli,erzincan_cayirli_2011,90.5,54.3,37.6,5.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,erzincan,cayirli,9801,erzincan_cayirli,erzincan_cayirli_2012,90.5,54.3,37.6,5.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,erzincan,cayirli,9717,erzincan_cayirli,erzincan_cayirli_2013,90.5,54.3,37.6,5.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,erzincan,cayirli,9602,erzincan_cayirli,erzincan_cayirli_2014,90.5,54.3,37.6,5.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,erzincan,cayirli,8980,erzincan_cayirli,erzincan_cayirli_2015,85.7,47.7,31.7,10.5,7.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,erzincan,cayirli,8849,erzincan_cayirli,erzincan_cayirli_2016,87.2,55,33.4,5.6,3.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,erzincan,cayirli,8710,erzincan_cayirli,erzincan_cayirli_2017,87.2,55,33.4,5.6,3.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,erzincan,cayirli,9032,erzincan_cayirli,erzincan_cayirli_2018,90.27576197,47.24345422,33.81037567,10.84729224,4.277118231,0.8781915759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,erzincan,cayirli,8582,erzincan_cayirli,erzincan_cayirli_2019,90.27576197,47.24345422,33.81037567,10.84729224,4.277118231,0.8781915759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,erzincan,cayirli,8470,erzincan_cayirli,erzincan_cayirli_2020,90.27576197,47.24345422,33.81037567,10.84729224,4.277118231,0.8781915759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,erzincan,ilic,7085,erzincan_ilic,erzincan_ilic_2002,71.65,50.58,23.79,4.45,1.54,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,erzincan,ilic,6883,erzincan_ilic,erzincan_ilic_2003,71.65,50.58,23.79,4.45,1.54,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,erzincan,ilic,6681,erzincan_ilic,erzincan_ilic_2004,71.65,50.58,23.79,4.45,1.54,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,erzincan,ilic,6479,erzincan_ilic,erzincan_ilic_2005,71.65,50.58,23.79,4.45,1.54,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,erzincan,ilic,6277,erzincan_ilic,erzincan_ilic_2006,71.65,50.58,23.79,4.45,1.54,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,erzincan,ilic,6075,erzincan_ilic,erzincan_ilic_2007,82.86,67.62,20.19,7.2,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,erzincan,ilic,6347,erzincan_ilic,erzincan_ilic_2008,82.86,67.62,20.19,7.2,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,erzincan,ilic,6159,erzincan_ilic,erzincan_ilic_2009,82.86,67.62,20.19,7.2,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,erzincan,ilic,6349,erzincan_ilic,erzincan_ilic_2010,82.86,67.62,20.19,7.2,0,0.31,2645064.181704409,3107284.7682119203,2645064.181704409,3107284.7682119203,90,1,2645064.181704409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3107284.7682119203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.61114848077005,489.4132569242275,0.01417546070247283
2011,erzincan,ilic,6645,erzincan_ilic,erzincan_ilic_2011,85.7,64.6,24.2,5.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
