year,province,district,population,pd,pdy,turnout_rate,akp,chp,mhp,hdp,sp,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered,try_pc,usd_pc,hou_pc,real_try_sum,dollars_sum,houses_sum,projects,try_idare_konut,try_afet_konutu,try_alt_gelir,try_ikmal_ihalesi,try_protokol_meb,try_restorasyon,try_altyapi_sosyal,try_danismanlik_hizmetleri,try_stadyum,try_millet_bahcesi,try_gelir_paylasimli,try_konut_sosyal_donati,try_bakim_onarim,try_kamu_hizmet,try_tarimkoy,try_kentsel_donusum,try_diger,try_talep_organizasyon,usd_idare_konut,usd_afet_konutu,usd_alt_gelir,usd_ikmal_ihalesi,usd_protokol_meb,usd_restorasyon,usd_altyapi_sosyal,usd_danismanlik_hizmetleri,usd_stadyum,usd_millet_bahcesi,usd_gelir_paylasimli,usd_konut_sosyal_donati,usd_bakim_onarim,usd_kamu_hizmet,usd_tarimkoy,usd_kentsel_donusum,usd_diger,usd_talep_organizasyon
2007,kocaeli,korfez,123289,kocaeli_korfez,kocaeli_korfez_2007,83.87,47.98,18.31,12.04,0,6.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,kocaeli,korfez,129110,kocaeli_korfez,kocaeli_korfez_2008,83.87,47.98,18.31,12.04,0,6.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,kocaeli,korfez,130730,kocaeli_korfez,kocaeli_korfez_2009,83.87,47.98,18.31,12.04,0,6.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,kocaeli,korfez,132779,kocaeli_korfez,kocaeli_korfez_2010,83.87,47.98,18.31,12.04,0,6.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,kocaeli,korfez,135692,kocaeli_korfez,kocaeli_korfez_2011,89.1,49.2,23.7,14.8,0,4.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,kocaeli,korfez,139220,kocaeli_korfez,kocaeli_korfez_2012,89.1,49.2,23.7,14.8,0,4.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,kocaeli,korfez,142884,kocaeli_korfez,kocaeli_korfez_2013,89.1,49.2,23.7,14.8,0,4.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,kocaeli,korfez,146210,kocaeli_korfez,kocaeli_korfez_2014,89.1,49.2,23.7,14.8,0,4.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,kocaeli,korfez,151149,kocaeli_korfez,kocaeli_korfez_2015,87.9,41.7,22.4,17.3,11.8,5.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,kocaeli,korfez,157282,kocaeli_korfez,kocaeli_korfez_2016,89.4,52.7,22,13.1,8.6,1.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,kocaeli,korfez,162230,kocaeli_korfez,kocaeli_korfez_2017,89.4,52.7,22,13.1,8.6,1.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,kocaeli,korfez,165503,kocaeli_korfez,kocaeli_korfez_2018,89.3,43.6,18.5,12.1,11.1,2.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,kocaeli,korfez,169304,kocaeli_korfez,kocaeli_korfez_2019,89.3,43.6,18.5,12.1,11.1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,kocaeli,korfez,173064,kocaeli_korfez,kocaeli_korfez_2020,89.3,43.6,18.5,12.1,11.1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,kocaeli,merkez,401108,kocaeli_merkez,kocaeli_merkez_2002,80.89,45.68,19.58,5.2,1.82,5.87,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,kocaeli,merkez,410466,kocaeli_merkez,kocaeli_merkez_2003,80.89,45.68,19.58,5.2,1.82,5.87,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,kocaeli,merkez,419824,kocaeli_merkez,kocaeli_merkez_2004,80.89,45.68,19.58,5.2,1.82,5.87,1,0,0,1,0,42.19497799820290,33.52308391307520,0.0016244902625862300,17714464.443117500,14073795.18072290,682,1,17714464.443117500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14073795.18072290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,kocaeli,merkez,429182,kocaeli_merkez,kocaeli_merkez_2005,80.89,45.68,19.58,5.2,1.82,5.87,1,0,0,1,0,40.11262982250920,36.03115613702030,0,17215618.69248410,15463923.653198700,0,3,5201770.8855249,0,0,0,0,0,1832898.7897350000,0,0,0,0,0,0,0,0,10180949.017224200,0,0,4691111.111111110,0,0,0,0,0,1591331.0606060600,0,0,0,0,0,0,0,0,9181481.481481480,0,0
2006,kocaeli,merkez,438540,kocaeli_merkez,kocaeli_merkez_2006,80.89,45.68,19.58,5.2,1.82,5.87,1,0,0,1,0,73.37957788561790,66.26678603660420,0.0018744014229032700,32179880.08595890,29060636.34849240,822,2,14679711.815110100,0,0,0,0,0,0,0,0,0,0,17500168.27084880,0,0,0,0,0,0,12922705.31400970,0,0,0,0,0,0,0,0,0,0,16137931.034482800,0,0,0,0,0,0
2007,kocaeli,merkez,447898,kocaeli_merkez,kocaeli_merkez_2007,88.81,47.63,20.95,8.82,0,10.26,1,0,1,1,0,109.9227417299220,115.30504111395400,0.0025094999307878100,49234176.17534880,51644897.30485770,1124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49234176.17534880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51644897.30485770,0,0
2002,konya,ahirli,11189,konya_ahirli,konya_ahirli_2002,83.23,47.2,7.13,18.05,1.22,3.78,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,konya,ahirli,10167,konya_ahirli,konya_ahirli_2003,83.23,47.2,7.13,18.05,1.22,3.78,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,konya,ahirli,9145,konya_ahirli,konya_ahirli_2004,83.23,47.2,7.13,18.05,1.22,3.78,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,konya,ahirli,8124,konya_ahirli,konya_ahirli_2005,83.23,47.2,7.13,18.05,1.22,3.78,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,konya,ahirli,7102,konya_ahirli,konya_ahirli_2006,83.23,47.2,7.13,18.05,1.22,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,konya,ahirli,6080,konya_ahirli,konya_ahirli_2007,84.18,51.37,6.93,23.62,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,konya,ahirli,5876,konya_ahirli,konya_ahirli_2008,84.18,51.37,6.93,23.62,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,konya,ahirli,5519,konya_ahirli,konya_ahirli_2009,84.18,51.37,6.93,23.62,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,konya,ahirli,5233,konya_ahirli,konya_ahirli_2010,84.18,51.37,6.93,23.62,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,konya,ahirli,5016,konya_ahirli,konya_ahirli_2011,83.7,65.9,9.4,18.1,0,1.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,konya,ahirli,4867,konya_ahirli,konya_ahirli_2012,83.7,65.9,9.4,18.1,0,1.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,konya,ahirli,4765,konya_ahirli,konya_ahirli_2013,83.7,65.9,9.4,18.1,0,1.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,konya,ahirli,4722,konya_ahirli,konya_ahirli_2014,83.7,65.9,9.4,18.1,0,1.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,konya,ahirli,4545,konya_ahirli,konya_ahirli_2015,83.3,64.9,10.5,19,0.6,2.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,konya,ahirli,4561,konya_ahirli,konya_ahirli_2016,85.9,75,9.1,12.4,0.2,1.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,konya,ahirli,4598,konya_ahirli,konya_ahirli_2017,85.9,75,9.1,12.4,0.2,1.1,0,0,0,0,0,1673.0713447109400,1429.4710991309300,0.039147455415398,7692782.042980920,6572708.113804000,180,1,0,0,0,0,0,0,0,0,0,0,0,7692782.042980920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6572708.113804000,0,0,0,0,0,0
2018,konya,ahirli,5084,konya_ahirli,konya_ahirli_2018,87.4,58,7.8,16.3,0.3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,konya,ahirli,4753,konya_ahirli,konya_ahirli_2019,87.4,58,7.8,16.3,0.3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,konya,ahirli,4657,konya_ahirli,konya_ahirli_2020,87.4,58,7.8,16.3,0.3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,konya,akoren,13356,konya_akoren,konya_akoren_2002,87.54,60.59,3.25,11.56,1.1,4.65,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,konya,akoren,12065,konya_akoren,konya_akoren_2003,87.54,60.59,3.25,11.56,1.1,4.65,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,konya,akoren,10773,konya_akoren,konya_akoren_2004,87.54,60.59,3.25,11.56,1.1,4.65,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,konya,akoren,9482,konya_akoren,konya_akoren_2005,87.54,60.59,3.25,11.56,1.1,4.65,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,konya,akoren,8190,konya_akoren,konya_akoren_2006,87.54,60.59,3.25,11.56,1.1,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,konya,akoren,6899,konya_akoren,konya_akoren_2007,88.78,60.93,4.41,23.36,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,konya,akoren,7519,konya_akoren,konya_akoren_2008,88.78,60.93,4.41,23.36,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,konya,akoren,7386,konya_akoren,konya_akoren_2009,88.78,60.93,4.41,23.36,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,konya,akoren,7099,konya_akoren,konya_akoren_2010,88.78,60.93,4.41,23.36,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,konya,akoren,7042,konya_akoren,konya_akoren_2011,84,66.3,7.9,19.9,0,1.4,0,0,1,1,0,80.83973122486540,94.60977537866520,0.020448736154501600,569273.387285502,666242.0382165610,144,1,0,0,0,0,0,0,0,0,0,0,0,569273.387285502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666242.0382165610,0,0,0,0,0,0
2012,konya,akoren,6891,konya_akoren,konya_akoren_2012,84,66.3,7.9,19.9,0,1.4,0,0,1,1,0,828.2838118741290,948.9153244976900,0,5707703.747624630,6538975.501113590,0,1,0,0,0,0,0,0,5707703.747624630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6538975.501113590,0,0,0,0,0,0,0,0,0,0,0
2013,konya,akoren,6740,konya_akoren,konya_akoren_2013,84,66.3,7.9,19.9,0,1.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,konya,akoren,6390,konya_akoren,konya_akoren_2014,84,66.3,7.9,19.9,0,1.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,konya,akoren,6409,konya_akoren,konya_akoren_2015,85.8,71.4,7.7,17.2,0.3,1.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,konya,akoren,6404,konya_akoren,konya_akoren_2016,88,78.4,6.5,13.1,0.1,0.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,konya,akoren,6004,konya_akoren,konya_akoren_2017,88,78.4,6.5,13.1,0.1,0.6,0,0,0,0,0,952.2956911643370,780.1626333821340,0.02614923384410390,5717583.32975068,4684096.450826340,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5717583.32975068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4684096.450826340
2018,konya,akoren,5879,konya_akoren,konya_akoren_2018,88.4,65.9,4.7,16.3,0.2,1.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,konya,akoren,5838,konya_akoren,konya_akoren_2019,88.4,65.9,4.7,16.3,0.2,1.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,konya,akoren,5766,konya_akoren,konya_akoren_2020,88.4,65.9,4.7,16.3,0.2,1.1,0,0,1,1,0,1380.2101133067400,1015.4532397457700,0.03798126951092610,7958291.513326640,5855103.380374140,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7958291.513326640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5855103.380374140
2002,konya,aksehir,109260,konya_aksehir,konya_aksehir_2002,83.96,42.37,13.67,12.74,0.76,1.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,konya,aksehir,107375,konya_aksehir,konya_aksehir_2003,83.96,42.37,13.67,12.74,0.76,1.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,konya,aksehir,105489,konya_aksehir,konya_aksehir_2004,83.96,42.37,13.67,12.74,0.76,1.15,0,0,1,1,0,54.75178701545430,40.42550365566610,0.0018200949862070900,5775711.260473250,4264445.955132560,192,1,5775711.260473250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264445.955132560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,konya,aksehir,103603,konya_aksehir,konya_aksehir_2005,83.96,42.37,13.67,12.74,0.76,1.15,0,0,1,1,0,16.314904370941600,14.322897320407200,0,1690273.0375426600,1483895.1310861400,0,1,0,0,0,0,0,0,1690273.0375426600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483895.1310861400,0,0,0,0,0,0,0,0,0,0,0
2006,konya,aksehir,101717,konya_aksehir,konya_aksehir_2006,83.96,42.37,13.67,12.74,0.76,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,konya,aksehir,99831,konya_aksehir,konya_aksehir_2007,87.78,55.2,14.79,18.68,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,konya,aksehir,96180,konya_aksehir,konya_aksehir_2008,87.78,55.2,14.79,18.68,0,1.28,0,0,0,0,0,76.62581659100390,80.19319071370450,0,7369871.0397227600,7712981.082844100,0,1,0,0,0,0,0,0,7369871.0397227600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7712981.082844100,0,0,0,0,0,0,0,0,0,0,0
2009,konya,aksehir,95889,konya_aksehir,konya_aksehir_2009,87.78,55.2,14.79,18.68,0,1.28,0,0,0,0,0,116.52378329739400,133.43979505224800,0.0040046303538466400,11173349.056603800,12795408.507765000,384,1,0,0,0,0,0,0,0,0,0,0,0,11173349.056603800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12795408.507765000,0,0,0,0,0,0
2010,konya,aksehir,95791,konya_aksehir,konya_aksehir_2010,87.78,55.2,14.79,18.68,0,1.28,0,0,0,0,0,127.85958168509000,150.2028318965110,0,12247797.189196500,14388079.470198700,0,1,0,0,0,0,0,0,12247797.189196500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14388079.470198700,0,0,0,0,0,0,0,0,0,0,0
2011,konya,aksehir,94886,konya_aksehir,konya_aksehir_2011,87.1,57.8,20.5,17.5,0,0.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,konya,aksehir,94575,konya_aksehir,konya_aksehir_2012,87.1,57.8,20.5,17.5,0,0.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,konya,aksehir,93883,konya_aksehir,konya_aksehir_2013,87.1,57.8,20.5,17.5,0,0.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,konya,aksehir,94133,konya_aksehir,konya_aksehir_2014,87.1,57.8,20.5,17.5,0,0.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,konya,aksehir,94159,konya_aksehir,konya_aksehir_2015,84.6,49.2,20.5,25.5,1.5,1.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,konya,aksehir,94232,konya_aksehir,konya_aksehir_2016,85.3,60.9,18.8,17.3,0.7,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,konya,aksehir,94255,konya_aksehir,konya_aksehir_2017,85.3,60.9,18.8,17.3,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,konya,aksehir,93233,konya_aksehir,konya_aksehir_2018,86.4,49.8,16.4,14.5,1.4,1.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,konya,aksehir,93885,konya_aksehir,konya_aksehir_2019,86.4,49.8,16.4,14.5,1.4,1.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,konya,aksehir,93998,konya_aksehir,konya_aksehir_2020,86.4,49.8,16.4,14.5,1.4,1.2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8510404.455835650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9296492.117108050,0,0,0,0,0,0,0,0,0,0,0
2002,konya,altinekin,19992,konya_altinekin,konya_altinekin_2002,88.47,56.57,2.6,8.63,0.47,8.92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,konya,altinekin,18968,konya_altinekin,konya_altinekin_2003,88.47,56.57,2.6,8.63,0.47,8.92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,konya,altinekin,17945,konya_altinekin,konya_altinekin_2004,88.47,56.57,2.6,8.63,0.47,8.92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,konya,altinekin,16921,konya_altinekin,konya_altinekin_2005,88.47,56.57,2.6,8.63,0.47,8.92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,konya,altinekin,15898,konya_altinekin,konya_altinekin_2006,88.47,56.57,2.6,8.63,0.47,8.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,konya,altinekin,14874,konya_altinekin,konya_altinekin_2007,91.34,64.13,2.85,7.15,0,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,konya,altinekin,15698,konya_altinekin,konya_altinekin_2008,91.34,64.13,2.85,7.15,0,8.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
